Chapter,Shloka,Sanskrit Word,Hindi Meaning
2,60,हि,के लिए
2,60,अपि,तथपि
2,60,कौन्तेय,"कुन्तीपुत्र, अर्जुन पुरुषस्य"
2,60,विपश्चितः,विवेक से युक्त
2,60,इन्द्रियाणि,"इन्द्रियाँ, प्रमाथीन"
2,60,हरन्ति,वश मे करना
2,60,प्रसभम्,बलपूर्वक
2,60,मनः,मन।
2,61,तानि,उन्हें
2,61,सर्वाणि,समस्त
2,61,संयम्य,वश में करना
2,61,युक्तः,एक हो जाना
2,61,आसीत,स्थित होना चाहिए
2,61,मत्,परः
2,61,वशे,वश में
2,61,हि,निश्चय ही
2,61,यस्य,जिसकी
2,61,इन्द्रियाणि,इन्द्रियाँ
2,61,तस्य,उनकी
2,61,प्रज्ञा,पूर्ण ज्ञान प्रतिष्ठिता
2,62,ध्यायत:,चिन्तन करते हुए
2,62,विषयान्,इन्द्रिय विषय
2,62,पुंस:,मनुष्य की
2,62,सङ्गः,आसक्ति
2,62,तेषु,उनके (इन्द्रिय विषय)
2,62,उपजायते,उत्पन्न होना
2,62,सङ्गात्,आसक्ति से
2,62,सञ्जायते विकसित होती है। कामः,इच्छा
2,62,कामात्,कामना से
2,62,क्रोध:,क्रोध
2,62,अभिजायते,उत्पन्न होता है।
2,63,क्रोधात्,क्रोध से
2,63,भवति,होना
2,63,सम्मोहः,निर्णय लेने की क्षमता क्षीण होना
2,63,सम्मोहात्,निर्णय लेने की क्षमता क्षीण हो जाना
2,63,स्मृति,स्मरणशक्ति
2,63,विभ्रमः,भ्रमित
2,63,स्मृतिभ्रंशात्,स्मृति का भ्रम होने से
2,63,बुद्धिनाश:,बुद्धि का विनाश
2,63,बुद्धिनाशात्,बुद्धि के विनाश से प्रणश्यति
2,64,राग,अनुरागद्वेष
2,64,वियुक्तेः,मुक्त
2,64,तु,लेकिन
2,64,विषयान्,इन्द्रिय विषयों को
2,64,इन्द्रियैः,इन्द्रियों द्वारा
2,64,चरन्,भोग करते हुए
2,64,आत्मवश्यैः,मन को अपने वश में करने वाला
2,64,विधेय,आत्मा
2,64,प्रसादम्,भगवतकृपा को
2,64,अधिगच्छति,प्राप्त करता है।
2,65,प्रसादे,भगवान की दिव्य कृपा द्वारा
2,65,सर्व,सभी
2,65,दुःखनाम्,दुखों का
2,65,हानि:,"क्षय, अस्य"
2,65,उपजायते,होता है। प्रसन्न
2,65,हि,वास्तव में आशु
2,65,बुद्धि,बुद्धि
2,65,परि,अवतिष्ठते
2,66,न,नहीं
2,66,अस्ति,है
2,66,बुद्धिः,बुद्धि
2,66,अयुक्तस्य,भगवान में स्थित न होना
2,66,न,नहीं
2,66,च,और
2,66,अयुक्तस्य,भगवान में स्थित न रहने वाले
2,66,भावना,चिन्तन
2,66,न,नहीं
2,66,च,और
2,66,अभावयतः,जो स्थिर नहीं है उसके
2,66,शान्तिः,शान्ति
2,66,अशान्तस्य,अशान्त
2,66,कृतः,कहाँ है
2,66,सुखम्,सुख।
2,67,इन्द्रियाणाम् इन्द्रियों के हि,वास्तव में
2,67,चरताम्,चिन्तन करते हुए
2,67,यत्,जिसके
2,67,मन:,मन
2,67,अनुविधीयते,निरन्तर रत रहता है। तत्
2,67,अस्य,इसकी
2,67,हरति,वश मे करना
2,67,प्रज्ञाम्,बुद्धि के
2,67,वायुः,वायु
2,67,नावम्,नाव को
2,67,इव,जैसे
2,67,अम्भसि,जल पर।
2,68,तस्मात्,इसलिए
2,68,यस्य,जिसकी
2,68,महाबाहो,महाबलशाली
2,68,निगृहीतानि,विरक्त
2,68,सर्वशः,सब प्रकार से
2,68,इन्द्रियाणि,इन्द्रियाँ इन्द्रिय
2,68,तस्य,उस व्यक्ति की
2,68,प्रज्ञा,दिव्य ज्ञान
2,68,प्रतिष्ठिता,स्थिर रहना।
2,69,या,जिसे
2,69,निशा,रात्रि
2,69,सर्व,सब
2,69,भूतानाम्,सभी जीवः तस्याम्
2,69,जागर्ति,जागता रहता है
2,69,संयमी,आत्मसंयमी
2,69,यस्याम्,जिसमें
2,69,जाग्रति,जागते हैं
2,69,भूतानि,सभी जीव
2,69,सा,वह
2,69,निशा,रात्रि
2,69,पश्यतः,देखना
2,69,मुनेः,मुनि।
2,70,आपूर्यमाणम्,सभी ओर से जलमग्न
2,70,अचल,प्रतिष्ठम्
2,70,समुद्रम्,समुद्र में
2,70,आपः,जलः प्रविशन्ति
2,70,यद्वत्,जिस प्रकार
2,70,तद्वत्,उसी प्रकार
2,70,काम,कामनाएँ यम्
2,70,प्रविशन्ति,प्रवेश करती हैं
2,70,सर्वे,सभी
2,70,सः,वह व्यक्ति
2,70,शन्तिम्,शान्ति
2,70,आप्नोति,प्राप्त करता है
2,70,न,नहीं
2,70,कामकामी,कामनाओं को तुष्ट करने वाला।
2,71,विहाय,त्याग कर
2,71,कामान्,भौतिक इच्छाएँ
2,71,यः,जो
2,71,सर्वान्,समस्त
2,71,पुमान्,पुरुष
2,71,चरति,रहता है
2,71,निःस्पृहः,कामना रहित
2,71,निर्ममाः,स्वामित्व की भावना से रहित
2,71,निरहंकारः,अहंकार रहित
2,71,सः,वह
2,71,शान्तिम्,पूर्ण शान्ति को
2,71,अधिगच्छति,प्राप्त करता है।
2,72,एषा,ऐसे
2,72,ब्राह्मी,स्थितिः
2,72,न,कभी नहीं
2,72,एनाम्,इसको
2,72,प्राप्य,प्राप्त करके
2,72,विमुह्यति,मोहित होता है
2,72,स्थित्वा,स्थित होकर
2,72,अस्याम्,इसमें
2,72,अन्तकाले,मृत्यु के समय
2,72,अपि,भी
2,72,ब्रह्म,निवाणम्
2,72,ऋच्छति,प्राप्त करता है।
3,1,अर्जुनः उवाच,अर्जुन ने कहा
3,1,ज्यायसी,श्रेष्ठ
3,1,चेत्,यदि
3,1,कर्मण,कर्मफल से
3,1,ते,आप द्वारा
3,1,मता,मानना
3,1,बुद्धि,बुद्धि
3,1,जनार्दन,"जीवों का पालन करने वाले, श्रीकृष्ण"
3,1,तत्,तब
3,1,किम,क्यों
3,1,कर्मणि,कर्मः घोर
3,1,मम्,मुझे
3,1,नियोजयसि,लगाते हो
3,1,केशव,"केशी नामक राक्षस का वध करने वाले, श्रीकृष्ण। व्यामिश्रेण"
3,1,इव,मानो
3,1,वाक्येन,वचनों से
3,1,बुद्धिम्,बुद्धि
3,1,मोहयसि,मैं मोहित हो रहा हूँ
3,1,इव,मानो
3,1,मे,मेरी
3,1,तत्,उस
3,1,एकम्,एकमात्र
3,1,वद,अवगत कराए
3,1,निश्चित्य,निश्चित रूप से
3,1,येन,जिससे
3,1,श्रेयः,"अति श्रेष्ठ, अहम्"
3,1,आप्नुयाम्,प्राप्त कर सकू।
3,2,अर्जुनः उवाच,अर्जुन ने कहा
3,2,ज्यायसी,श्रेष्ठ
3,2,चेत्,यदि
3,2,कर्मण,कर्मफल से
3,2,ते,आप द्वारा
3,2,मता,मानना
3,2,बुद्धि,बुद्धि
3,2,जनार्दन,"जीवों का पालन करने वाले, श्रीकृष्ण"
3,2,तत्,तब
3,2,किम,क्यों
3,2,कर्मणि,कर्मः घोर
3,2,मम्,मुझे
3,2,नियोजयसि,लगाते हो
3,2,केशव,"केशी नामक राक्षस का वध करने वाले, श्रीकृष्ण। व्यामिश्रेण"
3,2,इव,मानो
3,2,वाक्येन,वचनों से
3,2,बुद्धिम्,बुद्धि
3,2,मोहयसि,मैं मोहित हो रहा हूँ
3,2,इव,मानो
3,2,मे,मेरी
3,2,तत्,उस
3,2,एकम्,एकमात्र
3,2,वद,अवगत कराए
3,2,निश्चित्य,निश्चित रूप से
3,2,येन,जिससे
3,2,श्रेयः,"अति श्रेष्ठ, अहम्"
3,2,आप्नुयाम्,प्राप्त कर सकू।
3,3,श्रीभगवान् उवाच,परम कृपालु भगवान ने कहा
3,3,लोके,संसार में
3,3,अस्मिन्,इस
3,3,द्वि,विधा
3,3,निष्ठा,श्रद्धा
3,3,पुरा,पहले
3,3,प्रोक्ता,वर्णित
3,3,मया,"मेरे द्वारा, श्रीकृष्ण"
3,3,अनघ,निष्पाप
3,3,ज्ञानयोगेन,ज्ञानयोग के मार्ग द्वारा
3,3,सांख्यानाम्,वे जो चिन्तन में रुचि रखते हैं
3,3,कर्मयोगेन,कर्म योग के द्वारा
3,3,योगिनाम्,योगियों का।
3,4,न,नहीं
3,4,कर्मणाम्,कर्मों के
3,4,अनारम्भात्,विमुख रहकर
3,4,नैष्कर्म्यम्,कर्म
3,4,पुरुषः,मनुष्य
3,4,अष्नुते,प्राप्त करता है
3,4,न,नहीं
3,4,च,और
3,4,संन्यसनात्,त्याग से
3,4,एव,केवल
3,4,सिद्धिम्,सफलता
3,4,समधि,गच्छति
3,5,न,नहीं
3,5,हि,निश्चय ही
3,5,कश्चित्,कोई
3,5,क्षणम्,क्षण के लिए
3,5,अपि,भी
3,5,जातु,सदैव
3,5,तिष्ठति,रह सकता है
3,5,अकर्म,कृत बिना कर्म
3,5,कार्यते,कर्म करने के लिए
3,5,हि,निश्चय ही
3,5,अवशः,बाध्य होकर
3,5,कर्म,कर्म
3,5,सर्वः,समस्त
3,5,प्रकृति,जैः
3,5,गुणैः,गुणों के द्वारा।
3,6,कर्म,इन्द्रियाणि कर्मेन्द्रियों के घटक
3,6,संयम्य,नियंत्रित करके
3,6,यः,जो
3,6,आस्ते,रहता है
3,6,मनसा,मन में
3,6,स्मरन्,चिन्तन
3,6,इन्द्रिय,अर्थात
3,6,विमूढ,आत्मा
3,6,मिथ्या,आचार:
3,6,सः,वे
3,6,उच्यते,कहलाते हैं।
3,7,यः,जो
3,7,तु,लेकिन
3,7,इन्द्रियाणि,इन्द्रियाँ
3,7,मनसा,मन से
3,7,नियम्य,नियत्रित करना
3,7,आरम्भते,प्रारम्भ करता है
3,7,अर्जुन,अर्जुन
3,7,कर्म,इन्द्रियैः
3,7,कर्म,कर्मयोग
3,7,असक्तः,आसक्ति रहित
3,7,सः,विशिष्यते
3,8,नियतम्,निर्धारित
3,8,कुरु,निष्पादन
3,8,कर्म,वैदिक कर्तव्यः त्वम्
3,8,कर्म,कर्म करना
3,8,ज्यायः,श्रेष्ठ
3,8,हि,निश्चय ही
3,8,अकर्मणः,निष्क्रिय रहने की अपेक्षा
3,8,शरीर,शरीर का
3,8,यात्रा,"पालन पोषण, अपि"
3,8,च,भी
3,8,ते,तुम्हारा
3,8,प्रसिद्धयेत्,संभव न होना
3,8,अकर्मण:,निष्क्रिय।
3,9,यज्ञ,अर्थात
3,9,कर्मणः,कर्म की अपेक्षा
3,9,अन्यत्र,अन्यथा
3,9,लोक:,भौतिक संसार
3,9,अयम्,यह
3,9,कर्मबन्धनः,किसी के कर्मों के बन्धन
3,9,तत्,वह
3,9,अर्थम्,के लिए
3,9,कर्म,कर्म
3,9,कौन्तेय,"कुन्तिपुत्र, अर्जुन"
3,9,मुक्तसङ्गगः,आसक्ति रहित
3,9,समाचर,ध्यान से कार्य करना।
3,10,सह,के साथ
3,10,यज्ञाः,यज्ञों
3,10,प्रजाः,मानव जाति
3,10,सृष्ट्वा,सृजन करना
3,10,पुरा,आरम्भ में
3,10,उवाच,कहा
3,10,प्रजापतिः,ब्रह्मा
3,10,अनेन,इससे
3,10,प्रसविष्यध्वम्,अधिक समृद्ध होना
3,10,एषः,इन
3,10,वः,तुम्हारा
3,10,अस्तु,होगा
3,10,इष्ट,काम
3,11,देवान्,स्वर्ग के देवताओं को
3,11,भावयता,प्रसन्न होंगे
3,11,अनेन,इन यज्ञों से
3,11,ते,वे
3,11,देवाः,स्वर्ग के देवता
3,11,भावयन्तु,प्रसन्न होंगे
3,11,वः,तुमको
3,11,परस्परम,एक दूसरे को
3,11,भावयन्तः,एक दूसरे को प्रसन्न करते हुए
3,11,श्रेयः,समृद्ध
3,11,परम,सर्वोच्च
3,11,अवाप्स्यथ,प्राप्त करोगे।
3,12,इष्टान्,वांछित
3,12,भोगान्,जीवन की आवश्यकताएँ
3,12,हि,निश्चय ही
3,12,व:,तुम्हें
3,12,देवा:,स्वर्ग के देवता
3,12,दास्यन्ते,प्रदान करेंगे
3,12,यज्ञभाविता:,यज्ञ कर्म से प्रसन्न होकर
3,12,तैः,उनके द्वारा
3,12,दत्तान्,प्रदान की गई वस्तुएँ
3,12,अप्रदाय,अर्पित किए बिना
3,12,एभ्यः,इन्हें
3,12,यः,जो
3,12,भुङ्क्ते,सेवन करता है
3,12,स्तेनः,चोर
3,12,एव,निश्चय ही
3,12,सः,वे।
3,13,यज्ञशिष्ट,यज्ञ में अर्पित भोजन के अवशेष
3,13,अशिनः,सेवन करने वाले
3,13,सन्तः,संत लोग
3,13,मुच्यन्ते,मुक्ति पाते हैं
3,13,सर्व,सभी प्रकार के
3,13,किल्बिशैः,पापों से
3,13,भुञ्जते,भोगते हैं
3,13,ते,वे
3,13,तु,लेकिन
3,13,अघम्,घोर पाप
3,13,पापा:,पापीजन
3,13,ये,जो
3,13,पचन्ति,भोजन बनाते हैं
3,13,आत्मकारणात्,अपने सुख के लिए।
3,14,अन्नात्,अन्न पदार्थ
3,14,भवन्ति,निर्भर होता है
3,14,भूतानि,जीवों को पर्जन्यात्
3,14,अन्न खाद्यान्न सम्भवः,उत्पादन
3,14,यज्ञात्,यज्ञ सम्पन्न करने से
3,14,भवति,सम्भव होती है। पर्जन्य:
3,14,यज्ञः,यज्ञ का सम्पन्न होना
3,14,कर्म,निश्चित कर्त्तव्य से
3,14,समुद्भवः,उत्पन्न होता है।
3,15,कर्म,कर्त्तव्यः ब्रह्म
3,15,उद्भवम्,प्रकट
3,15,विद्धि,तुम्हें जानना चाहिए
3,15,ब्रह्म,वेद
3,15,अक्षर,अविनाशी परब्रह्म से
3,15,समुद्भवम्,साक्षात प्रकट हुआ
3,15,तस्मात्,अतः
3,15,सर्व,गतम् सर्वव्यापी
3,15,ब्रह्म,भगवान
3,15,नित्यम्,शाश्वत
3,15,यज्ञ,यज्ञ में प्रतिष्ठितम्
3,16,एवम्,इस प्रकार
3,16,प्रवर्तितम्,कार्यशील होना
3,16,चक्रम,चक्र
3,16,न,नहीं
3,16,अनुवर्तयति,पालन करना
3,16,इह,इस जीवन में
3,16,यः,जो
3,16,अघ,आयुः
3,16,इन्द्रिय,आरामः
3,16,मोघम्,व्यर्थः पार्थ
3,16,जीवति,जीवित रहता है।
3,17,यः,जो
3,17,तु,लेकिन
3,17,आत्म,रतिः
3,17,एव,निश्चय ही
3,17,स्यात्,रहता है
3,17,आत्म,तृप्तः
3,17,च,तथा
3,17,मानव:,मनुष्य
3,17,आत्मनि,अपनी आत्मा में
3,17,एव,निश्चय ही
3,17,च,और
3,17,सन्तुष्ट:,सन्तुष्ट
3,17,तस्य,उसका
3,17,कार्यम्,कर्त्तव्य
3,17,न,नहीं
3,17,विद्यते,रहता।
3,18,न,कभी नहीं
3,18,एव,वास्तव में
3,18,तस्य,उसका
3,18,कृतेन,कर्त्तव्य का पालन
3,18,अर्थ:,प्राप्त करना
3,18,न,न तो
3,18,अकृतेन,कर्त्तव्य का पालन न करने से
3,18,इह,यहाँ
3,18,कश्चन,जो कुछ भी
3,18,न,कभी नहीं
3,18,च,तथा
3,18,अस्य,उसका
3,18,सर्वभूतेषु,सभी जीवों में
3,18,कश्चित्,कोई
3,18,अर्थ,आवश्यकता
3,18,व्यपाश्रयः,निर्भर होना।
3,19,तस्मात्,अतः
3,19,असक्तः,आसक्ति रहित
3,19,सततम्,निरन्तर
3,19,कार्यम्,कर्त्तव्यं
3,19,कर्म,कार्य
3,19,समाचर,निष्पादन करना
3,19,असक्तो:,आसक्तिरहित
3,19,हि,निश्चय ही
3,19,आचरन्,निष्पादन करते हुए
3,19,कर्म,कार्य
3,19,परम,सर्वोच्च भगवान
3,19,आप्नोति,प्राप्त करता है
3,19,पुरुषः,"पुरुष, मनुष्य।"
3,20,कर्मणा,निर्धारित कर्त्तव्यों का पालन करना
3,20,एव,केवल
3,20,हि,निश्चय ही
3,20,संसिद्धिम्,पूर्णता
3,20,आस्थिताः,प्राप्त करना
3,20,जनक,आदयः
3,20,लोक,संङ्ग्रहम् सामान्य लोगों के कल्याण के लिए
3,20,एव अपि,केवल
3,20,सम्पश्यत्,विचार करते हुए
3,20,कर्तुम्,निष्पादन करना
3,20,अर्हसि,तुम्हें चाहिए। यत्
3,20,आचरित,करता है
3,20,श्रेष्ठ:,उत्तम
3,20,तत्,वही
3,20,तत्,केवल वही
3,20,एव,निश्चय ही
3,20,इतरः,सामान्य
3,20,जनः,व्यक्ति
3,20,सः,वह
3,20,यत्,जो कुछ
3,20,प्रमाणम्,आदर्श
3,20,कुरुते,करता है
3,20,लोकः,संसार
3,20,तत्,उसके
3,20,अनुवर्तते,अनुसरण करता है।
3,21,कर्मणा,निर्धारित कर्त्तव्यों का पालन करना
3,21,एव,केवल
3,21,हि,निश्चय ही
3,21,संसिद्धिम्,पूर्णता
3,21,आस्थिताः,प्राप्त करना
3,21,जनक,आदयः
3,21,लोक,संङ्ग्रहम् सामान्य लोगों के कल्याण के लिए
3,21,एव अपि,केवल
3,21,सम्पश्यत्,विचार करते हुए
3,21,कर्तुम्,निष्पादन करना
3,21,अर्हसि,तुम्हें चाहिए। यत्
3,21,आचरित,करता है
3,21,श्रेष्ठ:,उत्तम
3,21,तत्,वही
3,21,तत्,केवल वही
3,21,एव,निश्चय ही
3,21,इतरः,सामान्य
3,21,जनः,व्यक्ति
3,21,सः,वह
3,21,यत्,जो कुछ
3,21,प्रमाणम्,आदर्श
3,21,कुरुते,करता है
3,21,लोकः,संसार
3,21,तत्,उसके
3,21,अनुवर्तते,अनुसरण करता है।
3,22,न,नहीं
3,22,मे,मुझे पार्थ
3,22,अस्ति,है
3,22,कर्तव्यम्,निर्धारित कर्त्तव्य
3,22,त्रिषु,तीनों में
3,22,लोकेषु,लोकों में
3,22,किञ्चन,कोई
3,22,न,कुछ नहीं
3,22,अनवाप्तम्,अप्राप्त
3,22,अवाप्तव्यम्,प्राप्त करने के लिए
3,22,वर्त,संलग्न रहते हैं
3,22,एव,निश्चय ही
3,22,च,भी
3,22,कर्मणि,नियत कर्त्तव्य।
3,23,यदि,यदि
3,23,हि,निश्चय ही
3,23,अहम्,मैं
3,23,न,नहीं
3,23,वर्तेयम्,इस प्रकार संलग्न रहता हूँ
3,23,जातु,सदैव
3,23,कर्मणि,नियत कर्मों के निष्पादन में
3,23,अतन्द्रितः,सावधानी से
3,23,मम,मेरा
3,23,वर्त्म,मार्ग का
3,23,अनुवर्तन्ते,अनुसरण करेंगे
3,23,मनुष्या:,सभी मनुष्य
3,23,पार्थ,"पृथापुत्र, अर्जुन"
3,23,सर्वश:,सभी प्रकार से।
3,24,उत्सीदेयुः,नष्ट हो जाएंगें
3,24,इमे,ये सब
3,24,लोका:,लोक
3,24,न,नहीं
3,24,कुर्याम्,मैं करूँगा
3,24,कर्म,नियत कर्त्तव्यः चेत् यदि
3,24,अहम्,मैं
3,24,संकरस्य,असभ्य जन समुदाय
3,24,च,तथा
3,24,कर्ता,उत्तरदायी
3,24,स्याम्,होऊँगा
3,24,उपहन्याम्,विनाश करने वाला
3,24,इमाः,इन सब
3,24,प्रजाः,मानव जाति का।
3,25,सक्ताः,आसक्त
3,25,कर्मणि,नियत कर्तव्य
3,25,अविद्वांसः,अज्ञानी
3,25,यथा,जिस प्रकार से
3,25,कुर्वन्ति,करते है
3,25,भारत,"भरतवंशी, अर्जुन कुर्यात्"
3,25,तथा,उसी प्रकार से
3,25,असक्तः,अनासक्त
3,25,चिकीर्षुः,इच्छुक
3,25,लोकसंग्रहम्,लोक कल्याण के लिए।
3,26,न,नहीं
3,26,बुद्धिभेदम्,बुद्धि में मतभेद
3,26,जनयेत्,उत्पन्न होना चाहिए
3,26,अज्ञानाम्,अज्ञानियों का
3,26,कर्म,संङ्गिनाम्
3,26,जोषयेत्,प्रेरित करना चाहिए
3,26,सर्व,सारे
3,26,कर्माणि,कर्म
3,26,विद्वान्,ज्ञानवान व्यक्ति
3,26,युक्तः,"प्रबुद्ध, समाचरन्"
3,27,प्रकृतेः,प्राकृत शक्ति का
3,27,क्रियमाणानि,क्रियान्वित करना
3,27,गुणैः,तीन गुणों द्वारा
3,27,कर्माणि,कर्म
3,27,सर्वशः,सभी प्रकार के
3,27,अहङ्कार,विमूढ
3,27,कर्ता,करने वाला
3,27,अहम्,मैं
3,27,इति,इस प्रकार
3,27,मन्यते,सोचता है।
3,28,तत्ववित्,सत्य को जानने वाला
3,28,तु,लेकिन
3,28,महाबाहो,विशाल भुजाओं वाला
3,28,गुण,कर्म
3,28,विभागयोः,भेद
3,28,गुणा:,मन और इन्द्रियों आदि के रूप में प्रकृति के तीन गुण
3,28,गुणेषु,इन्द्रिय विषयों के बोध के रूप में प्रकृति के गुण
3,28,वर्तन्ते,लगे रहते हैं
3,28,इति,इस प्रकार
3,28,मत्वा,जानकर
3,28,न,कभी नहीं
3,28,सज्जते,आसक्त होते हैं।
3,29,प्रकृतेः,भौतिक शक्ति
3,29,गुण,प्रकृति के गुण
3,29,सम्मूढाः,भ्रमित
3,29,सज्जन्ते,आसक्त हो जाते हैं
3,29,गुण,कर्मसु
3,29,तान्,उन
3,29,अकृत्स्नविद्:,"अज्ञानी पुरुष, मन्दान्"
3,29,कृत्स्न,वित्
3,29,न,नहीं
3,29,विचालयेत्,विचलित करना चाहिए।
3,30,मयि,मुझमें
3,30,सर्वाणि,सब प्रकार के कर्माणि
3,30,सन्यस्य,पूर्ण त्याग करके
3,30,अध्यात्मचेतसा,भगवान में स्थित होने की भावना
3,30,निराशी:,"कर्म फल की लालसा से रहित, निर्ममः"
3,30,युध्यस्व,लड़ो
3,30,विगत,ज्वरः
3,31,ये,जो
3,31,मे,मेरे
3,31,मतम्,उपदेशों को
3,31,इदम्,इन
3,31,नित्यम्,निरन्तर
3,31,अनुतिष्ठन्ति,अनुपालन करना
3,31,मानवाः,मुनष्यों को श्रद्धावन्तः
3,31,अनसूयन्तः,दोष दृष्टि से मुक्त होकर
3,31,मुच्यन्ते,मुक्त हो जाते हैं
3,31,ते,वे
3,31,अपि,भी
3,31,कर्मभिः,कर्म के बन्धनों से।
3,32,ये,जो
3,32,तु,लेकिन
3,32,एतत्,इस
3,32,अभ्यसूयन्तः,दोषारोपण
3,32,न,नहीं
3,32,अनुतिष्ठन्ति,अनुसरण करते हैं
3,32,मे,मेरा
3,32,मतम्,उपदेश
3,32,सर्वज्ञान,सभी प्रकार का ज्ञान
3,32,विमूढान्,भ्रमित
3,32,तान्,उन्हें
3,32,विद्धि,जानो
3,32,नष्टान्,नाश होता है
3,32,अचेतसः,विवेकहीन।
3,33,सदृशम्,तदानुसार
3,33,चेष्टते,कर्म करता है
3,33,स्वस्याः,अपने
3,33,प्रकृतेः,प्रकृति के गुणों का
3,33,ज्ञानवान्,बुद्धिमान
3,33,अपि,यद्यपि
3,33,प्रकृतिम्,प्रकृति को
3,33,यान्ति,पालन करते हैं
3,33,भूतानि,सभी जीव
3,33,निग्रहः,दमन
3,33,किम्,क्या
3,33,करिष्यति,करेगा।
3,34,इन्द्रियस्य,इन्द्रिय का
3,34,इन्द्रियस्य,अर्थ इन्द्रियों के विषयों में
3,34,राग,आसक्ति
3,34,द्वेषौ,विमुखता
3,34,व्यस्थितौ,स्थित
3,34,तयोः,उनके
3,34,न,कभी नहीं
3,34,वशम्,नियंत्रित करना
3,34,आगच्छेत्,आना चाहिए
3,34,तौ,उन्हें
3,34,हि,निश्चय ही
3,34,अस्य,उसके लिए
3,34,परिपन्थिनौ,शत्रु।
3,35,श्रेयान्,अति श्रेष्ठ स्वधर्म:
3,35,विगुणः,दोषयुक्त
3,35,पर,धर्मात्
3,35,स्व,अनुण्ठितात्
3,35,स्वधर्मे,अपने निश्चित कर्त्तव्यों से
3,35,निधनम्,मृत्युः श्रेयः
3,35,परधर्म:,अन्यों के लिए नियत कर्त्तव्य
3,35,भयआवहः,भयावह।
3,36,अर्जुनः उवाच,अर्जुन ने कहा
3,36,अथ,तव
3,36,केन,किस के द्वारा
3,36,प्रयुक्तः,प्रेरित
3,36,अयम्,कोई
3,36,पापम्,पाप
3,36,चरति,करता है। पुरुषः
3,36,अनिच्छन्,बिना इच्छा के
3,36,अपि यद्यपि वार्ष्णेय,"वृष्णि वंश से संबंध रखने वाले, श्रीकृष्ण"
3,36,बलात्,बलपूर्वक
3,36,इव,मानो
3,36,नियोजितः,संलग्न होना।
3,37,श्री,भगवान् उवाच
3,37,कामः,काम
3,37,एषः,यह
3,37,क्रोधः,क्रोध
3,37,एषः,यह
3,37,रजो,गुण
3,37,समुद्भवः,उत्पन्न
3,37,महा,अशनः
3,37,महापाप्मा,महान पापी
3,37,विद्धि,समझो
3,37,एनम्,इसे
3,37,इह,भौतिक संसार में
3,37,वैरिणम्,सर्वभक्षी शत्रु।
3,38,धूमेन,धुंए से
3,38,आवियते,आच्छादित हो जाती है
3,38,वहिन:,अग्नि
3,38,यथा,जिस प्रकार
3,38,आदर्श:,दर्पण
3,38,मलेन,धूल से
3,38,च,भी
3,38,यथा,जिस प्रकार
3,38,उल्न,गर्भाशय द्वारा
3,38,आवृतः,ढका रहता है। गर्भ:
3,38,तेन,काम से
3,38,इदम्,यह
3,38,आवृतम्,आवरण है।
3,39,आवृतम्,आच्छादित होना
3,39,ज्ञानम्,ज्ञान
3,39,एतेन,इससे
3,39,ज्ञानिन,ज्ञानी पुरुष
3,39,नित्यवैरिणा,कट्टर शत्रु द्वारा
3,39,कामरूपेण,कामना के रूप में
3,39,कौन्तेय,"कुन्तीपुत्र, अर्जुन"
3,39,दुष्पूरेण,तुष्ट न होने वाली
3,39,अनलेन,अग्नि के समान
3,39,च,भी।
3,40,इन्द्रियाणि,इन्द्रियाँ
3,40,मन:,"मन, बुद्धिः"
3,40,अधिष्ठानम्,निवासस्थान
3,40,उच्यते,कहा जाता है
3,40,एतैः,इनके द्वारा
3,40,विमोहयति,मोहित करती है
3,40,एषः,यह काम
3,40,ज्ञानम्,ज्ञान को
3,40,आवृत्य,ढक कर
3,40,देहिनम्,देहधारी को।
3,41,तस्मात्,इसलिए
3,41,त्वम्,तुम
3,41,इन्द्रियाणि,इन्द्रियों को
3,41,आदौ,प्रारम्भ से
3,41,नियम्य,नियंत्रित करके
3,41,भरत,ऋषभ
3,41,पाप्मानम्,पाप
3,41,प्रजहि,वश में करो
3,41,हि,निश्चय ही
3,41,एनम्,इस
3,41,ज्ञान,ज्ञान
3,41,विज्ञान,वास्तविक बोध
3,41,नाशनम्,विनाशक।
3,42,इन्द्रियाणि,इन्द्रियाँ
3,42,पराणि,बलवान
3,42,आहु:,कहा जाता है
3,42,इन्द्रियेभ्यः,इन्द्रियों से श्रेष्ठ
3,42,मनः,मन
3,42,मनस:,मन की अपेक्षा
3,42,तु,लेकिन
3,42,परा,श्रेष्ठ
3,42,बुद्धिः,बुद्धि
3,42,यः,जो
3,42,बुद्धेः,बुद्धि की अपेक्षा
3,42,परत:,अधिक श्रेष्ठ
3,42,तु,किन्तुः सः
3,43,एवम्,इस प्रकार से
3,43,बुद्धेः,बुद्धि से
3,43,परम,श्रेष्ठ
3,43,बुद्ध्वा,जानकर
3,43,संस्तभ्य,वश में करके
3,43,आत्मानम्,"निम्न आत्मा (इन्द्रिय, मन और बुद्धि)"
3,43,आत्मना,बुद्धि द्वारा
3,43,जहि,वध करना
3,43,शत्रुम्,शत्रु का
3,43,महाबाहो,महाबलशाली
3,43,कामरूपम्,कामना रूपी
3,43,दुरासदम्,दुर्जेय।
4,1,श्रीभगवान् उवाच,परम भगवान श्रीकृष्ण ने कहा
4,1,इमम्,इस
4,1,विवस्वते,सूर्यदेव को
4,1,योगम्,योग शास्त्र में प्रोक्तवान्
4,1,अहम्,मैंने
