Chapter,Shloka,Sanskrit Word,English Meaning
4,24,brahmaṇā,by that person
4,24,hutam,offered
4,24,brahma,Brahman
4,24,eva,certainly
4,24,tena,by that
4,24,gantavyam,to be attained
4,24,brahma,Brahman
4,24,karma,offering
4,24,samādhinā,those completely absorbed in God
4,25,daivam,the celestial gods
4,25,eva,indeed
4,25,apare,others
4,25,yajñam,sacrifice
4,25,yoginaḥ,spiritual practioners
4,25,paryupāsate,worship
4,25,brahma,of the Supreme Truth
4,25,agnau,in the fire
4,25,apare,others
4,25,yajñam,sacrifice
4,25,yajñena,by sacrifice
4,25,eva,indeed
4,25,upajuhvati,offer
4,26,śhrotra,ādīni
4,26,indriyāṇi,senses
4,26,anye,others
4,26,sanyama,restraint
4,26,agniṣhu,in the sacrficial fire
4,26,juhvati,sacrifice
4,26,śhabda,ādīn
4,26,viṣhayān,objects of sense
4,26,anye,others
4,26,indriya,of the senses
4,26,agniṣhu,in the fire
4,26,juhvati,sacrifice
4,27,sarvāṇi,all
4,27,indriya,the senses
4,27,karmāṇi,functions
4,27,prāṇa,karmāṇi
4,27,cha,and
4,27,apare,others
4,27,ātma,sanyama yogāgnau
4,27,juhvati,sacrifice
4,27,jñāna,dīpite
4,28,dravya,yajñāḥ
4,28,tapaḥ,yajñāḥ
4,28,yoga,yajñāḥ
4,28,tathā,thus
4,28,apare,others
4,28,swādhyāya,cultivating knowledge by studying the scriptures
4,28,jñāna,yajñāḥ
4,28,cha,also
4,28,yatayaḥ,these ascetics
4,28,sanśhita,vratāḥ
4,29,apāne,the incoming breath
4,29,juhvati,offer
4,29,prāṇam,the outgoing breath
4,29,prāṇe,in the outgoing breath
4,29,apānam,incoming breath
4,29,tathā,also
4,29,apare,others
4,29,prāṇa,of the outgoing breath
4,29,apāna,and the incoming breath
4,29,gatī,movement
4,29,ruddhvā,blocking
4,29,prāṇa,āyāma
4,29,parāyaṇāḥ,wholly devoted
4,29,apare,others
4,29,niyata,having controlled
4,29,āhārāḥ,food intake
4,29,prāṇān,life
4,29,prāṇeṣhu,life
4,29,juhvati,sacrifice
4,29,sarve,all
4,29,api,also
4,29,ete,these
4,29,yajña,vidaḥ
4,29,yajña,kṣhapita
4,29,kalmaṣhāḥ,of impurities
4,30,apāne,the incoming breath
4,30,juhvati,offer
4,30,prāṇam,the outgoing breath
4,30,prāṇe,in the outgoing breath
4,30,apānam,incoming breath
4,30,tathā,also
4,30,apare,others
4,30,prāṇa,of the outgoing breath
4,30,apāna,and the incoming breath
4,30,gatī,movement
4,30,ruddhvā,blocking
4,30,prāṇa,āyāma
4,30,parāyaṇāḥ,wholly devoted
4,30,apare,others
4,30,niyata,having controlled
4,30,āhārāḥ,food intake
4,30,prāṇān,life
4,30,prāṇeṣhu,life
4,30,juhvati,sacrifice
4,30,sarve,all
4,30,api,also
4,30,ete,these
4,30,yajña,vidaḥ
4,30,yajña,kṣhapita
4,30,kalmaṣhāḥ,of impurities
4,31,yajña,śhiṣhṭa amṛita
4,31,yānti,go
4,31,brahma,the Absolute Truth
4,31,sanātanam,eternal
4,31,na,never
4,31,ayam,this
4,31,lokaḥ,planet
4,31,asti,is
4,31,ayajñasya,for one who performs no sacrifice
4,31,kutaḥ,how
4,31,anyaḥ,other (world)
4,31,kuru,sat
4,32,evam,thus
4,32,bahu,vidhāḥ
4,32,yajñāḥ,sacrifices
4,32,vitatāḥ,have been described
4,32,brahmaṇaḥ,of the Vedas
4,32,mukhe,through the mouth
4,32,karma,jān
4,32,viddhi,know
4,32,tān,them
4,32,sarvān,all
4,32,evam,thus
4,32,jñātvā,having known
4,32,vimokṣhyase,you shall be liberated
4,33,śhreyān,superior
4,33,dravya,mayāt
4,33,yajñāt,than the sacrifice
4,33,jñāna,yajñaḥ
4,33,parantapa,"subduer of enemies, Arjun"
4,33,sarvam,all
4,33,karma,works
4,33,akhilam,all
4,33,pārtha,"Arjun, the son of Pritha"
4,33,jñāne,in knowledge
4,33,parisamāpyate,culminate
4,34,tat,the truth
4,34,viddhi,try to learn
4,34,praṇipātena,by approaching a spiritual master
4,34,paripraśhnena,by humble inquiries
4,34,sevayā,by rendering service
4,34,upadekṣhyanti,can impart
4,34,te,unto you
4,34,jñānam,knowledge
4,34,jñāninaḥ,the enlightened
4,34,tattva,darśhinaḥ
4,35,yat,which
4,35,jñātvā,having known
4,35,na,never
4,35,punaḥ,again
4,35,moham,delusion
4,35,evam,like this
4,35,yāsyasi,you shall get
4,35,pāṇḍava,"Arjun, the son of Pandu"
4,35,yena,by this
4,35,bhūtāni,living beings
4,35,aśheṣhāṇi,all
4,35,drakṣhyasi,you will see
4,35,ātmani,within me (Shree Krishna)
4,35,atho,that is to say
4,35,mayi,in me
4,36,api,even
4,36,chet,if
4,36,asi,you are
4,36,pāpebhyaḥ,sinners
4,36,sarvebhyaḥ,of all
4,36,pāpa,kṛit
4,36,sarvam,all
4,36,jñāna,plavena
4,36,eva,certainly
4,36,vṛijinam,sin
4,36,santariṣhyasi,you shall cross over
4,37,yathā,as
4,37,edhānsi,firewood
4,37,samiddhaḥ,blazing
4,37,agniḥ,fire
4,37,bhasma,sāt
4,37,kurute,turns
4,37,arjuna,Arjun
4,37,jñāna,agniḥ
4,37,sarva,karmāṇi
4,37,bhasma,sāt
4,37,kurute,it turns
4,37,tathā,similarly
4,38,na,not
4,38,hi,certainly
4,38,jñānena,with divine knowledge
4,38,sadṛiśham,like
4,38,pavitram,pure
4,38,iha,in this world
4,38,vidyate,exists
4,38,tat,that
4,38,svayam,oneself
4,38,yoga,practice of yog
4,38,sansiddhaḥ,he who has attained perfection
4,38,kālena,in course of time
4,38,ātmani,wihtin the heart
4,38,vindati,finds
4,39,śhraddhāvān,a faithful person
4,39,labhate,achieves
4,39,jñānam,divine knowledge
4,39,tat,paraḥ
4,39,sanyata,controlled
4,39,indriyaḥ,senses
4,39,jñānam,transcendental knowledge
4,39,labdhvā,having achieved
4,39,parām,supreme
4,39,śhāntim,peace
4,39,achireṇa,without delay
4,39,adhigachchhati,attains
4,40,ajñaḥ,the ignorant
4,40,cha,and
4,40,aśhraddadhānaḥ,without faith
4,40,cha,and
4,40,sanśhaya,skeptical
4,40,ātmā,a person
4,40,vinaśhyati,falls down
4,40,na,never
4,40,ayam,in this
4,40,lokaḥ,world
4,40,asti,is
4,40,na,not
4,40,paraḥ,in the next
4,40,na,not
4,40,sukham,happiness
4,40,sanśhaya,ātmanaḥ
4,41,yoga,sannyasta
4,41,jñāna,by knowledge
4,41,sañchhinna,dispelled
4,41,sanśhayam,doubts
4,41,ātma,vantam
4,41,na,not
4,41,karmāṇi,actions
4,41,nibadhnanti,bind
4,41,dhanañjaya,"Arjun, the conqueror of wealth"
4,42,tasmāt,therefore
4,42,ajñāna,sambhūtam
4,42,hṛit,stham
4,42,jñāna,of knowledge
4,42,asinā,with the sword
4,42,ātmanaḥ,of the self
4,42,chhittvā,cut asunder
4,42,enam,this
4,42,sanśhayam,doubt
4,42,yogam,in karm yog
4,42,ātiṣhṭha,take shelter
4,42,uttiṣhṭha,arise
4,42,bhārata,"Arjun, descendant of Bharat"
5,1,arjunaḥ uvācha,Arjun said
5,1,sanyāsam,renunciation
5,1,karmaṇām,of actions
5,1,kṛiṣhṇa,Shree Krishna
5,1,punaḥ,again
5,1,yogam,about karm yog
5,1,cha,also
5,1,śhansasi,You praise
5,1,yat,which
5,1,śhreyaḥ,more beneficial
5,1,etayoḥ,of the two
5,1,ekam,one
5,1,tat,that
5,1,me,unto me
5,1,brūhi,please tell
5,1,su,niśhchitam
5,2,śhrī,bhagavān uvācha
5,2,sanyāsaḥ,renunciation
5,2,karma,yogaḥ
5,2,cha,and
5,2,niḥśhreyasa,karau
5,2,ubhau,both
5,2,tayoḥ,of the two
5,2,tu,but
5,2,karma,sanyāsāt
5,2,karma,yogaḥ
5,2,viśhiṣhyate,is superior
5,3,jñeyaḥ,should be considered
5,3,saḥ,that person
5,3,nitya,always
5,3,sanyāsī,practising renunciation
5,3,yaḥ,who
5,3,na,never
5,3,dveṣhṭi,hate
5,3,na,nor
5,3,kāṅkṣhati,desire
5,3,nirdvandvaḥ,free from all dualities
5,3,hi,certainly
5,3,mahā,bāho
5,3,sukham,easily
5,3,bandhāt,from bondage
5,3,pramuchyate,is liberated
5,4,sānkhya,renunciation of actions
5,4,yogau,karm yog
5,4,pṛithak,different
5,4,bālāḥ,the ignorant
5,4,pravadanti,say
5,4,na,never
5,4,paṇḍitāḥ,the learned
5,4,ekam,in one
5,4,api,even
5,4,āsthitaḥ,being situated
5,4,samyak,completely
5,4,ubhayoḥ,of both
5,4,vindate,achieve
5,4,phalam,the result
5,5,yat,what
5,5,sānkhyaiḥ,by means of karm sanyās
5,5,prāpyate,is attained
5,5,sthānam,place
5,5,tat,that
5,5,yogaiḥ,by working in devotion
5,5,api,also
5,5,gamyate,is attained
5,5,ekam,one
5,5,sānkhyam,renunciation of actions
5,5,cha,and
5,5,yogam,karm yog
5,5,cha,and
5,5,yaḥ,who
5,5,paśhyati,sees
5,5,saḥ,that person
5,5,paśhyati,actually sees
5,6,sanyāsaḥ,renunciation
5,6,tu,but
5,6,mahā,bāho
5,6,duḥkham,distress
5,6,āptum,attains
5,6,ayogataḥ,without karm
5,6,yoga,yuktaḥ
5,6,muniḥ,a sage
5,6,brahma,Brahman
5,6,na chireṇa,quickly
5,6,adhigachchhati,goes
5,7,yoga,yuktaḥ
5,7,viśhuddha,ātmā
5,7,vijita,ātmā
5,7,jita,indriyaḥ
5,7,sarva,bhūta
5,7,kurvan,performing
5,7,api,although
5,7,na,never
5,7,lipyate,entangled
5,8,na,not
5,8,eva,certainly
5,8,kiñchit,anything
5,8,karomi,I do
5,8,iti,thus
5,8,yuktaḥ,steadfast in karm yog
5,8,manyeta,thinks
5,8,tattva,vit
5,8,paśhyan,seeing
5,8,śhṛiṇvan,hearing
5,8,spṛiśhan,touching
5,8,jighran,smelling
5,8,aśhnan,eating
5,8,gachchhan,moving
5,8,svapan,sleeping
5,8,śhvasan,breathing
5,8,pralapan,talking
5,8,visṛijan,giving up
5,8,gṛihṇan,accepting
5,8,unmiṣhan,opening (the eyes)
5,8,nimiṣhan,closing (the eyes)
5,8,api,although
5,8,indriyāṇi,the senses
5,8,indriya,artheṣhu
5,8,vartante,moving
5,8,iti,thus
5,8,dhārayan,convinced
5,9,na,not
5,9,eva,certainly
5,9,kiñchit,anything
5,9,karomi,I do
5,9,iti,thus
5,9,yuktaḥ,steadfast in karm yog
5,9,manyeta,thinks
5,9,tattva,vit
5,9,paśhyan,seeing
5,9,śhṛiṇvan,hearing
5,9,spṛiśhan,touching
5,9,jighran,smelling
5,9,aśhnan,eating
5,9,gachchhan,moving
5,9,svapan,sleeping
5,9,śhvasan,breathing
5,9,pralapan,talking
5,9,visṛijan,giving up
5,9,gṛihṇan,accepting
5,9,unmiṣhan,opening (the eyes)
5,9,nimiṣhan,closing (the eyes)
5,9,api,although
5,9,indriyāṇi,the senses
5,9,indriya,artheṣhu
5,9,vartante,moving
5,9,iti,thus
5,9,dhārayan,convinced
5,10,brahmaṇi,to God
5,10,ādhāya,dedicating
5,10,karmāṇi,all actions
5,10,saṅgam,attachment
5,10,tyaktvā,abandoning
5,10,karoti,performs
5,10,yaḥ,who
5,10,lipyate,is affected
5,10,na,never
5,10,saḥ,that person
5,10,pāpena,by sin
5,10,padma,patram
5,10,iva,like
5,10,ambhasā,by water
5,11,kāyena,with the body
5,11,manasā,with the mind
5,11,buddhyā,with the intellect
5,11,kevalaiḥ,only
5,11,indriyaiḥ,with the senses
5,11,api,even
5,11,yoginaḥ,the yogis
5,11,karma,actions
5,11,kurvanti,perform
5,11,saṅgam,attachment
5,11,tyaktvā,giving up
5,11,ātma,of the self
5,11,śhuddhaye,for the purification
5,12,yuktaḥ,one who is united in consciousness with God
5,12,karma,phalam
5,12,tyaktvā,giving up
5,12,śhāntim,peace
5,12,āpnoti,attains
5,12,naiṣhṭhikīm,everlasting
5,12,ayuktaḥ,one who is not united with God in consciousness
5,12,kāma,kāreṇa
5,12,phale,in the result
5,12,saktaḥ,attached
5,12,nibadhyate,becomes entangled
5,13,sarva,all
5,13,karmāṇi,activities
5,13,manasā,by the mind
5,13,sannyasya,having renounced
5,13,āste,remains
5,13,sukham,happily
5,13,vaśhī,the self
5,13,nava,dvāre
5,13,pure,in the city
5,13,dehī,the embodied being
5,13,na,never
5,13,eva,certainly
5,13,kurvan,doing anything
5,13,na,not
5,13,kārayan,causing to be done
5,14,na,neither
5,14,kartṛitvam,sense of doership
5,14,na,nor
5,14,karmāṇi,actions
5,14,lokasya,of the people
5,14,sṛijati,creates
5,14,prabhuḥ,God
5,14,na,nor
5,14,karma,phala
5,14,sanyogam,connection
5,14,svabhāvaḥ,one’s nature
5,14,tu,but
5,14,pravartate,is enacted
5,15,na,not
5,15,ādatte,accepts
5,15,kasyachit,anyone’s
5,15,pāpam,sin
5,15,na,not
5,15,cha,and
5,15,eva,certainly
5,15,su,kṛitam
5,15,vibhuḥ,the omnipresent God
5,15,ajñānena,by ignorance
5,15,āvṛitam,covered
5,15,jñānam,knowledge
5,15,tena,by that
5,15,muhyanti,are deluded
5,15,jantavaḥ,the living entities
5,16,jñānena,by divine knowledge
5,16,tu,but
5,16,tat,that
5,16,ajñānam,ignorance
5,16,yeṣhām,whose
5,16,nāśhitam,has been destroyed
5,16,ātmanaḥ,of the self
5,16,teṣhām,their
5,16,āditya,vat
5,16,jñānam,knowledge
5,16,prakāśhayati,illumines
5,16,tat,that
5,16,param,Supreme Entity
5,17,tat,buddhayaḥ
5,17,tat,ātmānaḥ
5,17,tat,niṣhṭhāḥ
5,17,tat,parāyaṇāḥ
5,17,gachchhanti,go
5,17,apunaḥ,āvṛittim
5,17,jñāna,by knowledge
5,17,nirdhūta,dispelled
5,17,kalmaṣhāḥ,sins
5,18,vidyā,divine knowledge
5,18,vinaya,humbleness
5,18,sampanne,equipped with
5,18,brāhmaṇe,a Brahmin
5,18,gavi,a cow
5,18,hastini,an elephant
5,18,śhuni,a dog
5,18,cha,and
5,18,eva,certainly
5,18,śhva,pāke
5,18,cha,and
5,18,paṇḍitāḥ,the learned
5,18,sama,darśhinaḥ
5,19,iha eva,in this very life
5,19,taiḥ,by them
5,19,jitaḥ,conquer
5,19,sargaḥ,the creation
5,19,yeṣhām,whose
5,19,sāmye,in equanimity
5,19,sthitam,situated
5,19,manaḥ,mind
5,19,nirdoṣham,flawless
5,19,hi,certainly
5,19,samam,in equality
5,19,brahma,God
5,19,tasmāt,therefore
5,19,brahmaṇi,in the Absolute Truth
5,19,te,they
5,19,sthitāḥ,are seated
5,20,na,neither
5,20,prahṛiṣhyet,rejoice
5,20,priyam,the pleasant
5,20,prāpya,obtaining
5,20,na,nor
5,20,udvijet,become disturbed
5,20,prāpya,attaining
5,20,cha,also
5,20,apriyam,the unpleasant
5,20,sthira,buddhiḥ
5,20,asammūḍhaḥ,firmly situated
5,20,brahma,vit
5,20,brahmaṇi,established in God
5,20,sthitaḥ,situated
5,21,bāhya,sparśheṣhu
5,21,asakta,ātmā
5,21,vindati,find
5,21,ātmani,in the self
5,21,yat,which
5,21,sukham,bliss
5,21,saḥ,that person
5,21,brahma,yoga yukta
5,21,sukham,happiness
5,21,akṣhayam,unlimited
5,21,aśhnute,experiences
5,22,ye,which
5,22,hi,verily
5,22,sansparśha,jāḥ
5,22,bhogāḥ,pleasures
5,22,duḥkha,misery
5,22,yonayaḥ,source of
5,22,eva,verily
5,22,te,they are
5,22,ādya,antavantaḥ
5,22,kaunteya,"Arjun, the son of Kunti"
5,22,na,never
5,22,teṣhu,in those
5,22,ramate,takes delight
5,22,budhaḥ,the wise
5,23,śhaknoti,is able
5,23,iha eva,in the present body
5,23,yaḥ,who
5,23,soḍhum,to withstand
5,23,prāk,before
5,23,śharīra,the body
5,23,vimokṣhaṇāt,giving up
5,23,kāma,desire
5,23,krodha,anger
5,23,udbhavam,generated from
5,23,vegam,forces
5,23,saḥ,that person
5,23,yuktaḥ,yogi
5,23,saḥ,that person
5,23,sukhī,happy
5,23,naraḥ,person
5,24,yaḥ,who
5,24,antaḥ,sukhaḥ
5,24,antaḥ,ārāmaḥ
5,24,tathā,as well as
5,24,antaḥ,jyotiḥ
5,24,eva,certainly
5,24,yaḥ,who
5,24,saḥ,he
5,24,yogī,yogi
5,24,brahma,nirvāṇam
5,24,brahmabhūtaḥ,"
united with the Lord"
5,24,adhigachchhati,attains
5,25,labhante,achieve
5,25,brahma,nirvāṇam
5,25,ṛiṣhayaḥ,holy persons
5,25,kṣhīṇa,kalmaṣhāḥ
5,25,chhinna,annihilated
5,25,dvaidhāḥ,doubts
5,25,yata,ātmānaḥ
5,25,sarva,bhūta
5,25,hite,in welfare work
5,25,ratāḥ,rejoice
5,26,kāma,desires
5,26,krodha,anger
5,26,viyuktānām,of those who are liberated
5,26,yatīnām,of the saintly persons
5,26,yata,chetasām
5,26,abhitaḥ,from every side
5,26,brahma,spiritual
5,26,nirvāṇam,liberation from material existence
5,26,vartate,exists
5,26,vidita,ātmanām
5,27,sparśhān,contacts (through senses)
5,27,kṛitvā,keeping
5,27,bahiḥ,outside
5,27,bāhyān,external
5,27,chakṣhuḥ,eyes
5,27,cha,and
5,27,eva,certainly
5,27,antare,between
5,27,bhruvoḥ,of the eyebrows
5,27,prāṇa,apānau
5,27,samau,equal
5,27,kṛitvā,keeping
5,27,nāsa,abhyantara
5,27,chāriṇau,moving
5,27,yata,controlled
5,27,indriya,senses
5,27,manaḥ,mind
5,27,buddhiḥ,intellect
5,27,muniḥ,the sage
5,27,mokṣha,liberation
5,27,parāyaṇaḥ,dedicated
5,27,vigata,free
5,27,ichchhā,desires
5,27,bhaya,fear
5,27,krodhaḥ,anger
5,27,yaḥ,who
5,27,sadā,always
5,27,muktaḥ,liberated
5,27,eva,certainly
5,27,saḥ,that person
5,28,sparśhān,contacts (through senses)
5,28,kṛitvā,keeping
5,28,bahiḥ,outside
5,28,bāhyān,external
5,28,chakṣhuḥ,eyes
5,28,cha,and
5,28,eva,certainly
5,28,antare,between
5,28,bhruvoḥ,of the eyebrows
5,28,prāṇa,apānau
5,28,samau,equal
5,28,kṛitvā,keeping
5,28,nāsa,abhyantara
5,28,chāriṇau,moving
5,28,yata,controlled
5,28,indriya,senses
5,28,manaḥ,mind
5,28,buddhiḥ,intellect
5,28,muniḥ,the sage
5,28,mokṣha,liberation
5,28,parāyaṇaḥ,dedicated
5,28,vigata,free
5,28,ichchhā,desires
5,28,bhaya,fear
5,28,krodhaḥ,anger
5,28,yaḥ,who
5,28,sadā,always
5,28,muktaḥ,liberated
5,28,eva,certainly
5,28,saḥ,that person
5,29,bhoktāram,the enjoyer
5,29,yajña,sacrifices
5,29,tapasām,austerities
5,29,sarva,loka
5,29,mahā,īśhvaram
5,29,su,hṛidam
5,29,sarva,of all
5,29,bhūtānām,the living beings
5,29,jñātvā,having realized
5,29,mām,Me (Lord Krishna)
5,29,śhāntim,peace
5,29,ṛichchhati,attains
6,1,śhrī,bhagavān uvācha
6,1,anāśhritaḥ,not desiring
6,1,karma,phalam
6,1,kāryam,obligatory
6,1,karma,work
6,1,karoti,perform
6,1,yaḥ,one who
6,1,saḥ,that person
6,1,sanyāsī,in the renounced order
6,1,cha,and
6,1,yogī,yogi
6,1,cha,and
6,1,na,not
6,1,niḥ,without
6,1,agniḥ,fire
6,1,na,not
6,1,cha,also
6,1,akriyaḥ,without activity
6,2,yam,what
6,2,sanyāsam,renunciation
6,2,iti,thus
6,2,prāhuḥ,they say
6,2,yogam,yog
6,2,tam,that
6,2,viddhi,know
6,2,pāṇḍava,"Arjun, the son of Pandu"
6,2,na,not
6,2,hi,certainly
6,2,asannyasta,without giving up
6,2,saṅkalpaḥ,desire
6,2,yogī,a yogi
6,2,bhavati,becomes
6,2,kaśhchana,anyone
6,3,ārurukṣhoḥ,a beginner
6,3,muneḥ,of a sage
6,3,yogam,Yog
6,3,karma,working without attachment
6,3,kāraṇam,the cause
6,3,uchyate,is said
6,3,yoga ārūḍhasya,of those who are elevated in Yog
6,3,tasya,their
6,3,eva,certainly
6,3,śhamaḥ,meditation
6,3,kāraṇam,the cause
6,3,uchyate,is said
6,4,yadā,when
6,4,hi,certainly
6,4,na,not
6,4,indriya,artheṣhu
6,4,na,not
6,4,karmasu,to actions
6,4,anuṣhajjate,is attachment
6,4,sarva,saṅkalpa
6,4,sanyāsī,renouncer
6,4,yoga,ārūḍhaḥ
6,4,tadā,at that time
6,4,uchyate,is said
6,5,uddharet,elevate
6,5,ātmanā,through the mind
6,5,ātmānam,the self
6,5,na,not
6,5,ātmānam,the self
6,5,avasādayet,degrade
6,5,ātmā,the mind
6,5,eva,certainly
6,5,hi,indeed
6,5,ātmanaḥ,of the self
6,5,bandhuḥ,friend
6,5,ātmā,the mind
6,5,eva,certainly
6,5,ripuḥ,enemy
6,5,ātmanaḥ,of the self
6,6,bandhuḥ,friend
6,6,ātmā,the mind
6,6,ātmanaḥ,for the person
6,6,tasya,of him
6,6,yena,by whom
6,6,ātmā,the mind
6,6,eva,certainly
6,6,ātmanā,for the person
6,6,jitaḥ,conquered
6,6,anātmanaḥ,of those with unconquered mind
6,6,tu,but
6,6,śhatrutve,for an enemy
6,6,varteta,remains
6,6,ātmā,the mind
6,6,eva,as
6,6,śhatru,vat
6,7,jita,ātmanaḥ
6,7,praśhāntasya,of the peaceful
6,7,parama,ātmā
6,7,samāhitaḥ,steadfast
6,7,śhīta,in cold
6,7,uṣhṇa,heat
6,7,sukha,happiness
6,7,duḥkheṣhu,in distress
6,7,tathā,also
6,7,māna,in honor
6,7,apamānayoḥ,and dishonor
6,8,jñāna,knowledge
6,8,vijñāna,"realized knowledge, wisdom from within"
6,8,tṛipta ātmā,one fully satisfied
6,8,kūṭa,sthaḥ
6,8,vijita,indriyaḥ
6,8,yuktaḥ,one who is in constant communion with the Supreme
6,8,iti,thus
6,8,uchyate,is said
6,8,yogī,a yogi
6,8,sama,looks equally
6,8,loṣhṭra,pebbles
6,8,aśhma,stone
6,8,kāñchanaḥ,gold
6,9,su,hṛit
6,9,mitra,friends
6,9,ari,enemies
6,9,udāsīna,neutral persons
6,9,madhya,stha
6,9,dveṣhya,the envious
6,9,bandhuṣhu,relatives
6,9,sādhuṣhu,pious
6,9,api,as well as
6,9,cha,and
6,9,pāpeṣhu,the sinners
6,9,sama,buddhiḥ
6,9,viśhiṣhyate,is distinguished
6,10,yogī,a yogi
6,10,yuñjīta,should remain engaged in meditation
6,10,satatam,constantly
6,10,ātmānam,self
6,10,rahasi,in seclusion
6,10,sthitaḥ,remaining
6,10,ekākī,alone
6,10,yata,chitta
6,10,nirāśhīḥ,free from desires
6,10,aparigrahaḥ,free from desires for possessions
6,11,śhuchau,in a clean
6,11,deśhe,place
6,11,pratiṣhṭhāpya,having established
6,11,sthiram,steadfast
6,11,āsanam,seat
6,11,ātmanaḥ,his own
6,11,na,not
6,11,ati,too
6,11,uchchhritam,high
6,11,na,not
6,11,ati,too
6,11,nīcham,low
6,11,chaila,cloth
6,11,ajina,a deerskin
6,11,kuśha,Kuśh grass
6,11,uttaram,one over the other
6,12,tatra,there
6,12,eka,agram
6,12,manaḥ,mind
6,12,kṛitvā,having made
6,12,yata,chitta
6,12,indriya,senses
6,12,kriyaḥ,activities
6,12,upaviśhya,being seated
6,12,āsane,on the seat
6,12,yuñjyāt yogam,should strive to practice yog
6,12,ātma viśhuddhaye,for purification of the mind
6,12,samam,straight
6,12,kāya,body
6,12,śhiraḥ,head
6,12,grīvam,neck
6,12,dhārayan,holding
6,12,achalam,unmoving
6,12,sthiraḥ,still
6,12,samprekṣhya,gazing
6,12,nāsika,agram
6,12,svam,own
6,12,diśhaḥ,directions
6,12,cha,and
6,12,anavalokayan,not looking
6,13,tatra,there
6,13,eka,agram
6,13,manaḥ,mind
6,13,kṛitvā,having made
6,13,yata,chitta
6,13,indriya,senses
6,13,kriyaḥ,activities
6,13,upaviśhya,being seated
6,13,āsane,on the seat
6,13,yuñjyāt yogam,should strive to practice yog
6,13,ātma viśhuddhaye,for purification of the mind
6,13,samam,straight
6,13,kāya,body
6,13,śhiraḥ,head
6,13,grīvam,neck
6,13,dhārayan,holding
6,13,achalam,unmoving
6,13,sthiraḥ,still
6,13,samprekṣhya,gazing
6,13,nāsika,agram
6,13,svam,own
6,13,diśhaḥ,directions
6,13,cha,and
6,13,anavalokayan,not looking
6,14,praśhānta,serene
6,14,ātmā,mind
6,14,vigata,bhīḥ
6,14,brahmachāri,vrate
6,14,sthitaḥ,situated
6,14,manaḥ,mind
6,14,sanyamya,having controlled
6,14,mat,chittaḥ
6,14,yuktaḥ,engaged
6,14,āsīta,should sit
6,14,mat,paraḥ
6,15,yuñjan,keeping the mind absorbed in God
6,15,evam,thus
6,15,sadā,constantly
6,15,ātmānam,the mind
6,15,yogī,a yogi
6,15,niyata,mānasaḥ
6,15,śhāntim,peace
6,15,nirvāṇa,liberation from the material bondage
6,15,paramām,supreme
6,15,mat,sansthām
6,15,adhigachchhati,attains
6,16,na,not
6,16,ati,too much
6,16,aśhnataḥ,one who eats
6,16,tu,however
6,16,yogaḥ,Yog
6,16,asti,there is
6,16,na,not
6,16,cha,and
6,16,ekāntam,at all
6,16,anaśhnataḥ,abstaining from eating
6,16,na,not
6,16,cha,and
6,16,ati,too much
6,16,svapna,śhīlasya
6,16,jāgrataḥ,one who does not sleep enough
6,16,na,not
6,16,eva,certainly
6,16,cha,and
6,16,arjuna,Arjun
6,17,yukta,moderate
6,17,āhāra,eating
6,17,vihārasya,recreation
6,17,yukta cheṣhṭasya karmasu,balanced in work
6,17,yukta,regulated
6,17,svapna,avabodhasya
6,17,yogaḥ,Yog
6,17,bhavati,becomes
6,17,duḥkha,hā
6,18,yadā,when
6,18,viniyatam,fully controlled
6,18,chittam,the mind
6,18,ātmani,of the self
6,18,eva,certainly
6,18,avatiṣhṭhate,stays
6,18,nispṛihaḥ,free from cravings
6,18,sarva,all
6,18,kāmebhyaḥ,for yearning of the senses
6,18,yuktaḥ,situated in perfect Yog
6,18,iti,thus
6,18,uchyate,is said
6,18,tadā,then
6,19,yathā,as
6,19,dīpaḥ,a lamp
6,19,nivāta,sthaḥ
6,19,na,does not
6,19,iṅgate,flickers
6,19,sā,this
6,19,upamā,analogy
6,19,smṛitā,is considered
6,19,yoginaḥ,of a yogi
6,19,yata,chittasya
6,19,yuñjataḥ,steadily practicing
6,19,yogam,in meditation
6,19,ātmanaḥ,on the Supreme
6,20,yatra,when
6,20,uparamate,rejoice inner joy
6,20,chittam,the mind
6,20,niruddham,restrained
6,20,yoga,sevayā
6,20,yatra,when
6,20,cha,and
6,20,eva,certainly
6,20,ātmanā,through the purified mind
6,20,ātmānam,the soul
6,20,paśhyan,behold
6,20,ātmani,in the self
6,20,tuṣhyati,is satisfied
6,21,sukham,happiness
6,21,ātyantikam,limitless
6,21,yat,which
6,21,tat,that
6,21,buddhi,intellect
6,21,grāhyam,grasp
6,21,atīndriyam,transcending the senses
6,21,vetti,knows
6,21,yatra,wherein
6,21,na,never
6,21,cha,and
6,21,eva,certainly
6,21,ayam,he
6,21,sthitaḥ,situated
6,21,chalati,deviates
6,21,tattvataḥ,Eternal Truth
6,22,yam,which
6,22,labdhvā,having gained
6,22,cha,and
6,22,aparam,any other
6,22,lābham,gain
6,22,manyate,considers
6,22,na,not
6,22,adhikam,greater
6,22,tataḥ,than that
6,22,yasmin,in which
6,22,sthitaḥ,being situated
6,22,na,never
6,22,duḥkhena,by sorrow
6,22,guruṇā,(by) the greatest
6,22,api,even
6,22,vichālyate,is shaken
6,23,tam,that
6,23,vidyāt,you should know
6,23,duḥkha,sanyoga
6,23,yoga,saṅjñitam
