chapter,verse,speaker,sanskrit,translation,question
2,54,अर्जुन,स्थितप्रज्ञस्य का भाषा समाधिस्थस्य केशव| स्थितधीः किं प्रभाषेत किमासीत व्रजेत किम् || 2.54 ||  ,"Arjuna said, ""O Krishna, what is the description of one who has steady wisdom and is merged in the superconscious state? How does one of steady wisdom speak, how do they sit, and how do they walk?""",What was Arjuna's first question after hearing about Karma Yoga and the state of equanimity?
2,55,भगवान,प्रजहाति यदा कामान् सर्वान् पार्थ मनोगतान्| आत्मन्येवात्मना तुष्टः स्थितप्रज्ञस्तदोच्यते || 2.55 ||  ,"The Blessed Lord said, ""When a man completely casts off, O Arjuna, all the desires of the mind and is satisfied in the Self by the Self, then he is said to be one of steady wisdom.""",Who is said to possess firm wisdom? Who is considered to be a sthitaprajna? Who is considered to be equanimous?
2,56,भगवान,दुःखेष्वनुद्विग्नमनाः सुखेषु विगतस्पृहः| वीतरागभयक्रोधः स्थितधीर्मुनिरुच्यते || 2.56 ||  ,"He whose mind is not shaken by adversity, who does not long for pleasures, and is free from attachment, fear, and anger, is called a sage of steady wisdom.",What is the state of a person whose mind is not perturbed by pain?
2,57,भगवान,यः सर्वत्रानभिस्नेहस्तत्तत्प्राप्य शुभाशुभम्| नाभिनन्दति न द्वेष्टि तस्य प्रज्ञा प्रतिष्ठिता || 2.57 ||  ,"He who is everywhere without attachment, upon encountering anything good or bad, neither rejoices nor hastens; his wisdom is firm.",What is the state of a person who is unbiased?
2,58,भगवान,यदा संहरते चायं कूर्मोऽङ्गानीव सर्वशः| इन्द्रियाणीन्द्रियार्थेभ्यस्तस्य प्रज्ञा प्रतिष्ठिता || 2.58 ||  ,"When, like the tortoise which withdraws all its limbs on all sides, he withdraws his senses from the sense-objects, then his wisdom becomes steady.",When is a person's wisdom said to be firmly established?
2,59,भगवान,विषया विनिवर्तन्ते निराहारस्य देहिनः| रसवर्जं रसोऽप्यस्य परं दृष्ट्वा निवर्तते || 2.59 ||  ,"The objects of the senses turn away from the abstinent man, leaving the longing behind; but his longing also turns away upon seeing the Supreme.",What happens to the senses when the Self becomes known?
2,60,भगवान,यततो ह्यपि कौन्तेय पुरुषस्य विपश्चितः| इन्द्रियाणि प्रमाथीनि हरन्ति प्रसभं मनः || 2.60 ||  ,"The turbulent senses, O Arjuna, can violently carry away the mind of a wise person, even though they are striving to control them.",How powerful are the senses?
2,61,भगवान,तानि सर्वाणि संयम्य युक्त आसीत मत्परः| वशे हि यस्येन्द्रियाणि तस्य प्रज्ञा प्रतिष्ठिता || 2.61 ||  ,"Having restrained them all, he should sit steadfast, intent on Me; his wisdom is steady whose senses are under control.",Why do we need to control the senses?
2,62,भगवान,ध्यायतो विषयान्पुंसः सङ्गस्तेषूपजायते| सङ्गात् संजायते कामः कामात्क्रोधोऽभिजायते || 2.62 ||  ,"When one thinks of objects, attachment to them arises; from attachment, desire is born; from desire, anger arises.",What happens when we think about sense objects? What is wrong with attachment? Why is detachment necessary for spiritual progress? What is the effect of work with attachment?
2,63,भगवान,क्रोधाद्भवति संमोहः संमोहात्स्मृतिविभ्रमः| स्मृतिभ्रंशाद् बुद्धिनाशो बुद्धिनाशात्प्रणश्यति || 2.63 ||  ,"Anger leads to delusion, which causes loss of memory; this, in turn, leads to the destruction of discrimination, resulting in destruction.",What happens when we get angry? Why do we make wrong decisions when we are angry?
2,64,भगवान,रागद्वेषवियुक्तैस्तु विषयानिन्द्रियैश्चरन्| आत्मवश्यैर्विधेयात्मा प्रसादमधिगच्छति || 2.64 ||  ,"But the self-controlled man, moving among objects with the senses restrained and free from attraction and repulsion, attains peace.",What happens to those who have control over their sense objects? How can we get over anger? How can we become serene?
2,65,भगवान,प्रसादे सर्वदुःखानां हानिरस्योपजायते| प्रसन्नचेतसो ह्याशु बुद्धिः पर्यवतिष्ठते || 2.65 ||  ,"In that peace, all pains are destroyed; for the intellect of the tranquil-minded soon becomes steady.",How is the state of a serene person?
2,66,भगवान,नास्ति बुद्धिरयुक्तस्य न चायुक्तस्य भावना| न चाभावयतः शान्तिरशान्तस्य कुतः सुखम् || 2.66 ||  ,"There is no knowledge of the Self for the unsteady, and no meditation is possible for the unsteady, and no peace for the unmeditative, and how can there be happiness for one who has no peace?",Why is the importance of contemplation of the Self or soul?
2,67,भगवान,इन्द्रियाणां हि चरतां यन्मनोऽनुविधीयते| तदस्य हरति प्रज्ञां वायुर्नावमिवाम्भसि || 2.67 ||  ,"For the mind, which follows in the wake of the wandering senses, carries away his discrimination, as the wind carries away a boat on the waters.",What happens to the mind when it follows the senses?
2,68,भगवान,तस्माद्यस्य महाबाहो निगृहीतानि सर्वशः| इन्द्रियाणीन्द्रियार्थेभ्यस्तस्य प्रज्ञा प्रतिष्ठिता || 2.68 ||  ,"Therefore, O mighty-armed Arjuna, his knowledge is steady whose senses are completely restrained from sense objects.",What happens to the one whose senses are restrained?
2,69,भगवान,या निशा सर्वभूतानां तस्यां जागर्ति संयमी| यस्यां जाग्रति भूतानि सा निशा पश्यतो मुनेः || 2.69 ||  ,"That which is night to all beings, in that the self-controlled man is awake; when all beings are awake, that is night for the sage who sees.",What is the difference between discerning sages and others?
2,70,भगवान,आपूर्यमाणमचलप्रतिष्ठं समुद्रमापः प्रविशन्ति यद्वत्| तद्वत्कामा यं प्रविशन्ति सर्वे स शान्तिमाप्नोति न कामकामी || 2.70 ||  ,"He attains peace into whom all desires enter, just as waters enter the ocean which, filled from all sides, remains unmoved; but not the man who is full of desires.",Where is the analogy with an undisturbed sea mentioned in the Gita?
2,71,भगवान,विहाय कामान्यः सर्वान्पुमांश्चरति निःस्पृहः| निर्ममो निरहंकारः स शांतिमधिगच्छति || 2.71 ||  ,"That person attains peace who, abandoning all desires, moves about without longing, without the sense of ownership, and without egoism.",How can we attain peace?
2,72,भगवान,एषा ब्राह्मी स्थितिः पार्थ नैनां प्राप्य विमुह्यति| स्थित्वाऽस्यामन्तकालेऽपि ब्रह्मनिर्वाणमृच्छति || 2.72 || ,"O son of Pritha, this is the eternal state, the Brahmic seat. Attaining this, one is not deluded. Being established in it, one attains oneness with Brahman even at the end of life.",What is the Brahmic state?
3,1,अर्जुन,"ज्यायसी चेत्कर्मणस्ते मता बुद्धिर्जनार्दन|
तत्किं कर्मणि घोरे मां नियोजयसि केशव || 3.1 || ","Arjuna said: If Thou thinkest that knowledge is superior to action, O Krishna, why then, O Kesava, doest Thou ask me to engage in this terrible action?",What was Arjuna's confusion about knowledge and action?
3,2,अर्जुन,व्यामिश्रेणेव वाक्येन बुद्धिं मोहयसीव मे| तदेकं वद निश्िचत्य येन श्रेयोऽहमाप्नुयाम् || 3.2 ||  ,"With this seemingly perplexing speech, you seem to be confusing my understanding; therefore, tell me one certain way by which I may attain bliss.",What was Arjuna's confusion on hearing about the Yoga of knowledge and the Yoga of action?
3,3,भगवान,लोकेऽस्मिन्द्विविधा निष्ठा पुरा प्रोक्ता मयानघ| ज्ञानयोगेन सांख्यानां कर्मयोगेन योगिनाम् || 3.3 ||  ,"The Blessed Lord said, ""In this world, there is a twofold path, as I said before, O sinless one: the path of knowledge of the Sankhyas and the path of action of the Yogins.""",Is there any mention of Sankhya Yoga in the Gita?
3,4,भगवान,न कर्मणामनारम्भान्नैष्कर्म्यं पुरुषोऽश्नुते| न च संन्यसनादेव सिद्धिं समधिगच्छति || 3.4 ||  ,Man does not reach actionlessness by not performing actions; nor does he attain perfection by mere renunciation.,Does renunciation of work lead to liberation or salvation?
3,5,भगवान,न हि कश्िचत्क्षणमपि जातु तिष्ठत्यकर्मकृत्| कार्यते ह्यवशः कर्म सर्वः प्रकृतिजैर्गुणैः || 3.5 ||  ,"Verily, no one can remain for even a moment without performing action; for everyone is made to act helplessly, indeed, by the qualities born of Nature.",Can any person avoid doing action or work even for a moment?
3,6,भगवान,कर्मेन्द्रियाणि संयम्य य आस्ते मनसा स्मरन्| इन्द्रियार्थान्विमूढात्मा मिथ्याचारः स उच्यते || 3.6 ||  ,"He who, restraining the organs of action, sits thinking of the sense-objects in his mind, he of deluded understanding is called a hypocrite.",Who is a deluded person?
3,7,भगवान,यस्त्विन्द्रियाणि मनसा नियम्यारभतेऽर्जुन| कर्मेन्द्रियैः कर्मयोगमसक्तः स विशिष्यते || 3.7 ||  ,"But whoever, controlling the senses by the mind, O Arjuna, engages himself in Karma Yoga with the organs of action, without attachment, he excels.",Who is an excellent person?
3,8,भगवान,नियतं कुरु कर्म त्वं कर्म ज्यायो ह्यकर्मणः| शरीरयात्रापि च ते न प्रसिद्ध्येदकर्मणः || 3.8 ||  ,"Perform your bounden duty, for action is superior to inaction, and even the maintenance of the body would not be possible for you through inaction.",Is action superior to inaction? Why is it important to perform one's duties?
3,9,भगवान,यज्ञार्थात्कर्मणोऽन्यत्र लोकोऽयं कर्मबन्धनः| तदर्थं कर्म कौन्तेय मुक्तसंगः समाचर || 3.9 ||  ,"The world is bound by actions other than those performed for the sake of sacrifice; do thou, therefore, O son of Kunti (Arjuna), perform actions for that sake alone, free from attachment.",When does work or action lead to bondage?
3,10,भगवान,सहयज्ञाः प्रजाः सृष्ट्वा पुरोवाच प्रजापतिः| अनेन प्रसविष्यध्वमेष वोऽस्त्विष्टकामधुक् || 3.10 ||  ,"The Creator, having in the beginning created mankind together with sacrifice, said, ""By this shall you propagate; let this be the milch cow of your desires—the cow that yields all the desired objects.""",Why should we propagate our species?
3,11,भगवान,देवान्भावयतानेन ते देवा भावयन्तु वः| परस्परं भावयन्तः श्रेयः परमवाप्स्यथ || 3.11 ||  ,"With this, nourish the gods, and may the gods nourish you; thus, nourishing each other, you shall attain the highest good.",What is the duty of ordinary human beings?
3,12,भगवान,इष्टान्भोगान्हि वो देवा दास्यन्ते यज्ञभाविताः| तैर्दत्तानप्रदायैभ्यो यो भुङ्क्ते स्तेन एव सः || 3.12 ||  ,"The gods, nourished by the sacrifice, will give you the desired objects. So, he who enjoys the objects given by the gods without offering anything in return is indeed a thief.",Who is a thief?
3,13,भगवान,यज्ञशिष्टाशिनः सन्तो मुच्यन्ते सर्वकिल्बिषैः| भुञ्जते ते त्वघं पापा ये पचन्त्यात्मकारणात् || 3.13 ||  ,The righteous who eat the remnants of the sacrifice are freed from all sins; but those sinful ones who cook food solely for their own sake indeed consume sin.,How can pious people remain free from sin?
3,14,भगवान,अन्नाद्भवन्ति भूतानि पर्जन्यादन्नसम्भवः| यज्ञाद्भवति पर्जन्यो यज्ञः कर्मसमुद्भवः || 3.14 ||  ,"From food come forth beings; from rain, food is produced; from sacrifice arises rain, and sacrifice is born of action.",What is the importance of food?
3,15,भगवान,कर्म ब्रह्मोद्भवं विद्धि ब्रह्माक्षरसमुद्भवम्| तस्मात्सर्वगतं ब्रह्म नित्यं यज्ञे प्रतिष्ठितम् || 3.15 ||  ,"Know that action comes from Brahma, and Brahma comes from the Imperishable. Therefore, the all-pervasive Brahma ever rests in sacrifice.",Where does activity or action spring from?
3,16,भगवान,एवं प्रवर्तितं चक्रं नानुवर्तयतीह यः| अघायुरिन्द्रियारामो मोघं पार्थ स जीवति || 3.16 ||  ,"He who does not follow the wheel thus set in motion, who is of sinful life, rejoicing in the senses, lives in vain, O Arjuna.",Why is it important to follow the laws of nature?
3,17,भगवान,यस्त्वात्मरतिरेव स्यादात्मतृप्तश्च मानवः| आत्मन्येव च सन्तुष्टस्तस्य कार्यं न विद्यते || 3.17 || ,"But for that man who rejoices only in the Self, who is satisfied with the Self and is content in the Self alone, indeed there is nothing to do.",Do people who are satisfied with the Self also need to perform all the worldly duties?
3,18,भगवान,नैव तस्य कृतेनार्थो नाकृतेनेह कश्चन| न चास्य सर्वभूतेषु कश्िचदर्थव्यपाश्रयः || 3.18 ||  ,"For him, there is no interest whatsoever in what is done or not done; nor does he depend on any being for any purpose.",Is there any motivation left for people who are satisfied with the Self?
3,19,भगवान,तस्मादसक्तः सततं कार्यं कर्म समाचर| असक्तो ह्याचरन्कर्म परमाप्नोति पूरुषः || 3.19 ||  ,"Therefore, without attachment, always perform the actions that should be done; for by performing actions without attachment, one reaches the Supreme.",Why is detachment important? What is the result of detachment?
3,20,भगवान,कर्मणैव हि संसिद्धिमास्थिता जनकादयः| लोकसंग्रहमेवापि संपश्यन्कर्तुमर्हसि || 3.20 ||  ,"Janaka and others attained perfection indeed through action alone; even with the intention of protecting the masses, you should perform action.",How did King Janaka reach perfection or salvation or liberation?
3,21,भगवान,यद्यदाचरति श्रेष्ठस्तत्तदेवेतरो जनः| स यत्प्रमाणं कुरुते लोकस्तदनुवर्तते || 3.21 ||  ,"Whatever a great man does, others also do; whatever he establishes as the standard, the world follows.",What impact do great men have on others?
3,22,भगवान,न मे पार्थास्ति कर्तव्यं त्रिषु लोकेषु किञ्चन| नानवाप्तमवाप्तव्यं वर्त एव च कर्मणि || 3.22 ||  ,"There is nothing in the three worlds, O Arjuna, that needs to be done by Me, nor is there anything unattained that needs to be attained; yet I engage Myself in action.",Is God also bound by any duties towards the world?
3,23,भगवान,यदि ह्यहं न वर्तेयं जातु कर्मण्यतन्द्रितः| मम वर्त्मानुवर्तन्ते मनुष्याः पार्थ सर्वशः || 3.23 ||  ,"For, should I not ever engage myself in action, unwearied, people would in every way follow my path, O Arjuna.",Why does God continue to perform action?
3,24,भगवान,उत्सीदेयुरिमे लोका न कुर्यां कर्म चेदहम्| सङ्करस्य च कर्ता स्यामुपहन्यामिमाः प्रजाः || 3.24 ||  ,These worlds would perish if I did not perform action; I would be the author of confusion of castes and destruction of these beings.,What will happen if God ceases to perform action?
3,25,भगवान,सक्ताः कर्मण्यविद्वांसो यथा कुर्वन्ति भारत| कुर्याद्विद्वांस्तथासक्तश्िचकीर्षुर्लोकसंग्रहम् || 3.25 ||  ,"As the ignorant act out of attachment to action, O Bharata, so should the wise act without attachment, wishing for the welfare of the world.",What should be the motivation for the wise men to work?
3,26,भगवान,न बुद्धिभेदं जनयेदज्ञानां कर्मसङ्गिनाम्| जोषयेत्सर्वकर्माणि विद्वान् युक्तः समाचरन् || 3.26 ||  ,"Let no wise man unsettle the minds of ignorant people who are attached to action; he should engage them in all actions, himself fulfilling them with devotion.",How should wise men treat other human beings?
3,27,भगवान,प्रकृतेः क्रियमाणानि गुणैः कर्माणि सर्वशः| अहङ्कारविमूढात्मा कर्ताहमिति मन्यते || 3.27 ||  ,"All actions are wrought in all cases by the qualities of Nature alone. He whose mind is deluded by egoism thinks, ""I am the doer.""",Is action performed by the individual or by nature itself?
3,28,भगवान,तत्त्ववित्तु महाबाहो गुणकर्मविभागयोः| गुणा गुणेषु वर्तन्त इति मत्वा न सज्जते || 3.28 ||  ,"But he who knows the Truth, O mighty-armed Arjuna, about the divisions of the qualities and their functions, knowing that the Gunas, as senses, move amidst the Gunas, as the sense-objects, is not attached.",How does the knowledge of the Gunas lead to detachment?
3,29,भगवान,प्रकृतेर्गुणसम्मूढाः सज्जन्ते गुणकर्मसु| तानकृत्स्नविदो मन्दान्कृत्स्नविन्न विचालयेत् || 3.29 ||  ,Those deluded by the qualities of Nature are attached to the functions of the qualities. The man of perfect knowledge should not unsettle the foolish one who is of imperfect knowledge.,How should the ignorant be treated?
3,30,भगवान,मयि सर्वाणि कर्माणि संन्यस्याध्यात्मचेतसा| निराशीर्निर्ममो भूत्वा युध्यस्व विगतज्वरः || 3.30 ||  ,"Renouncing all actions in Me, with the mind centered on the Self, free from hope and egoism, and from mental fever, fight thou.",Where does Krishna first talk about the concept of surrender?
3,31,भगवान,ये मे मतमिदं नित्यमनुतिष्ठन्ति मानवाः| श्रद्धावन्तोऽनसूयन्तो मुच्यन्ते तेऽपि कर्मभिः || 3.31 ||  ,"Those who constantly practice this teaching of Mine with faith and without caviling, they too are freed from actions.",Where does Krishna first talk about the concept of faith?
3,32,भगवान,ये त्वेतदभ्यसूयन्तो नानुतिष्ठन्ति मे मतम्| सर्वज्ञानविमूढांस्तान्विद्धि नष्टानचेतसः || 3.32 ||  ,"But those who criticize My teaching and do not practice it, deprived of all knowledge and lacking discernment, know them to be doomed to destruction.",What happens to those who do not follow the principle of Karma Yoga?
3,33,भगवान,सदृशं चेष्टते स्वस्याः प्रकृतेर्ज्ञानवानपि| प्रकृतिं यान्ति भूतानि निग्रहः किं करिष्यति || 3.33 ||  ,Even a wise man acts in accordance with his own nature; beings will follow their nature; what can restraint do?,Should innate desires be repressed?
3,34,भगवान,इन्द्रियस्येन्द्रियस्यार्थे रागद्वेषौ व्यवस्थितौ| तयोर्न वशमागच्छेत्तौ ह्यस्य परिपन्थिनौ || 3.34 ||  ,"Attachment and aversion for the objects of the senses abide in the senses; let no one come under their sway; for, they are his enemies.",How should one treat his or her own senses?
3,35,भगवान,श्रेयान्स्वधर्मो विगुणः परधर्मात्स्वनुष्ठितात्| स्वधर्मे निधनं श्रेयः परधर्मो भयावहः || 3.35 ||  ,"Better is one's own duty, though devoid of merit, than the duty of another well discharged. Better is death in one's own duty; the duty of another is fraught with fear.",Why is important to perform one's own duty? How can we become successful? How can we achieve success?
3,36,अर्जुन,अथ केन प्रयुक्तोऽयं पापं चरति पूरुषः| अनिच्छन्नपि वार्ष्णेय बलादिव नियोजितः || 3.36 ||  ,"Arjuna said, ""But what compels man to commit sin, even against his wishes, O Varshneya (Krishna), as if constrained by force?""",What did Arjuna ask about sin?
3,37,भगवान,काम एष क्रोध एष रजोगुणसमुद्भवः| महाशनो महापाप्मा विद्ध्येनमिह वैरिणम् || 3.37 ||  ,"The Blessed Lord said, ""It is desire and it is anger, both of the quality of Rajas, all-devouring and all-sinful; know this as the foe here in this world.""",What is the primary cause of sin?
3,38,भगवान,धूमेनाव्रियते वह्निर्यथाऽऽदर्शो मलेन च| यथोल्बेनावृतो गर्भस्तथा तेनेदमावृतम् || 3.38 ||  ,"As fire is enveloped by smoke, as a mirror is covered by dust, and as an embryo is surrounded by the amniotic sac, so is this enveloped by that.",What is desire? What is the cause of ignorance? Is there any relation between desires and ignorance?
3,39,भगवान,आवृतं ज्ञानमेतेन ज्ञानिनो नित्यवैरिणा| कामरूपेण कौन्तेय दुष्पूरेणानलेन च || 3.39 ||  ,"O Arjuna, wisdom is enveloped by this constant enemy of the wise, in the form of desire, which is insatiable like fire.",Can desires be gratified? Why are desires so hard to satisfy?
3,40,भगवान,इन्द्रियाणि मनो बुद्धिरस्याधिष्ठानमुच्यते| एतैर्विमोहयत्येष ज्ञानमावृत्य देहिनम् || 3.40 ||  ,"The senses, the mind, and the intellect are said to be its seat; through these, it deludes the embodied one, veiling their wisdom.",How does desire overpowers the Self?
3,41,भगवान,तस्मात्त्वमिन्द्रियाण्यादौ नियम्य भरतर्षभ| पाप्मानं प्रजहि ह्येनं ज्ञानविज्ञाननाशनम् || 3.41 ||  ,"Therefore, O best of the Bharatas, control your senses first and then kill this sinful thing, which destroys knowledge and realization.",Why is it important to control the desires?
3,42,भगवान,इन्द्रियाणि पराण्याहुरिन्द्रियेभ्यः परं मनः| मनसस्तु परा बुद्धिर्यो बुद्धेः परतस्तु सः || 3.42 ||  ,They say that the senses are superior to the body; the mind is superior to the senses; the intellect is superior to the mind; and He (the Self) is superior even to the intellect.,"Which is greater, the Self or the intellect?"
3,43,भगवान,एवं बुद्धेः परं बुद्ध्वा संस्तभ्यात्मानमात्मना| जहि शत्रुं महाबाहो कामरूपं दुरासदम् || 3.43 || ,"Thus, knowing Him who is superior to the intellect and restraining the self by the Self, slay thou, O mighty-armed Arjuna, the enemy in the form of desire, hard to conquer.",How can one control the desires?
4,1,भगवान,इमं विवस्वते योगं प्रोक्तवानहमव्ययम्| विवस्वान् मनवे प्राह मनुरिक्ष्वाकवेऽब्रवीत् || 4.1 ||  ,"The Blessed Lord said, ""I taught this imperishable Yoga to Vivasvan; he then told it to Manu; Manu proclaimed it to Ikshvaku.",Whom did Krishna first teach Yoga?
4,2,भगवान,एवं परम्पराप्राप्तमिमं राजर्षयो विदुः| स कालेनेह महता योगो नष्टः परन्तप || 4.2 ||  ,"This, handed down in regular succession by the royal sages, was known. This Yoga, however, has been lost here over time, O Parantapa (burner of the foes).",How did the knowledge of Yoga get lost?
4,3,भगवान,स एवायं मया तेऽद्य योगः प्रोक्तः पुरातनः| भक्तोऽसि मे सखा चेति रहस्यं ह्येतदुत्तमम् || 4.3 ||  ,"That same ancient yoga has been today taught to you by me, for you are my devotee and my friend; it is the supreme secret.",Why was Krishna teaching Yoga to Arjuna?
4,4,अर्जुन,अपरं भवतो जन्म परं जन्म विवस्वतः| कथमेतद्विजानीयां त्वमादौ प्रोक्तवानिति || 4.4 ||  ,"Arjuna said, ""Later was Thy birth, and prior to it was the birth of Vivasvan (the Sun); how am I to understand that Thou hast taught this Yoga from the beginning?""",What was Arjuna's reaction on hearing that Krishna taught Yoga to Vivasvan and other ancestors?
4,5,भगवान,बहूनि मे व्यतीतानि जन्मानि तव चार्जुन| तान्यहं वेद सर्वाणि न त्वं वेत्थ परन्तप || 4.5 ||  ,"The Blessed Lord said, ""Many births of Mine have passed, as well as of thine, O Arjuna; I know them all, but thou knowest not, O Parantapa (scorcher of foes).""",Does God also have multiple births?
4,6,भगवान,अजोऽपि सन्नव्ययात्मा भूतानामीश्वरोऽपि सन्| प्रकृतिं स्वामधिष्ठाय संभवाम्यात्ममायया || 4.6 ||  ,"Though I am unborn and of imperishable nature, and though I am the Lord of all beings, yet, governing my own nature, I am born by my own Maya.",What is the concept of Avatar or reincarnation? Can God take birth in a human form? Is it possible for God to be born on this earth?
4,7,भगवान,यदा यदा हि धर्मस्य ग्लानिर्भवति भारत| अभ्युत्थानमधर्मस्य तदाऽऽत्मानं सृजाम्यहम् || 4.7 ||  ,"Whenever there is a decline of righteousness and an increase of unrighteousness, O Arjuna, then I manifest Myself.",When and why does God incarnate? Will Sanatana Dharma be eradicated some day? Can Hinduism be eradicated?
4,8,भगवान,परित्राणाय साधूनां विनाशाय च दुष्कृताम्| धर्मसंस्थापनार्थाय संभवामि युगे युगे || 4.8 ||  ,"For the protection of the good, for the destruction of the wicked, and for the establishment of righteousness, I am born in every age.",Why does God incarnate? Does God do anything to protect good people? Can good people expect any help from God?
4,9,भगवान,जन्म कर्म च मे दिव्यमेवं यो वेत्ति तत्त्वतः| त्यक्त्वा देहं पुनर्जन्म नैति मामेति सोऽर्जुन || 4.9 ||  ,"He who thus knows, in their true light, My divine birth and actions, having abandoned the body, is not born again; he comes to Me, O Arjuna.",What happens to those who know about God's incarnations or Avatars?
4,10,भगवान,वीतरागभयक्रोधा मन्मया मामुपाश्रिताः| बहवो ज्ञानतपसा पूता मद्भावमागताः || 4.10 ||  ,"Freed from attachment, fear, and anger, absorbed in Me, taking refuge in Me, purified by the fire of knowledge, many have attained My Being.",Have people actually attained liberation or salvation?
4,11,भगवान,ये यथा मां प्रपद्यन्ते तांस्तथैव भजाम्यहम्| मम वर्त्मानुवर्तन्ते मनुष्याः पार्थ सर्वशः || 4.11 ||  ,"In whatever way men approach Me, even so do I reward them; My path do men tread in all ways, O Arjuna.",Is there a single path to attain God?
4,12,भगवान,काङ्क्षन्तः कर्मणां सिद्धिं यजन्त इह देवताः| क्षिप्रं हि मानुषे लोके सिद्धिर्भवति कर्मजा || 4.12 ||  ,Those who long for success in action in this world sacrifice to the gods; for success is quickly attained by men through action.,What happens to those who perform rituals?
4,13,भगवान,चातुर्वर्ण्यं मया सृष्टं गुणकर्मविभागशः| तस्य कर्तारमपि मां विद्ध्यकर्तारमव्ययम् || 4.13 ||  ,"The fourfold caste has been created by Me according to the differentiation of Guna and Karma; though I am the author of it, know Me as non-doer and immutable.",What is the concept of varna or caste?
4,14,भगवान,न मां कर्माणि लिम्पन्ति न मे कर्मफले स्पृहा| इति मां योऽभिजानाति कर्मभिर्न स बध्यते || 4.14 ||  ,"Actions do not taint Me, nor do I have a desire for the fruit of actions. He who knows Me thus is not bound by actions.",Does God also get bound by his actions?
4,15,भगवान,एवं ज्ञात्वा कृतं कर्म पूर्वैरपि मुमुक्षुभिः| कुरु कर्मैव तस्मात्त्वं पूर्वैः पूर्वतरं कृतम् || 4.15 ||  ,"Having known this, the ancient seekers of freedom also performed action; therefore, do thou also perform action, as the ancients did in days of yore.",Did spiritual seekers of ancient times abstain from work or action?
4,16,भगवान,किं कर्म किमकर्मेति कवयोऽप्यत्र मोहिताः| तत्ते कर्म प्रवक्ष्यामि यज्ज्ञात्वा मोक्ष्यसेऽशुभात् || 4.16 ||  ,"What is action? What is inaction? Even the wise are confused about this. Therefore, I shall teach you the nature of action and inaction, by knowing which you will be liberated from the evil of Samsara, the wheel of birth and death.",Is it easy to understand the difference between action and inaction?
4,17,भगवान,कर्मणो ह्यपि बोद्धव्यं बोद्धव्यं च विकर्मणः| अकर्मणश्च बोद्धव्यं गहना कर्मणो गतिः || 4.17 ||  ,"For verily, the true nature of action enjoined by the scriptures should be known, as well as that of forbidden or unlawful action, and of inaction; the nature of action is hard to understand.",Why is the way of action so mysterious?
4,18,भगवान,कर्मण्यकर्म यः पश्येदकर्मणि च कर्म यः| स बुद्धिमान् मनुष्येषु स युक्तः कृत्स्नकर्मकृत् || 4.18 ||  ,"He who sees inaction in action and action in inaction, he is wise among men; he is a yogi and performer of all actions.",What is the relation between action and inaction?
4,19,भगवान,यस्य सर्वे समारम्भाः कामसङ्कल्पवर्जिताः| ज्ञानाग्निदग्धकर्माणं तमाहुः पण्डितं बुधाः || 4.19 ||  ,"He whose undertakings are all devoid of desires and selfish purposes, and whose actions have been burned by the fire of knowledge, the wise call him a sage.",Who is a sage or pandit?
4,20,भगवान,त्यक्त्वा कर्मफलासङ्गं नित्यतृप्तो निराश्रयः| कर्मण्यभिप्रवृत्तोऽपि नैव किञ्चित्करोति सः || 4.20 ||  ,"Having abandoned attachment to the fruits of the action, ever content, depending on nothing, he does not do anything even while being engaged in activity.",What is the secret of inaction in action?
4,21,भगवान,निराशीर्यतचित्तात्मा त्यक्तसर्वपरिग्रहः| शारीरं केवलं कर्म कुर्वन्नाप्नोति किल्बिषम् || 4.21 ||  ,"Without hope, controlling the mind and the self, having abandoned all covetousness, and performing only bodily actions, one incurs no sin.",How do sages stay away from evil?
4,22,भगवान,यदृच्छालाभसन्तुष्टो द्वन्द्वातीतो विमत्सरः| समः सिद्धावसिद्धौ च कृत्वापि न निबध्यते || 4.22 ||  ,"Content with what comes to him without effort, free from the pairs of opposites and envy, even-minded in success and failure, he acts yet is not bound.",How do sages remain free from bondage?
4,23,भगवान,गतसङ्गस्य मुक्तस्य ज्ञानावस्थितचेतसः| यज्ञायाचरतः कर्म समग्रं प्रविलीयते || 4.23 ||  ,"To one who is devoid of attachment, who is liberated, whose mind is established in knowledge, and who works for the sake of sacrifice (for the sake of God), the whole action is dissolved.",How do sages dissolve their Karma?
4,24,भगवान,ब्रह्मार्पणं ब्रह्महविर्ब्रह्माग्नौ ब्रह्मणा हुतम्| ब्रह्मैव तेन गन्तव्यं ब्रह्मकर्मसमाधिना || 4.24 ||  ,Brahman is the oblation; Brahman is the melted butter (ghee); by Brahman is the oblation poured into the fire of Brahman; Brahman indeed shall be attained by one who always sees Brahman in action.,What is the concept of Brahman?
4,25,भगवान,दैवमेवापरे यज्ञं योगिनः पर्युपासते| ब्रह्माग्नावपरे यज्ञं यज्ञेनैवोपजुह्वति || 4.25 ||  ,"Some yogis perform sacrifice to the gods alone; while others, who have realized the Self, offer the Self as sacrifice in the fire of Brahman alone.",What are the different kinds of sacrifices that Yogis perform?
4,26,भगवान,श्रोत्रादीनीन्द्रियाण्यन्ये संयमाग्निषु जुह्वति| शब्दादीन्विषयानन्य इन्द्रियाग्निषु जुह्वति || 4.26 ||  ,Some again offer the organ of hearing and other senses as a sacrifice in the fire of restraint; others offer sound and other objects of the senses as a sacrifice in the fire of the senses.,What are the different kinds of oblations that Yogis perform?
