Kanda,Chapter,Verse,Sanskrit
1,10,9,न तेन जन्मप्रभृति दृष्टपूर्वं तपस्विना । स्त्री वा पुमान्वा यच्चान्यत्सर्वं नगरराष्ट्रजम्।।
1,10,10,तत: कदाचित्तं देशमाजगाम यदृच्छया । विभण्डकसुतस्तत्र ताश्चापश्यद्वराङ्गना:।।
1,10,11,ताश्चित्रवेषा: प्रमदा गायन्त्यो मधुरस्वरा: । ऋषिपुत्रमुपागम्य सर्वा वचनमब्रुवन्।।
1,10,12,कस्त्वं किं वर्तसे ब्रह्मन् ज्ञातुमिच्छामहे वयम् । एकस्त्वं विजने घोरे वने चरसि शंस न:।।
1,10,13,अदृष्टरूपास्तास्तेन काम्यरूपा वने स्त्रिय: । हार्दात्तस्य मतिर्जाता व्याख्यातुं पितरं स्वकम्।।
1,10,14,पिता विभण्डकोऽस्माकं तस्याहं सुत औरस: । ऋश्यशृङ्ग इति ख्यातं नाम कर्म च मे भुवि।।
1,10,15,इहाश्रमपदोऽस्माकं समीपे शुभदर्शना: । करिष्ये वोऽत्र पूजां वै सर्वेषां विधिपूर्वकम्।।
1,10,16,ऋषिपुत्रवचश्श्रुत्वा सर्वासां मतिरास वै । तदाश्रमपदं द्रष्टुं जग्मुस्सर्वाश्च तेन ता:।।
1,10,17,गतानां तु ततः पूजां ऋषिपुत्रश्चकार ह । इदमर्घ्यमिदं पाद्यमिदं मूलमिदं फलं च न:।।
1,10,18,प्रतिगृह्य च तां पूजां सर्वा एव समुत्सुका: । ऋषेर्भीताश्च शीघ्रं ता गमनाय मतिं दधु:।।
1,10,19,अस्माकमपि मुख्यानि फलानीमानि वै द्विज । गृहाण प्रति भद्रं ते भक्षयस्व च मा चिरम्।।
1,10,20,ततस्तास्तं समालिङ्ग्य सर्वा हर्षसमन्विता: । मोदकान्प्रददुस्तस्मै भक्ष्यांश्च विविधान् बहून्।।
1,10,21,तानि चास्वाद्य तेजस्वी फलानीति स्म मन्यते । अनास्वादितपूर्वाणि वने नित्यनिवासिनाम्।।
1,10,22,आपृच्छ्य च तदा विप्रं व्रतचर्यां निवेद्य च । गच्छन्ति स्मापदेशात्ता भीतास्तस्य पितुस्स्त्रिय:।।
1,10,23,गतासु तासु सर्वासु काश्यपस्यात्मजो द्विज: । अस्वस्थहृदयश्चासीद्दु:खं स्म परिवर्तते।।
1,10,24,ततोऽपरेद्युस्तं देशमाजगाम स वीर्यवान् । विभाण्डकसुतः श्रीमान्मनसा चिन्तयन्मुहुः।।
1,10,25,मनोज्ञा यत्र ता दृष्टा वारमुख्यास्स्वलङ्कृताः । दृष्ट्वैव च तास्तदा विप्रमायान्तं हृष्टमानसा:।।
1,10,26,उपसृत्य ततस्सर्वास्तास्तमूचुरिदं वच: । एह्याश्रमपदं सौम्य ह्यस्माकमिति चाब्रुवन्।।
1,10,27,चित्राण्यत्र बहूनि स्युर्मूलानि च फलनि च । तत्राप्येष विधिश्श्रीमान् विशेषेण भविष्यति।।
1,10,28,श्रुत्वा तु वचनं तासां सर्वासां हृदयङ्गमम् । गमनाय मतिं चक्रे तं च निन्युस्तदा स्त्रिय:।।
1,10,29,तत्र चानीयमाने तु विप्रे तस्मिन्महात्मनि । ववर्ष सहसा देवो जगत्प्रह्लादयंस्तदा।।
1,10,30,वर्षेणैवागतं विप्रं विषयं स्वं नराधिप: । प्रत्युद्गम्य मुनिं प्रह्वश्शिरसा च महीं गत:।।
1,10,31,अर्घ्यं च प्रददौ तस्मै न्यायतस्सुसमाहित: । वव्रे प्रसादं विप्रेन्द्रान्मा विप्रं मन्युराविशेत्।।
1,10,32,अन्त:पुरं प्रविश्यास्मै कन्यां दत्त्वा यथाविधि । शान्तां शान्तेन मनसा राजा हर्षमवाप स:।।
1,10,33,एवं स न्यवसत्तत्र सर्वकामैः सुपूजितः । ऋष्यशृङ्गो महातेजाः शन्तया सह भार्यया।।
1,11,1,भूय एव हि राजेन्द्र शृणु मे वचनं हितम् । यथा स देवप्रवर: कथायामेवमब्रवीत्।।
1,11,2,इक्ष्वाकूणां कुले जातो भविष्यति सुधार्मिक: । राजा दशरथो नाम्ना श्रीमान्सत्यप्रतिश्रव:।।
1,11,3,अङ्गराजेन सख्यं च तस्य राज्ञो भविष्यति । कन्या चास्य महाभागा शान्ता नाम भविष्यति।।
1,11,4,पुत्रस्तु सोऽङ्गराजस्य रोमपाद इति श्रुत: । तं स राजा दशरथो गमिष्यति महायशा:।।
1,11,5,अनपत्योऽस्मि धर्मात्मन् शान्ताभर्ता मम क्रतुम् । आहरेत त्वयाज्ञप्तस्सन्तानार्थं कुलस्य च।।
1,11,6,श्रुत्वा राज्ञोऽथ तद्वाक्यं मनसा स विचिन्त्य च । प्रदास्यते पुत्रवन्तं शान्ताभर्तारमात्मवान्।।
1,11,7,प्रतिगृह्य च तं विप्रं स राजा विगतज्वर: । आहरिष्यति तं यज्ञं प्रहृष्टेनान्तरात्मना।।
1,11,8,तं च राजा दशरथो यष्टुकाम: कृताञ्जलि: । ऋश्यशृङ्गं द्विजश्रेष्ठं वरयिष्यति धर्मवित्।।
1,11,9,यज्ञार्थं प्रसवार्थं च स्वर्गार्थं च नरेश्वर: । लभते च स तं कामं द्विजमुख्याद्विशांपति:।।
1,11,10,पुत्राश्चास्य भविष्यन्ति चत्वारोऽमितविक्रमा: । वंशप्रतिष्ठानकरास्सर्वलोकेषु विश्रुता:।।
1,11,11,एवं स देवप्रवर: पूर्वं कथितवान्कथाम् । सनत्कुमारो भगवान्पुरा देवयुगे प्रभु:।।
1,11,12,स त्वं पुरुषशार्दूल तमानय सुसत्कृतम् । स्वयमेव महाराज गत्वा सबलवाहन:।।
1,11,13,सुमंत्रस्य वचः श्रुत्वा हृष्टो दशरथोऽभवत् । अनुमान्य वसिष्ठं च सूतवाक्यं निशम्य च।।
1,11,14,सान्त:पुरस्सहामात्य: प्रययौ यत्र स द्विज: । वनानि सरितश्चैव व्यतिक्रम्य शनैश्शनै:।।
1,11,15,अभिचक्राम तं देशं यत्र वै मुनिपुङ्गव: । आसाद्य तं द्विजश्रेष्ठं रोमपादसमीपगम्।।
1,11,16,ऋषिपुत्रं ददर्शादौ दीप्यमानमिवानलम् । ततो राजा यथान्यायं पूजां चक्रे विशेषत:।।
1,11,17,सखित्वात्तस्य वै राज्ञ: प्रहृष्टेनान्तरात्मना । रोमपादेन चाख्यातमृषिपुत्राय धीमते।।
1,11,18,सख्यं सम्बन्धकं चैव तदा तं प्रत्यपूजयत् । एवं सुसत्कृतस्तेन सहोषित्वा नरर्षभ:।।
1,11,19,सप्ताष्टदिवसान्राजा राजानमिदमब्रवीत् । शान्ता तव सुता राजन् सह भर्त्रा विशांपते।।
1,11,20,मदीयनगरं यातु कार्यं हि महदुद्यतम् । तथेति राजा संश्रुत्य गमनं तस्य धीमत:।।
1,11,21,उवाच वचनं विप्रं गच्छ त्वं सह भार्यया । ऋषिपुत्र: प्रतिश्रुत्य तथेत्याह नृपं तदा।।
1,11,22,स नृपेणाभ्यनुज्ञात: प्रययौ सह भार्यया । तावन्योन्याञ्जलिं कृत्वा स्नेहात्संश्लिष्य चोरसा।।
1,11,23,ननन्दतुर्दशरथो रोमपादश्च वीर्यवान् । ततस्सुहृदमापृच्छ्य प्रस्थितो रघुनन्दन:।।
1,11,24,पौरेभ्य: प्रेषयामास दूतान्वै शीघ्रगामिन: । क्रियतां नगरं सर्वं क्षिप्रमेव स्वलङ्कृतम्।।
1,11,25,धूपितं सिक्तसम्मृष्टं पताकाभिरलङ्कृतम् । तत: प्रहृष्टा: पौरास्ते श्रुत्वा राजानमागतम्।।
1,11,26,तथा प्रचक्रुस्तत्सर्वं राज्ञा यत्प्रेषितं तदा । ततस्स्वलङ्कृतं राजा नगरं प्रविवेश ह।।
1,11,27,शङ्खदुन्दुभिनिर्घोषै: पुरस्कृत्य द्विजर्षभम् । तत: प्रमुदितास्सर्वे दृष्ट्वा तं नागरा द्विजम्।।
1,11,28,प्रवेश्यमानं सत्कृत्य नरेन्द्रेणेन्द्रकर्मणा । यथा दिवि सुरेन्द्रेण सहस्राक्षेण काश्यपम्।।
1,11,29,अन्त:पुरं प्रवेश्यैनं पूजां कृत्वा च शास्त्रत: । कृतकृत्यं तदात्मानं मेने तस्योपवाहनात्।।
1,11,30,अन्त:पुरस्त्रियस्सर्वाश्शान्तां दृष्ट्वा तथागताम् । सह भर्त्रा विशालाक्षीं प्रीत्यानन्दमुपागमन्।।
1,11,31,पूज्यमाना च ताभिस्सा राज्ञा चैव विशेषत: । उवास तत्र सुखिता कञ्चित्कालं सहर्त्विजा।।
1,12,1,तत: काले बहुतिथे कस्मिंश्चित्सुमनोहरे । वसन्ते समनुप्राप्ते राज्ञो यष्टुं मनोऽभवत्।।
1,12,2,तत: प्रसाद्य शिरसा तं विप्रं देववर्णिनम् । यज्ञाय वरयामास सन्तानार्थं कुलस्य वै।।
1,12,3,तथेति च स राजानमुवाच च सुसत्कृत: । सम्भारा सम्भ्रियन्तां ते तुरगश्च विमुच्यताम्।।
1,12,4,सरव्याश्चोत्तरे तीरे यज्ञभूमिर्विधीयताम् । ततो राजाऽब्रवीद्वाक्यं सुमन्त्रं मन्त्रिसत्तमम्।।
1,12,5,सुमन्त्रावाहय क्षिप्रं ऋत्विजो ब्रह्मवादिन: । सुयज्ञं वामदेवं च जाबालिमथ काश्यपम्।।
1,12,6,पुरोहितं वसिष्ठं च ये चान्ये द्विजसत्तमा: । ततस्सुमन्त्रस्त्वरितं गत्वा त्वरितविक्रम:।।
1,12,7,समानयत्स तान्विप्रान् समस्तान्वेदपारगान् । तान्पूजयित्वा धर्मात्मा राजा दशरथस्तदा।।
1,12,8,धर्मार्थसहितं युक्तं श्लक्ष्णं वचनमब्रवीत् । मम लालप्यमानस्य पुत्रार्थं नास्ति वै सुखम्।।
1,12,9,तदर्थं हयमेधेन यक्ष्यामीति मतिर्मम । तदहं यष्टुमिच्छामि शास्त्रदृष्टेन कर्मणा।।
1,12,10,ऋषिपुत्रप्रभावेन कामान्प्राप्स्यामि चाप्यहम् । ततस्साध्विति तद्वाक्यं ब्राह्मणा: प्रत्यपूजयन्।।
1,12,11,वसिष्ठप्रमुखास्सर्वे पार्थिवस्य मुखाच्च्युतम् । ऋष्यशृङ्गपुरोगाश्च प्रत्यूचुर्नृपतिं तदा।।
1,12,12,सम्भारास्सम्भ्रियन्तां ते तुरगश्च विमुच्यताम् । सरव्याश्चोत्तरे तीरे यज्ञभूमिर्विधीयताम्।।
1,12,13,सर्वथा प्राप्स्यसे पुत्रांश्चत्वारोऽमितविक्रमान् । यस्य ते धार्मिकी बुद्धिरियं पुत्रार्थमागता।।
1,12,14,तत: प्रीतोऽभवद्राजा श्रुत्वा तद्विजभाषितम् । अमात्यांश्चाब्रवीद्राजा हर्षेणेदं शुभाक्षरम्।।
1,12,15,गुरूणां वचनाच्छीघ्रं सम्भारास्सम्भ्रियन्तु मे । समर्थाधिष्ठितश्चाश्वस्सोपाध्यायो विमुच्यताम्।।
1,12,16,सरय्वाश्चोत्तरे तीरे यज्ञभूमिर्विधीयताम् । शान्तयश्चाभिवर्धन्तां यथाकल्पं यथाविधि।।
1,12,17,शक्य: प्राप्तुमयं यज्ञस्सर्वेणापि महीक्षिता । नापराधो भवेत्कष्टो यद्यस्मिन्क्रतुसत्तमे।।
1,12,18,छिद्रं हि मृगयन्तेऽत्र विद्वांसो ब्रह्मराक्षसा: । निहतस्य च यज्ञस्य सद्य: कर्ता विनश्यति।।
1,12,19,तद्यथा विधिपूर्वं मे क्रतुरेष समाप्यते । तथा विधानं क्रियतां समर्था: करणेष्विह।।
1,12,20,तथेति च ततस्सर्वे मन्त्रिण: प्रत्यपूजयन् । पार्थिवेन्द्रस्य तद्वाक्यं यथाज्ञप्तमकुर्वत।।
1,12,21,ततो द्विजास्ते धर्मज्ञमस्तुवन्पार्थिवर्षभम् । अनुज्ञातास्ततस्सर्वे पुनर्जग्मुर्यथागतम्।।
1,12,22,गतेष्वथ द्विजाग्य्रेषु मन्त्रिणस्तान्नराधिप: । विसर्जयित्वा स्वं वेश्म प्रविवेश महाद्युति:।।
1,13,1,पुन: प्राप्ते वसन्ते तु पूर्णस्संवत्सरोऽभवत् । प्रसवार्थं गतो यष्टुं हयमेधेन वीर्यवान्।।
1,13,2,अभिवाद्य वसिष्ठं च न्यायत: परिपूज्य च । अब्रवीत्प्रश्रितं वाक्यं प्रसवार्थं द्विजोत्तमम्।।
1,13,3,यज्ञो मे क्रियतां ब्रह्मन्यथोक्तं मुनिपुङ्गव । यथा न विघ्न: क्रियते यज्ञाङ्गेषु विधीयताम्।।
1,13,4,भवान् स्निग्धस्सुहृन्मह्यं गुरुश्च परमो महान् । ओढव्यो भवता चैव भारो यज्ञस्य चोद्यत:।।
1,13,5,तथेति च स राजानमब्रवीद्द्विजसत्तमः । करिष्ये सर्वमेवैतद्भवता यत्समर्थितम्।।
1,13,6,ततोऽब्रवीद्विजान्वृद्धान्यज्ञकर्मसु निष्ठितान् । स्थापत्ये निष्ठितांश्चैव वृद्धान्परमधार्मिकान्।।
1,13,7,कर्मान्तिकान् शिल्पकरान्वर्धकीन् खनकानपि । गणकान्शिल्पिनश्चैव तथैव नटनर्तकान्।।
1,13,8,तथा शुचीन्शास्त्रविद: पुरुषान् सुबहुश्रुतान् । यज्ञकर्म समीहन्तां भवन्तो राजशासनात्।।
1,13,9,इष्टका बहु साहस्राश्शीघ्रमानीयतामिति । उपकार्या: क्रियन्तां च राज्ञां बहुगुणान्विता:।।
1,13,10,ब्राह्मणावसथाश्चैव कर्तव्याश्शतशश्शुभा: । भक्ष्यान्नपानैर्बहुभिस्समुपेतास्सुनिष्ठिता:।।
1,13,11,तथा पौरजनस्यापि कर्तव्या बहुविस्तरा: । आगतानां सुदूराच्च पार्थिवानां पृथक् पृथक्।।
1,13,12,वाजिवारणशलाश्च तथा शय्यागृहाणि च । भटानां महदावास वैदेशिकनिवासिनाम्।।
1,13,13,आवासा बहुभक्ष्या वै सर्वकामैरुपस्थिता: । तथा जानपदस्यापि जनस्य बहुशोभनम्।।
1,13,14,दातव्यमन्नं विधिवत्सत्कृत्य न तु लीलया । सर्वे वर्णा यथा पूजां प्राप्नुवन्ति सुसत्कृता:।।
1,13,15,न चावज्ञा प्रयोक्तव्या कामक्रोधवशादपि । यज्ञकर्मसु ये व्यग्रा: पुरुषाश्शिल्पिनस्तथा।।
1,13,16,तेषामपि विशेषेण पूजा कार्या यथाक्रमम् । ते च स्युस्सम्भृतास्सर्वे वसुभिर्भोजनेन च।।
1,13,17,यथा सर्वं सुविहितं न किञ्चित्परिहीयते । तथा भवन्त: कुर्वन्तु प्रीतिस्निग्धेन चेतसा।।
1,13,18,ततस्सर्वे समागम्य वसिष्ठमिदमब्रुवन् । यथोक्तं तत्सुविहितं न किञ्चित्परिहीयते।।
1,13,19,यथोक्तं तत्करिष्यामो न किञ्चित्परिहास्यते । ततस्सुमन्त्रमानीय वसिष्ठो वाक्यमब्रवीत्।।
1,13,20,निमन्त्रयस्व नृपतीन्पृथिव्यां ये च धार्मिका: । ब्राह्मणान्क्षत्रियान्वैश्याञ्छूद्रांश्चैव सहस्रश:।।
1,13,21,समानयस्व सत्कृत्य सर्वदेशेषु मानवान् । मिथिलाधिपतिं शूरं जनकं सत्यविक्रमम्।।
1,13,22,तमानय महाभागं स्वयमेव सुसत्कृतम् । पूर्वसम्बन्धिनं ज्ञात्वा तत: पूर्वं ब्रवीमि ते।।
1,13,23,तथा काशीपतिं स्निग्धं सततं प्रियवादिनम् । वयस्यं राजसिंहस्य स्वयमेवानयस्व ह।।
1,13,24,तथा केकयराजानं वृद्धं परमधार्मिकम् । श्वशुरं राजसिंहस्य सपुत्रं त्वमिहानय।।
1,13,25,अङ्गेश्वरम् महाभागं रोमपादं सुसत्कृतम् । वयस्यं राजसिंहस्य समानय यशस्विनम्।।
1,13,26,तथा कोसलराजानं भानुमंतं सुसत्कृतम् । मगधाधिपतिं शूरं सर्वशास्त्रविशारदम्।।
1,13,27,प्राप्तिज्ञं परमोदारं सत्कृतं पुरुषर्षभम् । राज्ञः शासनमादाय चोदयस्व नृपर्षभान् । प्राचीनान्सिन्धु सौवीरान्सौराष्ट्रेयांश्च पार्थिवान्।।
1,13,28,दाक्षिणात्यान्नरेन्द्रांश्च समस्तानानयस्व ह । सन्ति स्निग्धाश्च ये चान्ये राजान: पृथिवीतले।।
1,13,29,तानानय यथाक्षिप्रं सानुगान्सह बान्धवान् । एतान् दूतैर्महाभागैरानयस्व नृपाज्ञया।।
1,13,30,वसिष्ठवाक्यं तच्छ्रुत्वा सुमन्त्रस्त्वरितस्तदा । व्यादिशत्पुरुषांस्तत्र राज्ञामानयने शुभान्।।
1,13,31,स्वयमेव हि धर्मात्मा  प्रययौ मुनिशासनात् । सुमन्त्रस्त्वरितो भूत्वा समानेतुं महीक्षित:।।
1,13,32,ते च कर्मान्तिकास्सर्वे वसिष्ठाय च धीमते । सर्वं निवेदयन्ति स्म यज्ञे यदुपकल्पितम्।।
1,13,33,तत:प्रीतो द्विजश्रेष्ठस्तान् सर्वानिदमब्रवीत् । अवज्ञया न दातव्यं कस्यचिल्लीलयाऽपि वा।।
1,13,34,अवज्ञया कृतं हन्याद्दातारं नात्र संशय: । तत: कैश्चिदहोरात्रैरुपयाता महीक्षित:।।
1,13,35,बहूनि रत्नान्यादाय राज्ञो दशरथस्य वै । ततो वसिष्ठस्सुप्रीतो राजानमिदमब्रवीत्।।
1,13,36,उपयाता नरव्याघ्र राजानस्तव शासनात् । मयापि सत्कृता: सर्वे यथार्हं राजसत्तमा:।।
1,13,37,यज्ञीयं च कृतं राजन् पुरुषैस्सुसमाहितै: । निर्यातु च भवान्यष्टुं यज्ञायतनमन्तिकात्।।
1,13,38,सर्वकामैरुपहृतैरुपेतं च समन्तत: । द्रष्टुमर्हसि राजेन्द्र मनसेव विनिर्मितम्।।
1,13,39,तथा वसिष्ठवचनादृश्यशृङ्गस्य चोभयो: । शुभे दिवसनक्षत्रे निर्यातो जगतीपति:।।
1,13,40,ततो वसिष्ठप्रमुखास्सर्व एव द्विजोत्तमा: । ऋश्यशृङ्गं पुरस्कृत्य यज्ञकर्मारभन् तदा । यज्ञवाटं गताः सर्वे यथाशास्त्रं यथाविधि । श्रीमांश्च सह पत्नीभी राजा दीक्षामुपाविशत्।।
1,14,1,अथ संवत्सरे पूर्णे तस्मिन्प्राप्ते तुरङ्गमे । सरय्वाश्चोत्तरे तीरे राज्ञो यज्ञोऽभ्यवर्तत।।
1,14,2,ऋश्यशृङ्गं पुरस्कृत्य कर्म चक्रुर्द्विजर्षभा: । अश्वमेधे महायज्ञे राज्ञोऽस्य सुमहात्मन:।।
1,14,3,कर्म कुर्वन्ति विधिवद्याजका वेदपारगा: । यथाविधि यथान्यायं परिक्रामन्ति शास्त्रत:।।
1,14,4,प्रवर्ग्यं शास्त्रत: कृत्वा तथैवोपसदं द्विजा:  । चक्रुश्च विधिवत्सर्वमधिकं कर्म शास्त्रत:।।
1,14,5,अभिपूज्य ततो हृष्टास्सर्वे चक्रुर्यथाविधि । प्रातस्सवनपूर्वाणि कर्माणि मुनिपुङ्गवा:।।
1,14,6,ऐन्द्रश्च विधिवद्दत्तो राजा चाभिषुतोऽनघ: । माध्यन्दिनं च सवनं प्रावर्तत यथाक्रमम्।।
1,14,7,तृतीयसवनं चैव राज्ञोऽस्य सुमहात्मन: । चक्रुस्तेशास्त्रतो दृष्ट्वा तथा ब्राह्मणपुङ्गवा:।।
1,14,8,आह्वयांचक्रिरे तत्र शक्रादीन् विबुधोत्तमान् । ऋष्यशृङ्गादयो मन्त्रैः शिक्षाक्षरसमन्वितैः।।
1,14,9,गीतिभिर्मधुरैः स्निग्धैर्मन्त्राह्वानैर्यथार्हतः । होतारो ददुरावाह्य हविर्भागान् दिवौकसाम्।।
1,14,10,न चाहुतमभूत्तत्र स्खलितं वापि किञ्चन । दृश्यते ब्रह्मवत्सर्वं क्षेमयुक्तं हि चक्रिरे।।
1,14,11,न तेष्वहस्सु श्रान्तो वा क्षुधितो वापि दृश्यते । नाविद्वान्ब्राह्मणस्तत्र नाशतानुचरस्तथा।।
1,14,12,ब्राह्मणा भुञ्जते नित्यं नाथवन्तश्च भुञ्जते । तापसा भुञ्जते चापि श्रमणा भुञ्जतेतथा।।
1,14,13,वृद्धाश्च व्याधिताश्चैव स्त्रियो बालास्तथैव च । अनिशं भुञ्जमानानां न तृप्तिरुपलभ्यते।।
1,14,14,दीयतां दीयतामन्नं वासांसि विविधानि च । इति सञ्चोदितास्तत्र तथा चक्रुरनेकश:।।
1,14,15,अन्नकूटाश्च बहवो दृश्यन्ते पर्वतोपमा: । दिवसे दिवसे तत्र सिद्धस्य विधिवत्तदा।।
1,14,16,नानादेशादनुप्राप्ता: पुरुषास्स्त्रीगणास्तथा । अन्नपानैस्सुविहितास्तस्मिन्यज्ञे महात्मन:।।
1,14,17,अन्नं हि विधिवत्साधु प्रशंसन्ति द्विजर्षभा: । अहो तृप्ता: स्म भद्रं ते इति शुश्राव राघव:।।
1,14,18,स्वलङ्कृताश्च पुरुषा ब्राह्मणान्पर्यवेषयन् । उपासते च तानन्ये सुमृष्टमणिकुण्डला:।।
1,14,19,कर्मान्तरे तदा विप्रा हेतुवादान्बहूनपि । प्राहुश्च वाग्मिनो धीरा: परस्परजिगीषया।।
1,14,20,दिवसे दिवसे तत्र संस्तरे कुशला द्विजा: । सर्वकर्माणि चक्रुस्ते यथाशास्त्रं प्रचोदिता:।।
1,14,21,नाषडङ्गविदत्रासीन्नाव्रतो नाबहुश्रुत: । सदस्यास्तस्य वै राज्ञो नावादकुशला द्विजा:।।
1,14,20,प्राप्ते यूपोच्छ्रये तस्मिन्षड्बैल्वा: खादिरास्तथा । तावन्तो बिल्वसहिता: पर्णिनश्च तथापरे।।
1,14,21,श्लेष्मातकमयस्त्वेको देवदारुमयस्तथा । द्वावेव विहितौ तत्र बाहुव्यस्तपरिग्रहौ।।
1,14,22,प्राप्ते यूपोच्छ्रये तस्मिन्षड्बैल्वा: खादिरास्तथा । तावन्तो बिल्वसहिता: पर्णिनश्च तथापरे।।
1,14,23,श्लेष्मातकमयस्त्वेको देवदारुमयस्तथा । द्वावेव विहितौ तत्र बाहुव्यस्तपरिग्रहौ।।
1,14,24,कारितास्सर्व एवैते शास्त्रज्ञैर्यज्ञकोविदै: । शोभार्थं तस्य यज्ञस्य काञ्चनालङ्कृताऽभवन्।।
1,14,25,एकविंशतियूपास्ते एकविंशत्यरत्नय: । वासोभिरेकविंशद्भिरेकैकं समलङ्कृता:।।
1,14,26,विन्यस्ता विधिवत्सर्वे शिल्पिभिस्सुकृता दृढा: । अष्टाश्रयस्सर्व एव श्लक्ष्णरूपसमन्विता:।।
1,14,27,आच्छादितास्ते वासोभि: पुष्पैर्गन्धैश्च भूषिता: । सप्तर्षयो दीप्तिमन्तो विराजन्ते यथा दिवि।।
1,14,28,इष्टकाश्च यथान्यायं कारिताश्च प्रमाणत: । चितोऽग्निर्ब्राह्मणैस्तत्र कुशलैश्शुल्बकर्मणि।।
1,14,29,सचित्यो राजसिंहस्य सञ्चित: कुशलैर्द्विजै: । गरुडो रुक्मपक्षो वै त्रिगुणोऽष्टादशात्मक:।।
1,14,30,नियुक्तास्तत्र पशवस्तत्तदुद्दिश्य दैवतम् । उरगा: पक्षिणश्चैव यथाशास्त्रं प्रचोदिता:।।
1,14,31,शामित्रे तु हयस्तत्र तथा जलचराश्च ये । ऋत्विग्भिस्सर्वमेवैतन्नियुक्तं शास्त्रतस्तदा।।
1,14,32,पशूनां त्रिशतं तत्र यूपेषु नियतं तदा । अश्वरत्नोत्तमं तस्य राज्ञो दशरथस्य च।।
1,14,33,कौसल्या तं हयं तत्र परिचर्य समन्तत: । कृपाणैर्विशशासैनं त्रिभि: परमया मुदा।।
1,14,34,पतत्रिणा तदा सार्धं सुस्थितेन च चेतसा । अवसद्रजनीमेकां कौशल्या धर्मकाम्यया।।
1,14,35,होताऽध्वर्युस्तथोद्गाता हस्तेन समयोजयन् । महिष्या परिवृत्त्या च वावातां च तथापराम्।।
1,14,36,पतत्रिणस्तस्य वपा मुद्धृत्य नियतेन्द्रिय: । ऋत्विक्परमसम्पन्न: श्रपयामास शास्त्रत:।।
1,14,37,धूमगन्धं वपायास्तु जिघ्रति स्म नराधिप: । यथाकालं यथान्यायं निर्णुदन्पापमात्मन:।।
1,14,38,हयस्य यानि चाङ्गानि तानि सर्वाणि ब्राह्मणा: । अग्नौ प्रास्यन्ति विधिवत्समन्त्राष्षोडशर्त्विज:।।
1,14,39,प्लक्षशाखासु यज्ञानामन्येषां क्रियते हवि: । अश्वमेधस्य यज्ञस्य वैतसो भाग इष्यते।।
1,14,40,त्र्यहोऽश्वमेधस्सङ्ख्यात: कल्पसूत्रेण ब्राह्मणै: । चतुष्टोममहस्तस्य प्रथमं परिकल्पितम्।।
1,14,41,उक्थ्यं द्वितीयं संख्यातमतिरात्रं तथोत्तरम् । कारितास्तत्र बहवो विहिताश्शास्त्रदर्शनात्।।
1,14,42,ज्योतिष्टोमायुषी चैवमतिरात्रौ विनिर्मितौ । अभिजिद्विश्वजिच्चैवमप्तोर्यामो महाक्रतु:।।
1,14,43,प्राचीं होत्रे ददौ राजा दिशं स्वकुलवर्धन: । अध्वर्यवे प्रतीचीं तु ब्रह्मणे दक्षिणां दिशम्।।
1,14,44,उद्गात्रे च तथोदीचीं दक्षिणैषा विनिर्मिता । अश्वमेधे महायज्ञे स्वयंभुविहिते पुरा।।
1,14,45,क्रतुं समाप्य तु तदा न्यायत: पुरुषर्षभ: । ऋत्विग्भ्यो हि ददौ राजा तां धरां कुलवर्धन:।।
1,14,46,एवं दत्त्वा प्रहृष्टोऽभूत् श्रीमानिक्ष्वाकुनन्दनः । ऋत्विजस्त्वब्रुवन्सर्वे राजानं गतकल्मषम्।।
1,14,47,भवानेव महीं कृत्स्नामेको रक्षितुमर्हति । न भूम्या कार्यमस्माकं न हि शक्तास्स्म पालने।।
1,14,48,रतास्स्वाध्यायकरणे वयं नित्यं हि भूमिप । निष्क्रयं किञ्चिदेवेह प्रयच्छतु भवानिति।।
1,14,49,मणिरत्नं सुवर्णं वा गावो यद्वा समुद्यतम् । तत्प्रयच्छ नरश्रेष्ठ धरण्या न प्रयोजनम्।।
1,14,50,एवमुक्तो नरपतिर्ब्राह्मणैर्वेदपारगै: । गवां शतसहस्राणि दश तेभ्यो ददौ नृप:।।
1,14,51,दशकोटीः सुवर्णस्य रजतस्य चतुर्गुणम् । ऋत्विजश्च ततस्सर्वे प्रददुस्सहिता वसु।।
1,14,52,ऋश्यशृङ्गाय मुनये वसिष्ठाय च धीमते । ततस्ते न्यायत: कृत्वा प्रविभागं द्विजोत्तमा:।।
1,14,53,सुप्रीतमनसस्सर्वे प्रत्यूचुर्मुदिता भृशम् । तत: प्रसर्पकैभ्यस्तु हिरण्यं सुसमाहित:।।
1,14,54,जाम्बूनदं कोटिसंख्यं ब्राह्मणेभ्यो ददौ तदा । दरिद्राय द्विजायाथ हस्ताभरणमुत्तमम्।।
1,14,55,कस्मैचिद्याचमानाय ददौ राघवनन्दन: । तत: प्रीतेषु नृपतिर्द्विजेषु द्विजवत्सल:।।
1,14,56,प्रणाममकरोत्तेषां हर्षपर्याकुलेक्षण: । तस्याशिषोऽथ विधिवद्ब्राह्मणैस्समुदीरिता:।।
1,14,57,उदारस्य नृवीरस्य धरण्यां प्रणतस्य च । तत: प्रीतमना राजा प्राप्य यज्ञमनुत्तमम्।।
1,14,58,पापापहं स्वर्नयनं दुष्करं पार्थिवर्षभै: । ततोऽब्रवीदृश्यशृङ्गं राजा दशरथस्तदा।।
