,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72
395,वसुधायाः,उक्त्या,अवधानम्,मे,भग्नम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,अतिथिप्रकोष्ठे,माम्,उपवेश्य,',एषा,अहम्,आगच्छामि,',इति,उक्त्वा,अन्तः,प्राविशत्,वसुधा,।,,,,,,,,,,,,,,,,,,,,,,,
397,गते,सोमवासरे,रेलस्थानके,अकस्मात्,वसुधायाः,मेलनं,जातम्,आसीत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,यस्माद्,रेलयानाद्,अहम्,अवतरामि,स्म,तेन,एव,गच्छन्तं,पुत्रं,आप्रष्टुं,तत्र,उपस्थिता,आसीत्,सा,।,,,,,,,,,,,,,,,,,,,,,,
399,विंशतिवर्षेभ्यः,प्राक्,समाने,वर्गे,उपविश्य,आवां,सहाध्ययनं,कुर्वन्तौ,आस्व,।,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,दर्शनमात्रेण,एव,आवाभ्यां,परस्परपरिचयं,प्राप्तः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,सा,स्वपुत्रस्य,',आलोकस्य,परिचयं,कारितवती,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,आलोकः,ग्वालियरनगरे,चिकित्साशास्त्रम्,अधिते,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,रेलयानं,प्रस्थितम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,वसुधा,दृष्टाः,तस्याः,वैयक्तिकजीवनविषये,इतरान्,प्रश्र्नान्,प्रष्टुकां,मां,सा,उक्तवती,-,,,,,,,,,,,,,,,,,,,,,,,,,,
405,मया,किञ्चित्,त्वरया,कुत्रचित्,गन्तव्यम्,अस्ति,",",मन्ये,त्वरया,कुत्रचित्,गन्तव्यम्,अस्ति,",",V.sg.1.prs.n,PPR.0.sg.2.ins.iii.n.n.prx,CEM,CX,PU,,,,,,,,,,,,,,,,,,,
406,मम,आवासः,बहादुरपुरवीथ्यां,गृहसंख्या,क,३७/४५,अस्ति,लब्धे,अवसरे,आगच्छ,",",कुटुम्बिन्या,सुतादिभिः,च,सह,।,,,,,,,,,,,,,,,,,,,,,
407,अहम्,अस्मिन्,नगरे,सद्यः,स्थानपरिवर्तनद्वारा,आगतः,",",एकाकी,एव,अस्मि,।,,,,,,,,,,,,,,,,,,,,,,,,,,
408,अतः,एकाकी,एव,आगमिष्यामि,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,तस्मात्,दिनात्,अद्य,रविवासरे,एव,अवसरं,लब्ध्वा,आगतः,अस्मि,।,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,आकाश,कथम्,असि,त्वम्,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,वर्गे,सर्वदा,प्रथमं,स्थानम्,अधिकुर्वती,प्रगल्भवाग्,वसुधा,इदानीम्,अतीव,मितभाषिणी,इव,प्रतीयते,स्म,।,,,,,,,,,,,,,,,,,,,,,,,
412,तव,पुत्रं,तु,अहं,दृष्टवान्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,पतिः,किं,करोति,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,सः,कुत्र,गतवान्,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,किं,नगरे,अस्ति,सः,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,महाविद्यालयपठनकाले,एव,तव,विवाहः,अभवत्,इति,अस्माभिः,ज्ञातम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,जानासि,वसुधे,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,त्वं,प्रस्थिता,इति,कारणेन,एव,अहं,वर्गे,प्रथमं,स्थानं,लब्धवान्,।,,,,,,,,,,,,,,,,,,,,,,,,,,
419,त्वयि,स्थितायां,तु,तत्,अशक्यम्,आसीत्,खलु,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,किञ्चित्,विहस्य,उक्तवान्,अहम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,चायं,स्वीकुरु,आकाश,",",अहं,न,पिबामि,',-,वसुधायाः,वचनम्,आदेशविशेषं,मत्वा,अहं,यन्त्रवत्,चायपात्रम्,उन्नीतवान्,।,,,,,,,,,,,,,,,,,,,
422,हुँ,हुँ,तत्,मिष्टान्नम्,अपि,स्वीकुरु,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,अधिकार्णी,शिक्षिका,इव,प्रतीयते,स्म,वसुधा,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,स्वविषये,तु,त्वं,किमपि,उक्तवान्,एव,नहि,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,कदा,कस्मिन्,विभागे,अत्र,तव,नियुक्तिः,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,आवासः,कुत्र,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,कुटुम्बजनाः,कुत्र,इदानीम्,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,कदा,आगमिष्यन्ति,ते,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,इति,विविधान्,प्रश्र्नान्,पृष्टवती,सा,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,युगपत्,प्राप्तैः,तैः,अहं,काञ्चित्,असहजताम्,अनुगतवान्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,अत्र,आयकरविभागे,अधिकारिरुपेण,गते,मासे,एव,आगतः,अस्मि,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,इतः,पूर्वं,लखनऊनगरे,आसम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,कन्या,द्वादशे,च,वर्गे,तत्र,पठति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,अन्तिमं,वर्षं,तयोः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,अतः,तत्र,एव,परीक्षां,यावत्,मात्रा,सह,वसतः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,परीक्षानन्तरम्,अत्र,आगमिष्यन्ति,सर्वे,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,अहम्,एव,यथावसरं,लखनऊं,गच्छामि,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,तव,किं,सः,आलोकः,एक,एव,पुत्रः,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,आम्,',-,एकेन,एव,शब्देन,उत्तरं,दत्वा,वसुधा,क्रमशः,अहस्यमयि,इव,जाता,।,,,,,,,,,,,,,,,,,,,,,,,
440,किं,वा,स्याद्,हस्यम्,एतस्याः,जीवने,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,सुन्दरि,शिक्षिता,एषा,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,अतीव,मेधाविनी,अपि,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,भाग्यवतः,जनस्य,खलु,एतादृशी,काचित्,गृहिणी,भवति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,पठननकाले,अपि,एषा,इतरसहपाठिनीनां,कृते,ईर्ष्यायाः,विषयः,आसीद्,एव,।,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,आकाश,त्वं,यशोधरायाः,कथां,स्मरसि,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,क्रोडे,बालः,राहुलः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,एकस्यां,रात्रौ,गौतमस्य,प्रव्रज्यां,स्मरसि,खलु,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,अकस्मात्,इतिहासस्य,पुरातनानि,पृष्ठानि,स्मारयति,स्म,वसुधा,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,किन्तु,कथं,अत्र,भगवतो,बुध्दस्य,कथा,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,केन,अपि,रहस्येन,भवितव्यम्,एव,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,स्मरामि,वसुधे,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,किन्तु,अत्र,...,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,मम,वाक्यम्,अश्रृण्वती,इव,सा,कथनम्,आरभत,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,पुत्रम्,एतम्,आलोकं,मां,च,परित्यज्य,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,गतवान्,नाम,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,कुत्र,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,केन,कारणेन,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,विस्मौएन,तावत्,एव,वक्तुम्,अपारयम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,कारणं,तद्,एव,-,प्रव्रज्या,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,मम,अध्ययनकाले,एव,मम,विवाहः,इति,त्वं,तु,जानासि,एव,।,,,,,,,,,,,,,,,,,,,,,,,,,,
461,वरः,उच्चशिक्षितः,",",विनयी,",",सर्वकारियोद्योगि,च,इति,मत्वा,पिता,मम,विवाहं,निर्वर्तितवान्,।,,,,,,,,,,,,,,,,,,,,,,,
462,मम,पुत्रः,अपि,जातः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,गृहे,वृध्दः,श्र्वश्रूः,एव,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,पतिः,स्वभावतः,किञ्चित्,अन्तर्मुखी,",",बहु,न,भाषते,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,एतत्,सर्व,मम,क्रमशः,अभ्यासगतम्,अभवत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,परन्तु,क्रमशः,सः,अधिकाधिकं,मौनम्,आहरितवान्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,सदा,प्रायः,ध्यानमग्ना,स्थितिः,तस्य,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,किञ्चित्,पृष्टे,सति,संसारः,अयम्,असारः,बन्धनाय,एव,',इति,दार्शनिकानि,वाक्यानि,श्रावयति,स्म,सः,।,,,,,,,,,,,,,,,,,,,,,
469,कश्र्चित्,मनश्र्चिकित्सकः,किं,न,दृष्टः,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,दृष्टः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,सर्वा,मनःस्थितिः,सामान्या,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,तस्य,आन्तः,किमपि,नित्यः,कथत्,इव,आसीत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,एकस्यां,रात्रौ,सः,एव,इतिहासः,पुनरावृत्तः,मम,जीवने,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,किमपि,किमपि,अनुक्त्वा,गृहात्,सः,निर्गतः,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,अन्वेषणं,तु,कृतं,स्यात्,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,अन्वेषणं,बहुधा,कृतम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,कदाचित्,वर्षानन्तरं,कनखले,साधूनां,सङ्गमे,सः,दॄष्टः,आसीत्,इति,केचन,उक्तवन्तः,।,,,,,,,,,,,,,,,,,,,,,,,,,
478,पुनः,तत्र,अन्विष्टे,सति,ततः,अन्यत्र,गतवान्,आसीत्,सः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,पुत्रः,आलोकः,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,पृष्टवान्,अहं,तस्य,प्रतिपोषणविषये,प्रष्टुम्,इच्छन्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,मम,तु,संसारः,असारः,न,आसीत्,खलु,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,क्रोडे,द्विवर्षीयः,बालः,आलोकः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,वृध्दा,च,श्र्वश्रूः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,पिता,माम्,उक्तवान्,-,मम,निकटे,निवसतु,इति,किन्तु,मम,कुटुम्बे,एतौ,द्वौ,तु,आस्ताम्,।,,,,,,,,,,,,,,,,,,,,,
485,अन्ते,वयसि,पुत्रं,स्मृत्वा,स्मृत्वा,वृध्दा,गतवर्षषट्कात्,पूर्वं,दिवं,गता,।,,,,,,,,,,,,,,,,,,,,,,,,,,
486,आलोकस्य,शिक्षणम्,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,अत्र,एव,कारितवती,अहम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,श्र्व्श्र्वाः,प्रयाणात्,परम्,एकस्मिन्,विद्यालये,शिक्षिकत्वम्,आश्रितं,मया,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,आलोकं,तु,त्वं,दृष्टवान्,एव,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,पितरि,स्थिते,अपि,पितृरहितः,बालकः,सः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,मां,परित्यज्य,कुत्र,अपि,गन्तुं,न,इच्छति,स्म,सः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,
492,किन्तु,चिकित्साप्रवेशपरिक्षायायाम्,उत्तीर्णः,युवा,किं,मातृसेवायै,गृहे,बन्धव्यः,आसीत्,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,किञ्चित्,हसन्ती,इव,उक्तवती,वसुधा,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,एतावत्,कष्टजातम्,अनुभूय,अपि,वसुधा,मुखे,हासं,न,त्यक्तवती,अस्ति,।,,,,,,,,,,,,,,,,,,,,,,,,,,
495,तदा,सर्वे,नगरम्,इदम्,आगमिष्यन्ति,तदा,तान्,सर्वान्,आदाय,आगच्छ,",",आकाश,,,,,,,,,,,,,,,,,,,,,,,,,
496,अवश्यम्,आगमिष्यामि,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,इदानीं,गन्तुकामः,अस्मि,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,आमार्गं,चिन्तयन्,आसम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,गौतमस्य,तपस्या,एव,बलीयसी,",",उत,यशोधरायाः,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,गौतमः,बुध्दत्वम्,आप्त्वा,संसारे,प्रतिष्ठितः,सर्वविदितः,च,अभवत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,किन्तु,सा,यशोधरा,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
502,एषा,वसुधा,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,क्षणं,क्षणं,या,संसारे,तपः,आचरन्ती,अस्ति,",",तस्याः,का,प्रतिष्ठा,स्यात्,परिवारे,",",स्वजनेषु,",",संसारे,च,?,,,,,,,,,,,,,,,,,,
504,को,वा,प्रतिष्ठां,दद्यात्,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,प्रतिष्ठायाः,तु,अन्या,कथा,",",प्रतिश्र्वसनम्,एषा,कथं,जीवति,",",पुत्रं,जीवयति,",",कथम्,आत्मानं,रक्षति,इति,चिन्तनमात्रेण,एव,मम,शरीरे,कश्र्चन,कम्पः,सहत्वं,साक्षात्कृतम्,इव,अनुभूतवान्,अहम्,।,,,,,,,,
506,अकस्मात्,मम,मुखात्,निःसृतम्-,',धन्या,त्वं,वसुधे,तुभ्यं,कोटिशः,नमः,।,,,,,,,,,,,,,,,,,,,,,,,,,
507,मम,कारयानचालकः,आकस्मात्,मम,ध्वनिं,श्रुत्वा,समम्भ्रं,पृष्टवान्,-,',किं,स्वामिन्,?,,,,,,,,,,,,,,,,,,,,,,,,
508,मया,उक्तं,',नहि,किञ्चित्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,चलतु,अग्रे,।,',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,सन्देशः,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,युगाब्दः,५१०७,वैशाखमासः,मे,२००५,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,गतिरोधकः,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,खेमराजनेपालः,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,कथा,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,बुढीगाडः,",",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,असम,-,६८४१७६,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,क्रिं,.......,क्रिम्,इति,दूरभाषशब्देन,उपमण्डलाधिकारिणः,प्रकोष्ठः,शब्दायमानः,जातः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,
518,अभ्यासबलेन,दक्षिणेन,हस्तेन,अधिकारी,ध्वनिग्राहिकाम्,उत्थाप्य,उक्तवान्,_,इति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,-,प्रतिपक्षतः,उत्तरम्,आयाति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,अस्ति,किं,भवतः,अस्मिन्,विषये,कथनीयम्,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,श्रीमन्,न,खलु,अहं,किमपि,वक्तुम्,इच्छामि,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,भवान्,एव,चिन्तयतु,अस्मिन्,विषये,भवता,करणीयम्,अस्ति,न,वा,इति,।,,,,,,,,,,,,,,,,,,,,,,,,,
523,भवान्,किं,वक्तुम्,इच्छति,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,को,वा,भवतः,अभिप्रायः,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,अपि,दृष्टं,भवता,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,तर्हि,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,श्रृणोतु,याथातथ्यम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,यानभयात्,पलायनं,कुर्वन्,सः,बालकः,पतितः,जातः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,तस्य,चिकित्सार्थम्,अहम्,एव,तम्,उत्थाप्य,चिकित्सालयं,नीतवान्,आसम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,तत्र,वैद्याः,तं,परीक्षितवन्तः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,यदा,ते,',न,खलु,गुरुतरुपेण,आहतः,अस्ति,',इति,उक्तवन्तः,तदा,एव,अहं,ततः,प्रस्थितवान्,।,,,,,,,,,,,,,,,,,,,,
532,तदनन्तरं,यदि,सः,मरिष्यति,तत्र,मया,वा,किं,करणीयं,भवति,?,,,,,,,,,,,,,,,,,,,,,,,,,,
533,भवान्,कस्य,पुरतः,एतत्,सर्वं,वदन्,अस्ति,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,यदि,मम्,कारयानेन,एव,मारितः,इति,भवतः,विचारः,विश्र्वासः,वा,तर्हि,यथेच्छम्,गच्छतु,वा,....,,,,,,,,,,,,,,,,,,,,,,
535,श्रीमन्,क्षंतव्यः,मम्,अपराधः,......,भवान्,प्रशासकः,",",अस्माकं,पालकः,।,,,,,,,,,,,,,,,,,,,,,,,,,,
536,अस्माकं,विपत्तौ,भवान्,एव,सहायकः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,अतः,भवान्,एव,अस्माकं,कृते,न्यायालयः,इति,तु,अस्माभिः,स्वप्ने,अपि,न,चिन्तनीयः,विषयः,।,,,,,,,,,,,,,,,,,,,,,,
538,भवतः,यानम्,एव,तस्य,बालकस्य,मृत्योः,कारणम्,इति,यदि,भवान्,न,स्वीकरोति,तर्हि,न्यायालयेन,वा,किम्,?,,,,,,,,,,,,,,,,,,,,
539,अलं,विवादेन,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,अलं,साक्षिप्रमाणादिभिः,श्रीमन्,न,एषः,समयः,तर्कस्य,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,न,च,मम,एषः,अनुरोधः,यत्,कृपया,भवान्,अत्र,आगमनस्य,कष्टं,स्वीकरोतु,...,।,,,,,,,,,,,,,,,,,,,,,,,
542,पुत्रशोकसन्तप्तं,द्वारपालकं,समवेदना,ज्ञापयामः,इति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,दुर्घटना,किल,दुर्घटना,एव,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,यत्,भवितव्यं,आसीत्,तद्,एव,अभवत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,न,अस्ति,उपायः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,मया,द्वारपालकस्य,गृहं,गन्तव्यं,इति,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,भवान्,माम्,किं,वा,भावयति,..,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,स्थगयतु,भवतः,भाषणम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,महाशय,उद्विग्नः,मा,भवतु,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,भवान्,एव,यदि,अनेन,प्रकारेण,उत्तेजितः,भवति,तर्हि,सामान्यजनस्य,का,दशा,भवेत्,?,,,,,,,,,,,,,,,,,,,,,,,,
551,वयं,तु,भवतः,प्रजा,एव,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,प्रजापालनम्,एव,भवतः,कर्तव्यं,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,अतः,एव,पालकरुपेण,अपि,भवान्,तत्र,गन्तुम्,अर्हति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,भवतः,पदार्पणेन,पुत्रशोकानलदग्धस्य,तस्य,ह्रदयं,नूनम्,उपशान्तं,भवति,इति,अस्माकम्,आशयः,।,,,,,,,,,,,,,,,,,,,,,,,,,
555,तद्,एव,भवतु,वैद्यस्य,प्रतिवेदनं,",",तस्य,ह्र्दये,तु,कारयानस्य,आघातः,एव,पुत्रस्य,मृत्योः,कारणम्,इति,भावना,दृढतरा,जाता,अस्ति,।,,,,,,,,,,,,,,,,
556,इयम्,एव,भावना,लोकापवादस्य,हेतुः,अपि,भवति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,अतः,मानवीयदृष्ट्या,अपि,समवेदनां,ज्ञापयितुं,भवतः,आगमनम्,उचितम्,इति,अस्माकं,विचारः,।,,,,,,,,,,,,,,,,,,,,,,,,,
558,सचिवमहोदय,न,अहं,भवतः,मानवतायाः,पाटम्,अपेक्षे,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,अन्यं,कञ्चित्,उद्दिश्य,करोतु,मानवतायाः,मानवीयमूल्यबोधस्य,वा,पाटनम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,न,माम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,हं,..,यदि,भवान्,इच्छति,तर्हि,मृतकस्य,संस्कारार्थम्,आर्थिकानुदानं,याचतु,।,,,,,,,,,,,,,,,,,,,,,,,,,,
562,तद्,उचितम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,तत्र,अहं,विचारयिष्यामि,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,नोचेत्,न्यायालयं,गच्छतु,",",उत्,मौनं,तिष्ठतु,....,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,इति,उक्त्वा,उपमण्डलाधिकारी,रोषेण,दूरवाणीं,स्थापितवान्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,अनन्तरं,सः,आकारिकाशब्दं,कॄतवान्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,द्वारपालः,समायातः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,तं,जलम्,आनेतुम्,आदिष्टवान्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,सः,प्रस्थितः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,अधिकारिणः,मुखमण्डलं,रक्तं,जातम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,तस्य,रोषारुणे,नेत्रे,ज्वलिते,इव,स्तः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,सर्वशरीरं,स्वेदसिक्तं,जातम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,उपरि,भ्रमत्,विद्युद्व्यजनम्,अपि,तस्य,कृते,उल्मुकः,इव,आसीत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,द्वारपालेन,आनीतं,जलपात्रं,तेन,रिक्तं,कृतं,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,ततः,सः,पादौ,प्रसार्य,सुखेन,उपविष्टवान्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,तस्य,दृष्टेः,पुरतः,तद्दिवसीया,घटना,शनैः,शनैः,समायाति,स्म,।,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,महरं,दिनं,तद्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,ताजिया,',प्रदर्शनं,द्रष्टुं,जनाः,समवेताः,आसन्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,तेषां,नृत्यकौशलं,प्रत्यक्षीकर्तुं,बालाः,विषेषेण,उत्सुकाः,आसन्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,तेषां,नृत्यकौशलम्,प्रत्यक्षिकर्तुं,बालाः,विशेषेण,उत्सुकाः,आसन्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,दलं,परितः,ते,इतस्ततः,धावन्ति,स्म,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,एतावता,कालेन,एव,स्वस्य,कारयानं,जनसमुद्रं,प्रति,अगच्छ्त्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,अहो,दौर्भाग्यम्,...,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,कारयानेन,घट्टितः,सन्,भूमौ,पतितः,द्वारपालकस्य,पुत्रः,पञ्चवर्षदेशीयः,लघुबालकः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,कारयानस्य,अन्तः,पृष्टतः,आसने,उपविष्टः,सः,किञ्कर्त्व्यविमूढः,जातः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
