,1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73
184,NOUN,PUNCTUATION,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PRONOUN,NOUN,PARTICLE,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PRONOUN,PARTICLE,ADJECTIVE,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,NOUN,PUNCTUATION,ADVERB,ADJECTIVE,PARTICLE,PRONOUN,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,ADVERB,PARTICLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PARTICLE,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,ADVERB,PARTICLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,NOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,RESIDUAL,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,ADJECTIVE,NOUN,NOUN,NOUN,NOUN,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,NOUN,PARTICLE,NOUN,NOUN,NOUN,NOUN,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,RESIDUAL,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,NOUN,NOUN,NOUN,NOUN,ADVERB,PARTICLE,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,RESIDUAL,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,RESIDUAL,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,VERB,NOUN,NOUN,VERB,NOUN,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,VERB,NOUN,NOUN,VERB,NOUN,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,RESIDUAL,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,NOUN,NOUN,NOUN,NOUN,NOUN,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,NOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PWH,PARTICLE,VERB,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PRONOUN,NOUN,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PRONOUN,NOUN,RESIDUAL,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PRONOUN,NOUN,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,NOUN,ADVERB,ADVERB,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,NOUN,PARTICLE,NOUN,PARTICLE,PRONOUN,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,NOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,NOUN,RESIDUAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,NOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,RESIDUAL,RESIDUAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,NOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,RESIDUAL,RESIDUAL,NOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,NOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PARTICLE,NOUN,NOUN,NOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,ADJECTIVE,NOUN,NOUN,NOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,DEMONSTRATIVE,NOUN,NOUN,NOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,ADJECTIVE,NOUN,NOUN,PARTICIPLE,PRONOUN,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PARTICLE,ADJECTIVE,NOUN,ADJECTIVE,NOUN,NOUN,NOUN,NOUN,VERB,PUNCTUATION,ADJECTIVE,ADJECTIVE,NOUN,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,
226,NOUN,ADVERB,NOUN,NOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,ADVERB,NOUN,NOUN,NOUN,PARTICLE,PARTICLE,NOUN,PRONOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,DEMONSTRATIVE,DEMONSTRATIVE,NOUN,NOUN,PRONOUN,NOUN,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,ADVERB,NOUN,NOUN,PARTICLE,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PRONOUN,NOUN,ADJECTIVE,ADJECTIVE,ADJECTIVE,PARTICLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,NOUN,NOUN,NOUN,NOUN,ADJECTIVE,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,ADJECTIVE,NOUN,PRONOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PRONOUN,NOUN,ADJECTIVE,NOUN,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PRONOUN,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,NOUN,ADVERB,PARTICLE,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,ADVERB,PRONOUN,ADVERB,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,ADVERB,NOUN,VERB,PUNCTUATION,ADVERB,ADJECTIVE,NOUN,NOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,ADVERB,PRONOUN,VERB,NOUN,NOUN,NOUN,PARTICLE,ADJECTIVE,VERB,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,
240,DEMONSTRATIVE,NOUN,PRONOUN,PRONOUN,NOUN,PARTICLE,ADJECTIVE,VERB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,NOUN,ADJECTIVE,PARTICLE,PARTICLE,NOUN,PARTICLE,PRONOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,ADJECTIVE,NOUN,VERB,PUNCTUATION,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PARTICLE,PARTICLE,VERB,NOUN,ADVERB,VERB,PARTICLE,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PARTICLE,VERB,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,ADVERB,VERB,NOUN,NOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,NOUN,PWH,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PARTICLE,PARTICIPLE,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,NOUN,ADJECTIVE,NOUN,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,VERB,PARTICLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,VERB,DEMONSTRATIVE,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,NOUN,ADJECTIVE,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,DEMONSTRATIVE,NOUN,NOUN,DEMONSTRATIVE,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,NOUN,PRONOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,ADVERB,DEMONSTRATIVE,NOUN,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,ADJECTIVE,NOUN,ADVERB,PARTICIPLE,VERB,NOUN,NOUN,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,NOUN,PARTICLE,ADJECTIVE,PARTICLE,NOUN,ADVERB,ADJECTIVE,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PARTICLE,NOUN,NOUN,ADJECTIVE,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,NOUN,NOUN,PARTICLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,DEMONSTRATIVE,NOUN,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PARTICLE,NOUN,DEMONSTRATIVE,NOUN,PARTICLE,DEMONSTRATIVE,NOUN,PRONOUN,NOUN,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,
261,ADVERB,PRONOUN,PRONOUN,PARTICLE,NOUN,PRONOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PWH,VERB,PRONOUN,NOUN,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PARTICLE,PARTICIPLE,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PARTICLE,PUNCTUATION,DEMONSTRATIVE,NOUN,PRONOUN,PARTICLE,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PARTICLE,PRONOUN,NOUN,NOUN,PARTICLE,NOUN,NOUN,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PARTICLE,PRONOUN,ADJECTIVE,NOUN,PARTICLE,PRONOUN,PARTICLE,VERB,ADJECTIVE,NOUN,PRONOUN,NOUN,NOUN,PARTICLE,PARTICIPLE,PARTICLE,NOUN,NOUN,PARTICIPLE,VERB,NOUN,PUNCTUATION,,,,,,,,,,,,,,,
267,PARTICLE,PARTICLE,NOUN,ADJECTIVE,PUNCTUATION,ADJECTIVE,PUNCTUATION,ADJECTIVE,PARTICLE,NOUN,NOUN,ADJECTIVE,PUNCTUATION,ADJECTIVE,PUNCTUATION,ADJECTIVE,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,
268,DEMONSTRATIVE,NOUN,NOUN,NOUN,ADJECTIVE,VERB,PARTICLE,NOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,ADJECTIVE,NOUN,NOUN,NOUN,NOUN,DEMONSTRATIVE,ADJECTIVE,NOUN,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,
270,NOUN,ADJECTIVE,PRONOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,DEMONSTRATIVE,NOUN,NOUN,ADVERB,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,NOUN,PRONOUN,NOUN,ADVERB,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,NOUN,NOUN,PARTICLE,DEMONSTRATIVE,NOUN,NOUN,NOUN,VERB,DEMONSTRATIVE,NOUN,NOUN,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,
274,NOUN,PRONOUN,NOUN,ADJECTIVE,VERB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,NOUN,ADJECTIVE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,NOUN,NOUN,PARTICLE,NOUN,PARTICLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,VERB,NOUN,DEMONSTRATIVE,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PRONOUN,NOUN,NOUN,PARTICLE,NOUN,NOUN,ADVERB,PARTICLE,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PARTICLE,DEMONSTRATIVE,NOUN,NOUN,NOUN,PARTICLE,ADVERB,ADVERB,NOUN,VERB,PWH,VERB,NOUN,PARTICLE,PRONOUN,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,
280,PARTICLE,NOUN,NOUN,NOUN,PARTICLE,ADVERB,VERB,PARTICLE,NOUN,PARTICLE,NOUN,VERB,NOUN,PARTICIPLE,PARTICLE,NOUN,PARTICIPLE,PARTICLE,VERB,PRONOUN,PUNCTUATION,,,,,,,,,,,,,,,,
281,NOUN,PARTICIPLE,VERB,PUNCTUATION,NOUN,PARTICLE,PARTICIPLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,DEMONSTRATIVE,PARTICLE,NOUN,VERB,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,ADVERB,PARTICLE,NOUN,NOUN,NOUN,DEMONSTRATIVE,ADJECTIVE,NOUN,VERB,PUNCTUATION,ADJECTIVE,PARTICLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,
284,NOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,NOUN,RESIDUAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,NOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,RESIDUAL,RESIDUAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,ADJECTIVE,VERB,ADJECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,NOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,ADJECTIVE,VERB,NOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,NOUN,NOUN,NOUN,PARTICIPLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,ADVERB,ADJECTIVE,NOUN,NOUN,PARTICIPLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,ADVERB,NOUN,NOUN,ADJECTIVE,NOUN,PARTICIPLE,PUNCTUATION,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PARTICLE,PRONOUN,PARTICLE,NOUN,PARTICLE,DEMONSTRATIVE,DEMONSTRATIVE,NOUN,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,
295,ADVERB,NOUN,PRONOUN,NOUN,NOUN,ADVERB,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,NOUN,NOUN,ADVERB,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PARTICLE,NOUN,ADJECTIVE,NOUN,PARTICLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,DEMONSTRATIVE,NOUN,PRONOUN,NOUN,NOUN,ADJECTIVE,VERB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,ADVERB,NOUN,NOUN,PUNCTUATION,PRONOUN,NOUN,PRONOUN,NOUN,NOUN,ADVERB,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,
300,DEMONSTRATIVE,NOUN,PRONOUN,NOUN,NOUN,ADJECTIVE,NOUN,PARTICIPLE,VERB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,DEMONSTRATIVE,NOUN,PRONOUN,PARTICLE,PARTICLE,NOUN,PARTICLE,VERB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,NOUN,ADJECTIVE,NOUN,PARTICLE,ADJECTIVE,NOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PRONOUN,PRONOUN,NOUN,ADJECTIVE,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,ADJECTIVE,NOUN,ADJECTIVE,NOUN,PARTICLE,DEMONSTRATIVE,NOUN,ADJECTIVE,PARTICLE,NOUN,PARTICIPLE,VERB,,,,,,,,,,,,,,,,,,,,,,,,,
305,PRONOUN,NOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,ADVERB,NOUN,NOUN,PARTICLE,ADVERB,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PRONOUN,NOUN,NOUN,ADJECTIVE,VERB,PRONOUN,ADJECTIVE,PARTICLE,PARTICLE,VERB,PARTICLE,PARTICLE,NOUN,VERB,,,,,,,,,,,,,,,,,,,,,,,
308,PRONOUN,ADVERB,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PARTICLE,PARTICIPLE,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,ADJECTIVE,NOUN,PRONOUN,NOUN,NOUN,PARTICLE,ADJECTIVE,PRONOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,DEMONSTRATIVE,NOUN,PRONOUN,ADVERB,ADVERB,PUNCTUATION,ADVERB,PUNCTUATION,ADVERB,PARTICLE,NOUN,VERB,NOUN,NOUN,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,
312,PARTICLE,PRONOUN,NOUN,PARTICLE,VERB,PARTICLE,NOUN,PRONOUN,NOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,
313,NOUN,NOUN,NOUN,PARTICIPLE,PUNCTUATION,ADVERB,PRONOUN,NOUN,PARTICLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,
314,NOUN,PARTICIPLE,ADVERB,NOUN,PARTICLE,NOUN,PARTICLE,PARTICIPLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,ADJECTIVE,NOUN,NOUN,PARTICLE,NOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,NOUN,NOUN,PUNCTUATION,PARTICLE,NOUN,NOUN,ADJECTIVE,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,DEMONSTRATIVE,NOUN,NOUN,NOUN,ADJECTIVE,VERB,PRONOUN,NOUN,NOUN,NOUN,PARTICLE,PARTICLE,NOUN,NOUN,PARTICLE,ADJECTIVE,DEMONSTRATIVE,NOUN,NOUN,NOUN,ADJECTIVE,PARTICIPLE,,,,,,,,,,,,,,,
318,PRONOUN,PARTICLE,NOUN,NOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PRONOUN,DEMONSTRATIVE,NOUN,PARTICLE,VERB,PUNCTUATION,NOUN,NOUN,PUNCTUATION,PRONOUN,NOUN,PARTICLE,PARTICLE,NOUN,PRONOUN,ADJECTIVE,ADJECTIVE,NOUN,PARTICIPLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,
320,NOUN,ADVERB,NOUN,PARTICIPLE,PARTICLE,NOUN,PARTICIPLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PARTICLE,NOUN,ADVERB,VERB,PARTICLE,PARTICLE,NOUN,ADJECTIVE,VERB,PRONOUN,NOUN,PARTICLE,PWH,PARTICIPLE,PARTICLE,NOUN,PARTICIPLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,
322,PRONOUN,PRONOUN,DEMONSTRATIVE,NOUN,PARTICLE,NOUN,PUNCTUATION,NOUN,PUNCTUATION,NOUN,PARTICLE,VERB,,,,,,,,,,,,,,,,,,,,,,,,,
323,ADVERB,PRONOUN,PUNCTUATION,PARTICLE,PARTICLE,PRONOUN,NOUN,ADJECTIVE,NOUN,NOUN,PARTICLE,PRONOUN,NOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,
324,NOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,NOUN,RESIDUAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,NOUN,RESIDUAL,RESIDUAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,NOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,NOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PRONOUN,PRONOUN,PARTICLE,NOUN,PARTICLE,VERB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PRONOUN,PARTICLE,PARTICLE,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PARTICLE,PARTICIPLE,ADJECTIVE,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,ADJECTIVE,PARTICLE,DEMONSTRATIVE,NOUN,PARTICIPLE,NOUN,ADJECTIVE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,ADJECTIVE,NOUN,PARTICLE,PARTICIPLE,PRONOUN,PARTICLE,NOUN,PRONOUN,PARTICIPLE,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PRONOUN,NOUN,ADJECTIVE,ADJECTIVE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,ADJECTIVE,NOUN,ADVERB,PARTICIPLE,VERB,PRONOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PARTICLE,PARTICLE,NOUN,ADVERB,ADJECTIVE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,NOUN,ADVERB,NOUN,PARTICLE,NOUN,DEMONSTRATIVE,NOUN,PARTICIPLE,PARTICLE,ADVERB,PARTICIPLE,VERB,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,
338,PARTICLE,PARTICLE,NOUN,NOUN,ADJECTIVE,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PRONOUN,NOUN,PARTICLE,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PARTICLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,ADJECTIVE,NOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,NOUN,PRONOUN,NOUN,VERB,PARTICLE,VERB,PUNCTUATION,PRONOUN,PARTICLE,NOUN,VERB,PUNCTUATION,PARTICLE,PARTICLE,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,
343,PARTICLE,NOUN,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,NOUN,PARTICLE,PRONOUN,NOUN,PARTICLE,VERB,PUNCTUATION,PARTICLE,PRONOUN,PARTICLE,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,
345,PARTICLE,PRONOUN,PARTICLE,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PARTICLE,PRONOUN,PARTICLE,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PARTICLE,ADVERB,PRONOUN,NOUN,PARTICIPLE,PRONOUN,PARTICLE,NOUN,PARTICLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,
348,NOUN,NOUN,VERB,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PRONOUN,PRONOUN,PARTICLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PARTICLE,PARTICLE,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PRONOUN,NOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PRONOUN,NOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PWH,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PARTICLE,PARTICIPLE,NOUN,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,PRONOUN,NOUN,PARTICLE,NOUN,ADJECTIVE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PRONOUN,NOUN,PWH,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,ADVERB,VERB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,ADVERB,PARTICIPLE,NOUN,PARTICLE,PARTICIPLE,NOUN,NOUN,ADVERB,PARTICIPLE,PRONOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,
359,ADVERB,ADVERB,NOUN,NOUN,PARTICLE,ADJECTIVE,PARTICLE,PRONOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,ADJECTIVE,NOUN,PARTICLE,NOUN,VERB,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,NOUN,ADVERB,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
