Chapter,Verse,Sanskrit
10,6,संविवेशाबला भूमौ निवेश्य भृकुटीं मुखे | ततश्चित्राणि माल्यानि दिव्यान्याभरणानि च ||
10,7,अपविद्धानि कैकेय्या तानि भूमिं प्रपेदिरे | तया तान्यपविद्धानि माल्यान्याभरणानि च ||
10,8,अशोभयन्त वसुधां नक्षत्राणि यथा नभः | क्रोधागारे निपतिता सा बभौ मलिनाम्बरा ||
10,9,एकवेणीं दृढं बद्वा गतसत्त्वेव किन्नरी | आज्ञाप्य च महाराजो राघवस्याभिषेचनम् ||
10,10,उपस्थानमनुज्ञाप्य प्रविवेश निवेशनम् | अद्य रामाभिषेको वै प्रसिद्ध इति जज्ञिवान् ||
10,11,प्रियार्हां प्रियमाख्यातुं विवेशान्तःपुरं वशी | स कैकेय्या गृहं श्रेष्ठं प्रविवेश महायशाः ||
10,12,पाण्डुराभ्रमिवाकाशं राहुयुक्तं निशाकरः | शुकबर्हिणसङ्घुष्टं क्रौञ्चहंसरुतायुतम् ||
10,13,वादित्ररवसङ्घुष्टं कुब्जा वामनिकायुतम् | लतागृहैश्चित्रगृहैश्चम्पकाशोकशोभितैः ||
10,14,दान्तराजतसौवर्णवेदिकाभि स्समायुतम् | नित्यपुष्पफलैर्वृक्षैर्वापीभिश्चोपशोभितम् ||
10,15,दान्तरजतसौवर्णैस्संवृतं परमासनैः | विविधैरन्नपानैश्च भक्ष्यैश्च विविधैरपि ||
10,16,उपपन्नं महार्हैश्च भूषितैस्त्रिदिवोपमम् | तत्प्रविश्य महाराजस्स्वमन्तः पुरमृद्धिमत् ||
10,17,न ददर्श प्रियां राजा कैकेयीं शयनोत्तमे | कामबलसंयुक्तो रत्यर्थं मनुजाधिपः ||
10,18,अपश्यन्दयितां भार्यां पप्रच्छ विषसाद च | न हि तस्य पुरा देवी तां वेलामत्यवर्तत ||
10,19,न च राजा गृहं शून्यं प्रविवेश कदाचन | ततो गृहगतो राजा कैकेयीं पर्यपृच्छत ||
10,20,यथा पूर्वमविज्ञाय स्वार्थलिप्सुमपण्डिताम् | प्रतीहारी त्वथोवाच सन्त्रस्ता सुकृताञ्जलिः ||
10,21,देव देवी भृशं कृद्धा क्रोधागारमभिदृता | प्रतीहार्या वचश्शृत्वा राजा परमदुर्मनाः ||
10,22,विषसाद पुनर्भूयो लुलितव्याकुलेन्द्रियः | तत्र तां पतितां भूमौ शयानामतथोचिताम् ||
10,23,प्रतप्त इव दुःखेन सोऽपश्यज्जगतीपतिः | स वृद्धस्तरुणीं भार्यां प्राणेभ्योपि गरीयसीम् ||
10,24,अपापः पापसङ्कल्पां ददर्श धरणीतले | लतामिव विनिष्कृत्तां पतितां देवतामिव ||
10,25,किन्नरीमिव निर्धूतां च्युतामप्सरसं यथा | मायामिव परिभ्रष्टां हरिणीमिव संयताम् ||
10,26,करेणुमिव दिग्धेन विद्धां मृगयुना वने | महागज इवारण्ये स्नेहात्परिममर्श ताम् ||
10,27,परिमृश्य च पाणिभ्यामभिसन्त्रस्तचेतनः | कामी कमलपत्राक्षीमुवाच वनितामिदम् ||
10,28,न तेऽहमभिजानामि क्रोधमात्मनि संश्रितम् | देवि केनाभिशप्ताऽसि केन वाऽसि विमानिता ||
10,29,यदिदं मम दुःखाय शेषे कल्याणि पांसुषु | भूमौ शेषे किमर्थं त्वं मयि कल्याणचेतसि ||
10,30,भूतोपहतचित्तेव मम चित्तप्रमाथिनी | सन्ति मे कुशला वैद्यास्त्वभितुष्टाश्च सर्वशः ||
10,31,सुखितां त्वां करिष्यन्ति व्याधिमाचक्ष्व भामिनी | कस्य वा ते प्रियं कार्यं केन वा विप्रियं कृतम् ||
10,32,कः प्रियं लभतामद्य को वा सुमहदप्रियम् | मा रोदीर्मा च कार्षीस्त्वं देवि संपरिशोषणम् ||
10,33,अवध्यो वध्यतां को वा को वा वध्यो विमुच्यताम् | दरिद्रः को भवत्वाढ्यो द्रव्यवान्वाऽप्यकिञ्चनः ||
10,34,अहं चैव मदीयाश्च सर्वे तव वशानुगाः | न ते किञ्चिदभिप्रायं व्याहन्तुमहमुत्सहे ||
10,35,आत्मनो जीवितेनापि ब्रूहि यन्मनसेच्छसि | बलमात्मनि जानन्ती न मां शङ्कितुमर्हसि ||
10,36,करिष्यामि तव प्रीतिं सुकृतेनापि ते शपे | यावदावर्तते चक्रं तावती मे वसुन्धरा ||
10,37,प्राचीनास्सिन्धुसौवीरा स्सौराष्ट्रा दक्षिणापथाः | वङ्गाङ्गमगधाः मत्स्याः समृद्धा काशिकोसलाः ||
10,38,तत्र जातं बहु द्रव्यं धनधान्यमजाविकम् | ततो वृणीष्व कैकेयि यद्यत्त्वं मनसेच्छसि ||
10,39,किमायासेन ते भीरु उत्तिष्ठोत्तिष्ठ शोभने | तत्त्वं मे ब्रूहि कैकेयि यतस्ते भयमागतम् ||
10,40,तत्ते व्यपनयिष्यामि नीहारमिव रश्मिवान् | तथोक्ता सा समाश्वस्ता वक्तुकामा तदप्रियम् ||
11,1,तं मन्मथशरैर्विद्धमं कामवेगवशानुगम् | उवाच पृथिवीपालं कैकेयी दारुणं वचः ||
11,2,नास्मि विप्रकृतादेव केनचिन्नावमानिता | अभिप्रायस्तु मे कश्चित्तमिच्छामि त्वया कृतम् ||
11,3,प्रतिज्ञां प्रतिजानीष्व यदि त्वं कर्तुमिच्छसि | अथ तद्व्याहरिष्यामि यदभिप्रार्थितं मया ||
11,4,तामुवाच महातेजाः कैकेयीमीषदुत्स्मितः | कामी हस्तेन संगृह्य मूर्धजेषु शुचिस्मिताम् ||
11,5,आवलिप्ते न जानासि त्वत्तः प्रियतरो मम | मनुजो मनुजव्याघ्राद्रामादन्यो न विद्यते ||
11,6,तेनाजय्येन मुख्येन राघवेण महात्मना | शपे ते जीवनार्हेण ब्रूहि यन्मनसेच्छासि ||
11,7,यं मुहूर्तमपश्यंस्तु न जीवेयमहं ध्रुवम् | तेन रामेण कैकेयि शपे ते वचनक्रियाम् ||
11,8,आत्मना वात्मजैश्चान्यैर्वृणेयं मनुजर्षभम् | तेन रामेण कैकेयि शपे ते वचनक्रियाम् ||
11,9,भद्रे हृदयमप्येतदनुमृशोद्धरस्व मे | एतत्समीक्ष्य कैकेयि ब्रूहि यत्साधु मन्यसे ||
11,10,बलमात्मनि जानन्ती न मां शङ्कितुमर्हसि | करिष्यामि तव प्रीतिं सुकृतेनापि ते शपे ||
11,11,सा तदर्थमना देवी तमभिप्रायमागतम् | निर्माध्यस्थ्याच्च हर्षाच्च बभाषे दुर्वचं वचः ||
11,12,तेन वाक्येन संहृष्टा तमभिप्रायमागतम् | व्याजहार महाघोरमभ्यागतमिवान्तकम् ||
11,13,यथा क्रमे शपसि वरं मम ददासि च | तच्छृण्वन्तु त्रयस्त्रिंशद्देवास्साग्निपुरोगमाः ||
11,14,चन्द्रादित्यौ नभश्चैव ग्रहा रात्र्यहनी दिशः | जगच्च पृथिवी चेयं सगन्धर्वा सराक्षसा ||
11,15,निशाचराणि भूतानि गृहेषु गृहदेवता | यानि चान्यानि भूतानि जानीयुर्भाषितं तव ||
11,16,सत्यसन्धो महातेजाः धर्मज्ञः सुसमाहितः | वरं मम ददात्येष तन्मे श्रृण्वन्तु दैवताः ||
11,17,इति देवी महेष्वासं परिगृह्याभिशस्य च | ततः परमुवाचेदं वरदं काममोहितम् ||
11,18,स्मर राजन् पुरावृत्तं तस्मिन् दैवासुरे रणे | तत्र चाच्यावयच्छत्रुस्तव जीवितमन्तरा ||
11,19,तत्र चापि मया देव यत्त्वं समभिरक्षितः | जाग्रत्या यतमानायास्ततो मे प्राददा वरौ ||
11,20,तौ तु दत्तौ वरौ देव निक्षेपौ मृगयाम्यहम् | तथैव पृथिवीपाल सकाशे सत्यसङ्गर ||
11,21,तत् प्रतिश्रुत्य धर्मेण न चेद्दास्यसि मे वरम् | अद्यैव हि प्रहास्यामि जीवितं त्वद्विमानिता ||
11,22,वाङ्मात्रेण तदा राजा कैकेय्या स्ववशे कृतः | प्रचस्कन्द विनाशाय पाशं मृग इवात्मनः ||
11,23,ततः परमुवाचेदं वरदं काममोहितम् | वरौ यौ मे त्वया देव तदा दत्तौ महीपते ||
11,24,तौ तावदहमद्यैव वक्ष्यामि शृणु मे वचः | अभिषेकसमारम्भो राघवस्योपकल्पितः ||
11,25,अनेनैवाभिषेकेण भरतो मेऽभिषिच्यताम् | यो द्वितीयो वरो देव दत्तः प्रीतेन मे त्वया ||
11,26,तदा दैवासुरे युद्धे तस्य कालोऽयमागत | नव प़ञ्च च वर्षाणि दण्डकारण्यमाश्रितः ||
11,27,चीराजिनजटाधारी रामो भवतु तापसः | भरतो भजतामद्य यौवराज्यमकण्टकम् ||
11,28,एष मे परमः कामो दत्तमेव वरं वृणे | अद्य चैव हि पश्येयं प्रयान्तं राघवं वनम् ||
11,29,स राजराजः भव सत्यसङ्गरः कुलं च शीलं च हि रक्ष जन्म च | परत्रवासे हि वदन्त्यनुत्तमं तपोधनास्सत्यवचो हितं नृणाम् ||
12,1,ततश्शृत्वा महाराजः कैकेय्या दारुणं वचः | चिन्तामभिसमापेदे मुहूर्तं प्रतताप च ||
12,2,किन्नु मे यदि वा स्वप्नश्चित्तमोहोऽपि वा मम | अनुभूतोपसर्गो वा मनसो वाप्युपद्रवः ||
12,3,इति सञ्चिन्त्य तद्राजा नाध्यगच्छत्तदासुखम् | प्रतिलभ्य चिरात्संज्ञां कैकेयीवाक्यताडितः ||
12,4,व्यथितो विक्लबश्चैव व्याघ्रीं दृष्ट्वा यथा मृगः | असंवृतायामासीनो जगत्यां दीर्घमुच्छवसन् ||
12,5,मण्डले पन्नगो रुद्धो मन्त्रैरिव महाविषः | अहो धिगिति सामर्षो वाचमुक्त्वा नराधिपः ||
12,6,मोहमापेदिवान्भूय श्शोकोपहतचेतनः | चिरेण तु नृप स्संज्ञां प्रतिलभ्य सुदुःखितः ||
12,7,कैकेयीमब्रवीत्क्रुद्धःप्रदहन्निव चक्षुषा | नृशंसे दुष्टचारित्रे कुलस्यास्य विनाशिनि ||
12,8,किं कृतं तव रामेण पापं पापे मयापि वा | यदा ते जननीतुल्यां वृत्तिं वहति राघव: ||
12,9,तस्यैव त्वमनर्थाय किंनिमित्तमिहोद्यता | त्वं मयाऽऽत्मविनाशार्थं भवनं स्वं प्रवेशिता ||
12,10,अविज्ञानान्नृपसुता व्याली तीक्ष्णविषा यथा | जीवलोको यदा सर्वो रामस्याह गुणस्तवम् ||
12,11,अपराधं किमुद्दिश्य त्यक्ष्यामीष्टमहं सुतम् | कौसल्यां वा सुमित्रां वा त्यजेयमपि वा श्रियम् ||
12,12,जीवितं वाऽत्मनो रामं न त्वेव पितृवत्सलम् | परा भवति मे प्रीतिर्दृष्ट्वा तनयमग्रजम् ||
12,13,अपश्यतस्तु मे रामं नष्टा भवति चेतना | तिष्ठेल्लोको विना सूर्यं शस्यं वा सलिलं विना ||
12,14,न तु रामं विना देहे तिष्ठेत्तु मम जीवितम् | तदलं त्यज्यतामेष निश्चयः पापनिश्चये ||
12,15,अपि ते चरणै मूर्ध्ना स्पृशाम्येष प्रसीद मे | किमिदं चिन्तितं पापे त्वया परमदारुणम् ||
12,16,अथ जिज्ञाससे मां त्वं भरतस्य प्रियाप्रिये | अस्तु यत्तत्त्वया पूर्वं व्याहृतं राघवं प्रति ||
12,17,स मे ज्येष्ठस्सुत श्रीमान्धर्मज्येष्ठ इतीव मे | तत्त्वया प्रियवादिन्या सेवार्थं कथितं भवेत् ||
12,18,तच्छ्रुत्वा शोकसन्तप्ता सन्तापयसि मां भृशम् | आविष्टाऽसि गृहं शून्यं सा त्वं परवशं गता ||
12,19,इक्ष्वाकूणां कुले देवि सम्प्राप्तस्सुमहानयम् | अनयो नयसम्पन्ने यत्र ते विकृता मतिः ||
12,20,नहि किञ्चिदयुक्तं वा विप्रियं वा पुरा मम | अकरोस्त्वं विशालाक्षि तेन न श्रद्दधाम्यहम् ||
12,21,ननु ते राघवस्तुल्यो भरतेन महात्मना | बहुशो हि सुबाले त्वं कथाः कथयसे मम ||
12,22,तस्य धर्मात्मनो देवि वनवासं यशस्विनः | कथं रोचयसे भीरु नव वर्षाणि पञ्च च ||
12,23,अत्यन्तसुकुमारस्य तस्य धर्मे धृतात्मनः | कथं रोचयसे वासमरण्ये भृशदारुणे ||
12,24,रोचयस्यभिरामस्य रामस्य शुभलोचने | तव शुश्रूषमाणस्य किमर्थं विप्रवासनम् ||
12,25,रामो हि भरताद्भूयस्तव शुश्रूषते सदा | विशेषं त्वयि तस्मात्तु भरतस्य न लक्षये ||
12,26,शुश्रूषां गौरवं चैव प्रमाणं वचनक्रियाम् | कस्ते भूयस्तरं कुर्यादन्यत्र मनुजर्षभात् ||
12,27,बहूनां स्त्रीसहस्राणां बहूनां चोपजीविनाम् | परिवादोऽपवादो वा राघवे नोपपद्यते ||
12,28,सान्त्वयन्सर्वभूतानि राम श्शुद्धेन चेतसा | गृह्णाति मनुजव्याघ्र प्रियैर्विषयवासिनः ||
12,29,सत्येन लोकान् जयति दीनान् दानेन राघवः | गुरूञ्छुश्रूषया वीरो धनुषा युधि शात्रवान् ||
12,30,सत्यं दानं तपस्त्यागो मित्रता शौचमार्जवम् | विद्या च गुरुशुश्रूषा ध्रुवाण्येतानि राघवे ||
12,31,तस्मिन्नार्जवसम्पन्ने देवि देवोपमे कथम् | पापमाशंससे रामे महर्षिसमतेजसि ||
12,32,न स्मराम्यप्रियं वाक्यं लोकस्य प्रियवादिनः | स कथं त्वत्कृते रामं वक्ष्यामि प्रियमप्रियम् ||
12,33,क्षमा यस्मिन्दमस्त्याग सत्यं धर्मः कृतज्ञता | अप्यहिंसा च भूतानां तमृते का गतिर्मम ||
12,34,मम वृद्धस्य कैकेयि गतान्तस्य तपस्विनः | दीनं लालप्यमानस्य कारुण्यं कर्तुमर्हसि ||
12,35,पृथिव्यां सागरान्तायां यत्किञ्चिदधिगम्यते | तत्सर्वं तव दास्यामि मा च त्वां मन्युराविशेत् ||
12,36,अञ्जलिं करोमि कैकेयि पादौ चापि स्पृशामि ते | शरणं भव रामस्य माऽधर्मो मामिह स्पृशेत् ||
12,37,इति दुःखाभिसन्तप्तं विलपन्तमचेतनम् | घूर्णमानं महाराजं शोकेन समभिप्लुतम् ||
12,38,पारं शोकार्णवस्याशु प्रार्थयन्तं पुनः पुनः | प्रत्युवाचाथ कैकेयी रौद्रा रौद्रतरं वचः ||
12,39,यदि दत्त्वा वरौ राजन्पुनः प्रत्यनुतप्यसे | धार्मिकत्वं कथं वीर पृथिव्यां कथयिष्यसि ||
12,40,यदा समेता बहवस्त्वया राजर्षय स्सह | कथयिष्यन्ति धर्मज्ञ तत्र किं प्रतिवक्ष्यसि ||
12,41,यस्याः प्रसादे जीवामि या च मामभ्यपालयत् | तस्याः कृतम् मया मिथ्या कैकेय्या इति वक्षयसि ||
12,42,किल्बिषत्वं नरेन्द्राणां करिष्यसि नराधिप | यो दत्वा वरमद्यैव पुनरन्यानि भाषसे ||
12,43,शैब्यश्श्येनकपोतीये स्वमांसं पक्षिणे ददौ | अलर्कश्चक्षुषी दत्वा जगाम गतिमुत्तमाम् ||
12,44,सागरस्समयं कृत्वा न वेलामतिवर्तते | समयं माऽनृतं कार्षीः पूर्ववृत्तमनुस्मरन् ||
12,45,स त्वं धर्मं परित्यज्य रामं राज्येऽभिषिच्य च | सह कौसल्यया नित्यं रन्तुमिच्छसि दुर्मते ||
12,46,भवत्वधर्मो धर्मो वा सत्यं वा यदि वाऽनृतम् | यत्त्वया संश्रुतं मह्यं तस्य नास्ति व्यतिक्रमः ||
12,47,अहं हि विषमद्यैव पीत्वा बहु तवाग्रतः | पश्यतस्ते मरिष्यामि रामो यद्यभिषिच्यते ||
12,48,एकाहमपि पश्येयं यद्यहं राममातरम् | अञ्जलिं प्रतिगृह्णन्तीं श्रेयो ननु मृतिर्मम ||
12,49,भरतेनात्मना चाहं शपे ते मनुजाधिप | यथा नान्येन तुष्येयमृते रामविवासनात् ||
12,50,एतावदुक्त्वा वचनं कैकेयी विरराम ह | विलपन्तं च राजानं न प्रतिव्याजहार सा ||
12,51,श्रुत्वा तु राजा कैकेय्या वृतं परमशोभनम् | रामस्य च वने वासमैश्वर्यं भरतस्य च ||
12,52,नाभ्यभाषत कैकेयीं मुहूर्तं व्याकुलेन्द्रियः | प्रैक्षतानिमिषो देवीं प्रियामप्रियवादिनीम् ||
12,53,तां हि वज्रसमां वाचमाकर्ण्य हृदयाप्रियाम् | दुःखशोकमयीं घोरां राजा न सुखितोऽभवत् ||
12,54,स देव्या व्यवसायं च घोरं च शपथं कृतम् | ध्यात्वा रामेति निश्श्वस्य छिन्न स्तरुरिवापतत् ||
12,55,नष्टचित्तो यथोन्मत्तो विपरीतो यथाऽतुरः | हृततेजा यथा सर्पो बभूव जगतीपतिः ||
12,56,दीनया तु गिरा राजा इति होवाच कैकयीम् | अनर्थमिममर्थाभं केन त्वमुपदर्शिता ||
12,57,भूतोपहतचित्तेव ब्रुवन्ती मां न लज्जसे | शीलव्यसनमेतत्ते नाभिजानाम्यहं पुरा ||
12,58,बालायास्तत्त्वितिदानीं ते लक्षये विपरीतवत् | कुतो वा ते भयं जातं या त्वमेवंविधं वरम् ||
12,59,राष्ट्रे भरतमासीनं वृणीषे राघवं वने | विरमैतेन भावेन त्वमेतेनानृतेन वा ||
12,60,यदि भर्तुः प्रियं कार्यं लोकस्य भरतस्य च | नृशंसे पापसङ्कल्पे क्षुद्रे दुष्कृतकारिणि ||
12,61,किन्नु दुखमलीकं वा मयि रामे च पश्यसि | न कथञ्चिदृते रामाद्भरतो राज्यमावसेत् ||
12,62,रामादपि हि तं मन्ये धर्मतो बलवत्तरम् | कथं द्रक्ष्यामि रामस्य वनं गच्छेति भाषिते ||
12,63,मुखवर्णं विवर्णं तु तं यथैवेन्दुमुपप्लुतम् | तां हि मे सुकृतां बुद्धिं सुहृद्भिस्सह निश्चिताम् ||
12,64,कथं द्रक्ष्याम्यपावृत्तां परैरिव हतां चमूम् | किं मां वक्ष्यन्ति राजानो नानादिग्भ्य स्समागताः ||
12,65,बालो बताऽयमैक्ष्वाकश्चिरं राज्यमकारयत् | यदा तु बहवो वृद्धा गुणवन्तो बहुश्रुताः ||
12,66,परिप्रक्ष्यन्ति काकुत्स्थं वक्ष्यामि किमहं तदा | कैकेय्या क्लिश्यमानेन रामः प्रव्राजितो मया ||
12,67,यदि सत्यं ब्रवीम्येतत्तदसत्यं भविष्यति | किं मां वक्ष्यति कौशल्या राघवे वनमास्थिते ||
12,68,किं चैनां प्रतिवक्ष्यामि कृत्वा विप्रियमीदृशम् | यदा यदा हि कौशल्या दासीवच्च सखीव च ||
12,69,भार्यावद्भगिनीवच्च मातृवच्चोपतिष्ठति | सततं प्रियकामा मे प्रियपुत्रा प्रियंवदा ||
12,70,न मया सत्कृता देवी सत्कारार्हा कृते तव | इदानीं तत्तपति मां यन्मया सुकृतं त्वयि ||
12,71,अपथ्यव्यञ्जनोपेतं भुक्तमन्नमिवातुरम् | विप्रकारं च रामस्य सम्प्रयाणं वनस्य च ||
12,72,सुमित्रा प्रेक्ष्य वै भीता कथं मे विश्वसिष्यति | कृपणं बत वैदेही श्रोष्यति द्वयमप्रियम् ||
12,73,मां च पञ्चत्वमापन्नं रामं च वनमाश्रितम् | वैदेही बत मे प्राणान्शोचन्ती क्षपयिष्यति ||
12,74,हीना हिमवतः पार्श्वे किन्नरेणेव किन्नरी | न हि राममहं दृष्ट्वा प्रवसन्तं महावने ||
12,75,चिरं जीवितुमाशंसे रुदन्तीं चापि मैथिलीम् | सा नूनं विधवा राज्यं सपुत्रा कारयिष्यसि ||
12,76,न हि प्रव्राजिते रामे देवि जीवितुमुत्सहे | सतीं त्वामहमत्यन्तं व्यवस्याम्यसतीं सतीम् | रूपिणीं विषसंयुक्तां पीत्वेव मदिरां नरः ||
12,77,अनृतैर्बहु मां सान्त्वै स्सान्त्वयन्ती स्म भाषसे | गीतशब्देन संरुध्य लुब्धो मृगमिवावधीः ||
12,78,अनार्य इति मामार्याः पुत्रविक्रायकं ध्रुवम् | धिक्करिष्यन्ति रथ्यासु सुरापं ब्राह्मणं यथा ||
12,79,अहो दुःखमहो कृच्छ्रं यत्र वाचः क्षमे तव | दुःखमेवंविधं प्राप्तं पुराकृतमिवाशुभम् ||
12,80,चिरं खलु मया पापे त्वं पापेनाभिरक्षिता | अज्ञानादुपसम्पन्ना रज्जुरुद्बन्धिनी यथा ||
12,81,रममाणस्त्वया सार्धं मृत्युं त्वां नाभिलक्षये | बालो रहसि हस्तेन कृष्णसर्पमिवास्पृशम् ||
12,82,मया ह्यपितृकः पुत्र स्समहात्मा दुरात्मना | तं तु मां जीवलोकोऽयं नूनमाक्रोष्टुमर्हति ||
12,83,बालिशो बत कामात्मा राजा दशरथो भृशम् | यः स्त्रीकृते प्रियं पुत्रं वनं प्रस्थापयिष्यति ||
12,84,व्रतैश्च ब्रह्मचर्यैश्च गुरुभिश्चोपकर्शितः | भोगकाले महत्कृच्छ्रं पुनरेव प्रपत्स्यते ||
12,85,नालं द्वितीयं वचनं पुत्रो मां प्रतिभाषितुम् | स वनं प्रव्रजेत्युक्तो बाढमित्येव वक्ष्यति ||
12,86,यदि मे राघवः कुर्याद्वनं गच्छेति चोदितः | प्रतिकूलं प्रियं मे स्यान्न तु वत्सः करिष्यति ||
12,87,शुद्धभावो हि भावं मे न तु ज्ञास्यति राघवः ||
12,88,स वनं प्रब्रजे त्युक्तो बाढ मित्येव वक्षयति | राघवे हि वनं प्राप्ते सर्वलोकस्य धिक्कृतम् ||
12,89,मृत्युरक्षमणीयं मां नयिष्यति यमक्षयम् | मृते मयि गते रामे वनं मनुजपुङ्गवे ||
12,90,इष्टे मम जने शेषे किं पापं प्रतिपत्स्यसे | कौशल्या मां च रामं च पुत्रौ च यदि हास्यति ||
12,91,दुःखान्यसहती देवी मामेवानुमरिष्यति | कौसल्यां च सुमित्रां च मां च पुत्रैस्त्रिभिस्सह ||
12,92,प्रक्षिप्य नरके सा त्वं कैकेयि सुखिता भव | मया रामेण च त्यक्तं शाश्वतं सत्कृतं गुणैः ||
12,93,इक्ष्वाकुकुलमक्षोभ्यमाकुलं पालयिष्यसि | प्रियं चेद्भरतस्यैतद्रामप्रव्राजनं भवेत् ||
12,94,मा स्म मे भरतः कार्षीत्प्रेतकृत्यं गतायुषः | हन्तानार्ये ममामित्रे सकामा भव कैकयि ||
12,95,मृते मयि गते रामे वनं पुरुषपुङ्गवे | सेदानीं विधवा राज्यं सपुत्रा कारयिष्यसि ||
12,96,त्वं राजपुत्रीवादेन न्यवसो मम वेश्मनि | अकीर्तिश्चातुला लोके ध्रुवः परिभवश्च मे ||
12,97,सर्वभूतेषु चावज्ञा यथा पापकृतस्तथा | कथं रथैर्विभुर्यात्वा गजाश्वैश्च मुहुर्मुहुः ||
12,98,पद्भ्यां रामो महारण्ये वत्सो मे विचरिष्यति | यस्य त्वाहारसमये सूदाः कुण्डलधारिणः ||
12,99,अहंपूर्वाः पचन्ति स्म प्रशस्तं पानभोजनम् | स कथन्नु कषायाणि तिक्तानि कटुकानि च ||
12,100,भक्षयन्वन्यमाहारं सुतो मे वर्तयिष्यति | महार्हवस्त्रसंवीतो भूत्वा चिरसुखोषितः ||
12,101,काषायपरिधानस्तु कथं भूमौनिवत्स्यति | कस्यैतद्धारुणं वाक्यमेवंविधमचिन्तितम् ||
12,102,रामस्यारण्यगमनं भरतस्याभिषेचनम् | धिगस्तु योषितो नाम शठा स्स्वार्थपरास्सदा | न ब्रवीमि स्त्रिय स्सर्वा भरतस्यैव मातरम् ||
12,103,अनर्थभावेऽर्थपरे नृशंसे ममानुतापाय निविष्टभावे | किमप्रियं पश्यसि मन्निमित्तं हितानुकारिण्यथवाऽपि रामे ||
12,104,परित्यजेयुः पितरो हि पुत्रान्भार्याः पतींश्चापि कृतानुरागाः | कृत्स्नं हि सर्वं कुपितं जगत्स्याद्दृष्ट्वैव रामं व्यसने निमग्नम् ||
12,105,अहं पुनर्देवकुमाररूपमलङ्कृतं तं सुतमाव्रजन्तम् | नन्दामि पश्यन्नपि दर्शनेन भवामि दृष्ट्वैव च पुनर्युवेव ||
12,106,विनाऽपि सूर्येण भवेत्प्रवृत्तिरवर्षता वज्रधरेण वाऽपि | रामं तु गच्छन्तमित स्समीक्ष्य जीवेन्न कश्चित्त्विति चेतना मे ||
12,107,विनाशकामामहिताममित्रामावासयं मृत्युमिवात्मनस्त्वाम् | चिरं बताङ्केन धृतासि सर्पी महाविषा तेन हतोऽस्मि मोहात् ||
12,108,मया च रामेण च लक्ष्मणेन प्रशास्तु हीनो भरतस्त्वया सह | पुरं च राष्ट्रं च निहत्य बान्धवान् ममाहितानां च भवाभिहर्षिणी ||
12,109,नृशंसवृत्ते व्यसनप्रहारिणि प्रसह्य वाक्यं यदिहाद्य भाषसे | न नाम ते केन मुखात्पतन्त्यधो विशीर्यमाणा दशना स्सहस्रधा ||
12,110,न किञ्चिदाहाहितमप्रियं वचो न वेत्ति रामः परुषाणि भाषितुम् | कथन्नु रामे ह्यभिरामवादिनि ब्रवीषि दोषान्गुणनित्यसम्मते ||
12,111,प्रताम्य वा प्रज्वल वा प्रणश्य वा सहस्रशो वा स्फुटिता महीं व्रज | न ते करिष्यामि वच स्सुदारुणं ममाहितं केकयराजपांसनि ||
12,112,क्षुरोपमाम् नित्यमसत्प्रियम्वदाम् | प्रदुष्टभावाम् स्वकुलोपघातिनीम् | न जीवितुम् त्वाम् विषहेऽमनोरमाम् | दिधक्षमाणाम् हृदयम् सबन्धनम्  ||
12,113,न जीवितम् मेऽस्ति पुनः कुतः सुखम् | विनात्मजेनात्मवतः कुतो रतिः | ममाहितम् देवि न क् कर्तुमर्हसि | स्पृशामि पादावपि ते प्रसीद मे  ||
12,114,स भूमिपालो विलपन्ननाथवत्स्त्रिया गृहीतो हृदयेऽतिमात्रया | पपात देव्याश्चरणौ प्रसारितावुभावसम्स्पृश्य यथाऽतुरस्तथा ||
13,1,अतदर्हं महाराजं शयानमतथोचितम् | ययातिमिव पुण्यान्ते देवलोकात्परिच्युतम् ||
13,2,अनर्थरूपा सिद्धार्था ह्यभीता भयदर्शिनी | पुनराकारयामास तमेव वरमङ्गना ||
13,3,त्वं कत्थसे महाराज सत्यवादी दृढव्रतः | मम चेमं वरं कस्माद्विधारयितुमिच्छसि ||
13,4,एवमुक्तस्तु कैकेय्या राजा दशरथस्तदा | प्रत्युवाच ततः क्रुद्धो मुहूर्तं विह्वलन्निव ||
13,5,मृते मयि गते रामे वनं मनुजपुङ्गवे | हन्तानार्ये ममामित्रे सकामा सुखिनी भव ||
13,6,स्वर्गेऽपि खलु रामस्य कुशलं दैवतैरहम् | प्रत्यादेशादभिहितं धारयिष्ये कथं बत ||
13,7,कैकेय्याः प्रियकामेन रामः प्रव्राजितो मया | यदि सत्यं ब्रवीम्येतत्तदसत्यं भविष्यति ||
13,8,अपुत्रेण मया पुत्रश्श्रमेण महता महान् | रामो लब्धो महाबाहु स्सकथं त्यज्यते मया ||
13,9,शूरश्च कृतविद्यश्च जितक्रोधो क्षमापरः | कथं कमलपत्राक्षो मया रामो विवास्यते ||
13,10,कथमिन्दीवरश्यामं दीर्घबाहुं महाबलम् | अभिराममहं रामं प्रेषयिष्यामि दण्डकान् ||
13,11,सुखानामुचितस्यैव दुःखैरनुचितस्य च | दुखं नामानुपश्येयं कथं रामस्य धीमतः ||
13,12,यदि दुःखमकृत्वाऽद्य मम संक्रमणं भवेत् | अदुःखार्हस्य रामस्य तत स्सुखमवाप्नुयाम् ||
13,13,नृशंसे पापसङ्कल्पे रामं सत्यपराक्रमम् | किं विप्रियेण कैकेयि प्रियं योजयसे मम ||
